variant,region,year,crudedeathrateper1000population
estimates,902,1950,24.163
estimates,902,1951,23.859
estimates,902,1952,23.277
estimates,902,1953,22.743
estimates,902,1954,22.259
estimates,902,1955,21.823
estimates,902,1956,21.429
estimates,902,1957,21.07
estimates,902,1958,20.733
estimates,902,1959,20.393
estimates,902,1960,20.023
estimates,902,1961,19.596
estimates,902,1962,19.087
estimates,902,1963,18.488
estimates,902,1964,17.805
estimates,902,1965,17.064
estimates,902,1966,16.304
estimates,902,1967,15.569
estimates,902,1968,14.894
estimates,902,1969,14.298
estimates,902,1970,13.783
estimates,902,1971,13.341
estimates,902,1972,12.945
estimates,902,1973,12.574
estimates,902,1974,12.222
estimates,902,1975,11.887
estimates,902,1976,11.572
estimates,902,1977,11.283
estimates,902,1978,11.023
estimates,902,1979,10.79
estimates,902,1980,10.582
estimates,902,1981,10.396
estimates,902,1982,10.227
estimates,902,1983,10.07
estimates,902,1984,9.923
estimates,902,1985,9.781
estimates,902,1986,9.643
estimates,902,1987,9.509
estimates,902,1988,9.38
estimates,902,1989,9.255
estimates,902,1990,9.133
estimates,902,1991,9.015
estimates,902,1992,8.902
estimates,902,1993,8.793
estimates,902,1994,8.69
estimates,902,1995,8.592
estimates,902,1996,8.497
estimates,902,1997,8.405
estimates,902,1998,8.315
estimates,902,1999,8.227
estimates,902,2000,8.14
estimates,902,2001,8.053
estimates,902,2002,7.967
estimates,902,2003,7.882
estimates,902,2004,7.799
estimates,902,2005,7.718
estimates,902,2006,7.638
estimates,902,2007,7.561
estimates,902,2008,7.489
estimates,902,2009,7.421
estimates,902,2010,7.36
estimates,902,2011,7.308
estimates,902,2012,7.264
estimates,902,2013,7.229
estimates,902,2014,7.204
estimates,902,2015,7.189
medium_variant,902,2015,7.189
medium_variant,902,2016,7.182
medium_variant,902,2017,7.182
medium_variant,902,2018,7.189
medium_variant,902,2019,7.201
medium_variant,902,2020,7.218
medium_variant,902,2021,7.239
medium_variant,902,2022,7.266
medium_variant,902,2023,7.297
medium_variant,902,2024,7.332
medium_variant,902,2025,7.372
medium_variant,902,2026,7.415
medium_variant,902,2027,7.462
medium_variant,902,2028,7.512
medium_variant,902,2029,7.566
medium_variant,902,2030,7.622
medium_variant,902,2031,7.682
medium_variant,902,2032,7.745
medium_variant,902,2033,7.811
medium_variant,902,2034,7.879
medium_variant,902,2035,7.949
medium_variant,902,2036,8.021
medium_variant,902,2037,8.093
medium_variant,902,2038,8.166
medium_variant,902,2039,8.239
medium_variant,902,2040,8.311
medium_variant,902,2041,8.383
medium_variant,902,2042,8.454
medium_variant,902,2043,8.525
medium_variant,902,2044,8.595
medium_variant,902,2045,8.665
medium_variant,902,2046,8.733
medium_variant,902,2047,8.801
medium_variant,902,2048,8.867
medium_variant,902,2049,8.933
medium_variant,902,2050,8.997
medium_variant,902,2051,9.059
medium_variant,902,2052,9.121
medium_variant,902,2053,9.181
medium_variant,902,2054,9.24
medium_variant,902,2055,9.298
medium_variant,902,2056,9.354
medium_variant,902,2057,9.41
medium_variant,902,2058,9.463
medium_variant,902,2059,9.516
medium_variant,902,2060,9.567
medium_variant,902,2061,9.618
medium_variant,902,2062,9.667
medium_variant,902,2063,9.715
medium_variant,902,2064,9.762
medium_variant,902,2065,9.809
medium_variant,902,2066,9.855
medium_variant,902,2067,9.9
medium_variant,902,2068,9.944
medium_variant,902,2069,9.988
medium_variant,902,2070,10.031
medium_variant,902,2071,10.073
medium_variant,902,2072,10.114
medium_variant,902,2073,10.154
medium_variant,902,2074,10.193
medium_variant,902,2075,10.23
medium_variant,902,2076,10.265
medium_variant,902,2077,10.299
medium_variant,902,2078,10.329
medium_variant,902,2079,10.357
medium_variant,902,2080,10.383
medium_variant,902,2081,10.406
medium_variant,902,2082,10.426
medium_variant,902,2083,10.444
medium_variant,902,2084,10.46
medium_variant,902,2085,10.475
medium_variant,902,2086,10.489
medium_variant,902,2087,10.502
medium_variant,902,2088,10.515
medium_variant,902,2089,10.529
medium_variant,902,2090,10.543
medium_variant,902,2091,10.558
medium_variant,902,2092,10.574
medium_variant,902,2093,10.591
medium_variant,902,2094,10.609
medium_variant,902,2095,10.629
medium_variant,902,2096,10.649
medium_variant,902,2097,10.671
medium_variant,902,2098,10.695
medium_variant,902,2099,10.719
