variant,region,year,crudedeathrateper1000population
estimates,5500,1950,15.435
estimates,5500,1951,15.38
estimates,5500,1952,15.259
estimates,5500,1953,15.12
estimates,5500,1954,14.961
estimates,5500,1955,14.782
estimates,5500,1956,14.582
estimates,5500,1957,14.362
estimates,5500,1958,14.12
estimates,5500,1959,13.854
estimates,5500,1960,13.562
estimates,5500,1961,13.244
estimates,5500,1962,12.901
estimates,5500,1963,12.538
estimates,5500,1964,12.165
estimates,5500,1965,11.793
estimates,5500,1966,11.437
estimates,5500,1967,11.107
estimates,5500,1968,10.81
estimates,5500,1969,10.553
estimates,5500,1970,10.337
estimates,5500,1971,10.161
estimates,5500,1972,10.014
estimates,5500,1973,9.887
estimates,5500,1974,9.775
estimates,5500,1975,9.671
estimates,5500,1976,9.573
estimates,5500,1977,9.479
estimates,5500,1978,9.385
estimates,5500,1979,9.29
estimates,5500,1980,9.188
estimates,5500,1981,9.075
estimates,5500,1982,8.953
estimates,5500,1983,8.826
estimates,5500,1984,8.698
estimates,5500,1985,8.58
estimates,5500,1986,8.482
estimates,5500,1987,8.413
estimates,5500,1988,8.374
estimates,5500,1989,8.366
estimates,5500,1990,8.386
estimates,5500,1991,8.428
estimates,5500,1992,8.479
estimates,5500,1993,8.528
estimates,5500,1994,8.564
estimates,5500,1995,8.577
estimates,5500,1996,8.557
estimates,5500,1997,8.502
estimates,5500,1998,8.417
estimates,5500,1999,8.304
estimates,5500,2000,8.174
estimates,5500,2001,8.039
estimates,5500,2002,7.912
estimates,5500,2003,7.8
estimates,5500,2004,7.707
estimates,5500,2005,7.625
estimates,5500,2006,7.543
estimates,5500,2007,7.45
estimates,5500,2008,7.339
estimates,5500,2009,7.213
estimates,5500,2010,7.078
estimates,5500,2011,6.947
estimates,5500,2012,6.833
estimates,5500,2013,6.745
estimates,5500,2014,6.686
estimates,5500,2015,6.655
medium_variant,5500,2015,6.655
medium_variant,5500,2016,6.644
medium_variant,5500,2017,6.645
medium_variant,5500,2018,6.648
medium_variant,5500,2019,6.652
medium_variant,5500,2020,6.656
medium_variant,5500,2021,6.661
medium_variant,5500,2022,6.67
medium_variant,5500,2023,6.689
medium_variant,5500,2024,6.717
medium_variant,5500,2025,6.756
medium_variant,5500,2026,6.805
medium_variant,5500,2027,6.864
medium_variant,5500,2028,6.931
medium_variant,5500,2029,7.006
medium_variant,5500,2030,7.088
medium_variant,5500,2031,7.177
medium_variant,5500,2032,7.271
medium_variant,5500,2033,7.37
medium_variant,5500,2034,7.472
medium_variant,5500,2035,7.575
medium_variant,5500,2036,7.679
medium_variant,5500,2037,7.783
medium_variant,5500,2038,7.887
medium_variant,5500,2039,7.989
medium_variant,5500,2040,8.088
medium_variant,5500,2041,8.184
medium_variant,5500,2042,8.276
medium_variant,5500,2043,8.365
medium_variant,5500,2044,8.451
medium_variant,5500,2045,8.534
medium_variant,5500,2046,8.613
medium_variant,5500,2047,8.69
medium_variant,5500,2048,8.765
medium_variant,5500,2049,8.838
medium_variant,5500,2050,8.91
medium_variant,5500,2051,8.982
medium_variant,5500,2052,9.053
medium_variant,5500,2053,9.125
medium_variant,5500,2054,9.197
medium_variant,5500,2055,9.271
medium_variant,5500,2056,9.346
medium_variant,5500,2057,9.424
medium_variant,5500,2058,9.504
medium_variant,5500,2059,9.585
medium_variant,5500,2060,9.667
medium_variant,5500,2061,9.751
medium_variant,5500,2062,9.834
medium_variant,5500,2063,9.917
medium_variant,5500,2064,9.998
medium_variant,5500,2065,10.078
medium_variant,5500,2066,10.156
medium_variant,5500,2067,10.232
medium_variant,5500,2068,10.306
medium_variant,5500,2069,10.377
medium_variant,5500,2070,10.443
medium_variant,5500,2071,10.504
medium_variant,5500,2072,10.559
medium_variant,5500,2073,10.608
medium_variant,5500,2074,10.649
medium_variant,5500,2075,10.684
medium_variant,5500,2076,10.712
medium_variant,5500,2077,10.733
medium_variant,5500,2078,10.749
medium_variant,5500,2079,10.762
medium_variant,5500,2080,10.771
medium_variant,5500,2081,10.779
medium_variant,5500,2082,10.785
medium_variant,5500,2083,10.791
medium_variant,5500,2084,10.799
medium_variant,5500,2085,10.81
medium_variant,5500,2086,10.826
medium_variant,5500,2087,10.846
medium_variant,5500,2088,10.871
medium_variant,5500,2089,10.903
medium_variant,5500,2090,10.94
medium_variant,5500,2091,10.985
medium_variant,5500,2092,11.035
medium_variant,5500,2093,11.092
medium_variant,5500,2094,11.155
medium_variant,5500,2095,11.224
medium_variant,5500,2096,11.298
medium_variant,5500,2097,11.378
medium_variant,5500,2098,11.464
medium_variant,5500,2099,11.555
