variant,region,year,crudedeathrateper1000population
estimates,1502,1950,20.442
estimates,1502,1951,20.152
estimates,1502,1952,19.61
estimates,1502,1953,19.15
estimates,1502,1954,18.771
estimates,1502,1955,18.47
estimates,1502,1956,18.238
estimates,1502,1957,18.062
estimates,1502,1958,17.919
estimates,1502,1959,17.766
estimates,1502,1960,17.557
estimates,1502,1961,17.243
estimates,1502,1962,16.783
estimates,1502,1963,16.158
estimates,1502,1964,15.378
estimates,1502,1965,14.483
estimates,1502,1966,13.537
estimates,1502,1967,12.615
estimates,1502,1968,11.781
estimates,1502,1969,11.063
estimates,1502,1970,10.475
estimates,1502,1971,10.004
estimates,1502,1972,9.611
estimates,1502,1973,9.263
estimates,1502,1974,8.95
estimates,1502,1975,8.669
estimates,1502,1976,8.422
estimates,1502,1977,8.216
estimates,1502,1978,8.052
estimates,1502,1979,7.923
estimates,1502,1980,7.822
estimates,1502,1981,7.741
estimates,1502,1982,7.673
estimates,1502,1983,7.61
estimates,1502,1984,7.547
estimates,1502,1985,7.484
estimates,1502,1986,7.422
estimates,1502,1987,7.364
estimates,1502,1988,7.316
estimates,1502,1989,7.275
estimates,1502,1990,7.243
estimates,1502,1991,7.219
estimates,1502,1992,7.201
estimates,1502,1993,7.187
estimates,1502,1994,7.176
estimates,1502,1995,7.166
estimates,1502,1996,7.155
estimates,1502,1997,7.142
estimates,1502,1998,7.128
estimates,1502,1999,7.113
estimates,1502,2000,7.097
estimates,1502,2001,7.082
estimates,1502,2002,7.07
estimates,1502,2003,7.061
estimates,1502,2004,7.057
estimates,1502,2005,7.057
estimates,1502,2006,7.059
estimates,1502,2007,7.062
estimates,1502,2008,7.067
estimates,1502,2009,7.073
estimates,1502,2010,7.082
estimates,1502,2011,7.097
estimates,1502,2012,7.118
estimates,1502,2013,7.148
estimates,1502,2014,7.187
estimates,1502,2015,7.235
medium_variant,1502,2015,7.235
medium_variant,1502,2016,7.292
medium_variant,1502,2017,7.356
medium_variant,1502,2018,7.426
medium_variant,1502,2019,7.501
medium_variant,1502,2020,7.582
medium_variant,1502,2021,7.669
medium_variant,1502,2022,7.761
medium_variant,1502,2023,7.859
medium_variant,1502,2024,7.963
medium_variant,1502,2025,8.073
medium_variant,1502,2026,8.188
medium_variant,1502,2027,8.309
medium_variant,1502,2028,8.435
medium_variant,1502,2029,8.566
medium_variant,1502,2030,8.702
medium_variant,1502,2031,8.843
medium_variant,1502,2032,8.989
medium_variant,1502,2033,9.139
medium_variant,1502,2034,9.292
medium_variant,1502,2035,9.448
medium_variant,1502,2036,9.605
medium_variant,1502,2037,9.763
medium_variant,1502,2038,9.92
medium_variant,1502,2039,10.076
medium_variant,1502,2040,10.23
medium_variant,1502,2041,10.38
medium_variant,1502,2042,10.529
medium_variant,1502,2043,10.674
medium_variant,1502,2044,10.815
medium_variant,1502,2045,10.953
medium_variant,1502,2046,11.086
medium_variant,1502,2047,11.215
medium_variant,1502,2048,11.34
medium_variant,1502,2049,11.46
medium_variant,1502,2050,11.576
medium_variant,1502,2051,11.687
medium_variant,1502,2052,11.793
medium_variant,1502,2053,11.895
medium_variant,1502,2054,11.992
medium_variant,1502,2055,12.085
medium_variant,1502,2056,12.173
medium_variant,1502,2057,12.256
medium_variant,1502,2058,12.335
medium_variant,1502,2059,12.41
medium_variant,1502,2060,12.481
medium_variant,1502,2061,12.547
medium_variant,1502,2062,12.609
medium_variant,1502,2063,12.668
medium_variant,1502,2064,12.723
medium_variant,1502,2065,12.776
medium_variant,1502,2066,12.826
medium_variant,1502,2067,12.875
medium_variant,1502,2068,12.922
medium_variant,1502,2069,12.968
medium_variant,1502,2070,13.011
medium_variant,1502,2071,13.053
medium_variant,1502,2072,13.092
medium_variant,1502,2073,13.127
medium_variant,1502,2074,13.158
medium_variant,1502,2075,13.183
medium_variant,1502,2076,13.202
medium_variant,1502,2077,13.213
medium_variant,1502,2078,13.216
medium_variant,1502,2079,13.212
medium_variant,1502,2080,13.199
medium_variant,1502,2081,13.179
medium_variant,1502,2082,13.15
medium_variant,1502,2083,13.116
medium_variant,1502,2084,13.077
medium_variant,1502,2085,13.033
medium_variant,1502,2086,12.987
medium_variant,1502,2087,12.938
medium_variant,1502,2088,12.889
medium_variant,1502,2089,12.841
medium_variant,1502,2090,12.797
medium_variant,1502,2091,12.758
medium_variant,1502,2092,12.725
medium_variant,1502,2093,12.7
medium_variant,1502,2094,12.683
medium_variant,1502,2095,12.674
medium_variant,1502,2096,12.674
medium_variant,1502,2097,12.683
medium_variant,1502,2098,12.7
medium_variant,1502,2099,12.726
