variant,region,year,crudedeathrateper1000population
estimates,922,1950,23.197
estimates,922,1951,22.922
estimates,922,1952,22.377
estimates,922,1953,21.84
estimates,922,1954,21.312
estimates,922,1955,20.793
estimates,922,1956,20.281
estimates,922,1957,19.775
estimates,922,1958,19.275
estimates,922,1959,18.776
estimates,922,1960,18.276
estimates,922,1961,17.771
estimates,922,1962,17.26
estimates,922,1963,16.741
estimates,922,1964,16.219
estimates,922,1965,15.699
estimates,922,1966,15.189
estimates,922,1967,14.697
estimates,922,1968,14.227
estimates,922,1969,13.781
estimates,922,1970,13.359
estimates,922,1971,12.956
estimates,922,1972,12.565
estimates,922,1973,12.182
estimates,922,1974,11.807
estimates,922,1975,11.441
estimates,922,1976,11.091
estimates,922,1977,10.759
estimates,922,1978,10.446
estimates,922,1979,10.152
estimates,922,1980,9.871
estimates,922,1981,9.594
estimates,922,1982,9.317
estimates,922,1983,9.037
estimates,922,1984,8.753
estimates,922,1985,8.472
estimates,922,1986,8.201
estimates,922,1987,7.948
estimates,922,1988,7.718
estimates,922,1989,7.513
estimates,922,1990,7.329
estimates,922,1991,7.163
estimates,922,1992,7.007
estimates,922,1993,6.855
estimates,922,1994,6.705
estimates,922,1995,6.555
estimates,922,1996,6.408
estimates,922,1997,6.267
estimates,922,1998,6.134
estimates,922,1999,6.01
estimates,922,2000,5.897
estimates,922,2001,5.794
estimates,922,2002,5.702
estimates,922,2003,5.62
estimates,922,2004,5.548
estimates,922,2005,5.486
estimates,922,2006,5.436
estimates,922,2007,5.398
estimates,922,2008,5.368
estimates,922,2009,5.347
estimates,922,2010,5.33
estimates,922,2011,5.315
estimates,922,2012,5.299
estimates,922,2013,5.281
estimates,922,2014,5.261
estimates,922,2015,5.236
medium_variant,922,2015,5.236
medium_variant,922,2016,5.21
medium_variant,922,2017,5.183
medium_variant,922,2018,5.158
medium_variant,922,2019,5.136
medium_variant,922,2020,5.12
medium_variant,922,2021,5.11
medium_variant,922,2022,5.107
medium_variant,922,2023,5.11
medium_variant,922,2024,5.121
medium_variant,922,2025,5.139
medium_variant,922,2026,5.165
medium_variant,922,2027,5.198
medium_variant,922,2028,5.236
medium_variant,922,2029,5.281
medium_variant,922,2030,5.331
medium_variant,922,2031,5.387
medium_variant,922,2032,5.447
medium_variant,922,2033,5.513
medium_variant,922,2034,5.583
medium_variant,922,2035,5.656
medium_variant,922,2036,5.733
medium_variant,922,2037,5.813
medium_variant,922,2038,5.896
medium_variant,922,2039,5.981
medium_variant,922,2040,6.068
medium_variant,922,2041,6.156
medium_variant,922,2042,6.247
medium_variant,922,2043,6.339
medium_variant,922,2044,6.432
medium_variant,922,2045,6.526
medium_variant,922,2046,6.621
medium_variant,922,2047,6.716
medium_variant,922,2048,6.811
medium_variant,922,2049,6.907
medium_variant,922,2050,7.003
medium_variant,922,2051,7.098
medium_variant,922,2052,7.195
medium_variant,922,2053,7.291
medium_variant,922,2054,7.388
medium_variant,922,2055,7.484
medium_variant,922,2056,7.581
medium_variant,922,2057,7.677
medium_variant,922,2058,7.773
medium_variant,922,2059,7.868
medium_variant,922,2060,7.961
medium_variant,922,2061,8.053
medium_variant,922,2062,8.143
medium_variant,922,2063,8.231
medium_variant,922,2064,8.317
medium_variant,922,2065,8.4
medium_variant,922,2066,8.481
medium_variant,922,2067,8.559
medium_variant,922,2068,8.635
medium_variant,922,2069,8.709
medium_variant,922,2070,8.78
medium_variant,922,2071,8.848
medium_variant,922,2072,8.914
medium_variant,922,2073,8.977
medium_variant,922,2074,9.037
medium_variant,922,2075,9.095
medium_variant,922,2076,9.151
medium_variant,922,2077,9.205
medium_variant,922,2078,9.258
medium_variant,922,2079,9.309
medium_variant,922,2080,9.359
medium_variant,922,2081,9.409
medium_variant,922,2082,9.458
medium_variant,922,2083,9.507
medium_variant,922,2084,9.555
medium_variant,922,2085,9.603
medium_variant,922,2086,9.65
medium_variant,922,2087,9.698
medium_variant,922,2088,9.745
medium_variant,922,2089,9.791
medium_variant,922,2090,9.837
medium_variant,922,2091,9.883
medium_variant,922,2092,9.929
medium_variant,922,2093,9.974
medium_variant,922,2094,10.019
medium_variant,922,2095,10.064
medium_variant,922,2096,10.108
medium_variant,922,2097,10.152
medium_variant,922,2098,10.196
medium_variant,922,2099,10.24
