variant,region,year,crudedeathrateper1000population
estimates,1517,1950,22.711
estimates,1517,1951,22.413
estimates,1517,1952,21.843
estimates,1517,1953,21.323
estimates,1517,1954,20.854
estimates,1517,1955,20.434
estimates,1517,1956,20.058
estimates,1517,1957,19.719
estimates,1517,1958,19.404
estimates,1517,1959,19.088
estimates,1517,1960,18.746
estimates,1517,1961,18.35
estimates,1517,1962,17.878
estimates,1517,1963,17.32
estimates,1517,1964,16.681
estimates,1517,1965,15.988
estimates,1517,1966,15.278
estimates,1517,1967,14.594
estimates,1517,1968,13.971
estimates,1517,1969,13.425
estimates,1517,1970,12.959
estimates,1517,1971,12.563
estimates,1517,1972,12.21
estimates,1517,1973,11.88
estimates,1517,1974,11.567
estimates,1517,1975,11.268
estimates,1517,1976,10.988
estimates,1517,1977,10.731
estimates,1517,1978,10.503
estimates,1517,1979,10.299
estimates,1517,1980,10.119
estimates,1517,1981,9.957
estimates,1517,1982,9.808
estimates,1517,1983,9.669
estimates,1517,1984,9.536
estimates,1517,1985,9.406
estimates,1517,1986,9.279
estimates,1517,1987,9.157
estimates,1517,1988,9.041
estimates,1517,1989,8.93
estimates,1517,1990,8.825
estimates,1517,1991,8.725
estimates,1517,1992,8.631
estimates,1517,1993,8.543
estimates,1517,1994,8.461
estimates,1517,1995,8.384
estimates,1517,1996,8.312
estimates,1517,1997,8.244
estimates,1517,1998,8.178
estimates,1517,1999,8.115
estimates,1517,2000,8.054
estimates,1517,2001,7.993
estimates,1517,2002,7.932
estimates,1517,2003,7.872
estimates,1517,2004,7.812
estimates,1517,2005,7.753
estimates,1517,2006,7.693
estimates,1517,2007,7.634
estimates,1517,2008,7.576
estimates,1517,2009,7.521
estimates,1517,2010,7.473
estimates,1517,2011,7.432
estimates,1517,2012,7.401
estimates,1517,2013,7.38
estimates,1517,2014,7.371
estimates,1517,2015,7.372
medium_variant,1517,2015,7.372
medium_variant,1517,2016,7.382
medium_variant,1517,2017,7.4
medium_variant,1517,2018,7.423
medium_variant,1517,2019,7.451
medium_variant,1517,2020,7.484
medium_variant,1517,2021,7.52
medium_variant,1517,2022,7.561
medium_variant,1517,2023,7.607
medium_variant,1517,2024,7.658
medium_variant,1517,2025,7.713
medium_variant,1517,2026,7.773
medium_variant,1517,2027,7.838
medium_variant,1517,2028,7.906
medium_variant,1517,2029,7.978
medium_variant,1517,2030,8.054
medium_variant,1517,2031,8.134
medium_variant,1517,2032,8.218
medium_variant,1517,2033,8.305
medium_variant,1517,2034,8.394
medium_variant,1517,2035,8.486
medium_variant,1517,2036,8.578
medium_variant,1517,2037,8.672
medium_variant,1517,2038,8.765
medium_variant,1517,2039,8.858
medium_variant,1517,2040,8.95
medium_variant,1517,2041,9.041
medium_variant,1517,2042,9.131
medium_variant,1517,2043,9.22
medium_variant,1517,2044,9.309
medium_variant,1517,2045,9.395
medium_variant,1517,2046,9.481
medium_variant,1517,2047,9.565
medium_variant,1517,2048,9.647
medium_variant,1517,2049,9.728
medium_variant,1517,2050,9.807
medium_variant,1517,2051,9.885
medium_variant,1517,2052,9.961
medium_variant,1517,2053,10.036
medium_variant,1517,2054,10.109
medium_variant,1517,2055,10.181
medium_variant,1517,2056,10.251
medium_variant,1517,2057,10.32
medium_variant,1517,2058,10.388
medium_variant,1517,2059,10.454
medium_variant,1517,2060,10.519
medium_variant,1517,2061,10.582
medium_variant,1517,2062,10.644
medium_variant,1517,2063,10.705
medium_variant,1517,2064,10.764
medium_variant,1517,2065,10.822
medium_variant,1517,2066,10.878
medium_variant,1517,2067,10.933
medium_variant,1517,2068,10.987
medium_variant,1517,2069,11.038
medium_variant,1517,2070,11.088
medium_variant,1517,2071,11.137
medium_variant,1517,2072,11.183
medium_variant,1517,2073,11.228
medium_variant,1517,2074,11.27
medium_variant,1517,2075,11.309
medium_variant,1517,2076,11.344
medium_variant,1517,2077,11.376
medium_variant,1517,2078,11.404
medium_variant,1517,2079,11.428
medium_variant,1517,2080,11.449
medium_variant,1517,2081,11.465
medium_variant,1517,2082,11.477
medium_variant,1517,2083,11.487
medium_variant,1517,2084,11.494
medium_variant,1517,2085,11.499
medium_variant,1517,2086,11.503
medium_variant,1517,2087,11.507
medium_variant,1517,2088,11.51
medium_variant,1517,2089,11.513
medium_variant,1517,2090,11.518
medium_variant,1517,2091,11.524
medium_variant,1517,2092,11.532
medium_variant,1517,2093,11.541
medium_variant,1517,2094,11.553
medium_variant,1517,2095,11.566
medium_variant,1517,2096,11.582
medium_variant,1517,2097,11.6
medium_variant,1517,2098,11.619
medium_variant,1517,2099,11.641
