variant,region,year,crudedeathrateper1000population
estimates,941,1950,29.318
estimates,941,1951,29.004
estimates,941,1952,28.389
estimates,941,1953,27.801
estimates,941,1954,27.239
estimates,941,1955,26.705
estimates,941,1956,26.196
estimates,941,1957,25.711
estimates,941,1958,25.247
estimates,941,1959,24.798
estimates,941,1960,24.36
estimates,941,1961,23.926
estimates,941,1962,23.493
estimates,941,1963,23.061
estimates,941,1964,22.634
estimates,941,1965,22.226
estimates,941,1966,21.854
estimates,941,1967,21.53
estimates,941,1968,21.259
estimates,941,1969,21.035
estimates,941,1970,20.851
estimates,941,1971,20.689
estimates,941,1972,20.531
estimates,941,1973,20.356
estimates,941,1974,20.152
estimates,941,1975,19.906
estimates,941,1976,19.61
estimates,941,1977,19.27
estimates,941,1978,18.895
estimates,941,1979,18.492
estimates,941,1980,18.072
estimates,941,1981,17.646
estimates,941,1982,17.226
estimates,941,1983,16.827
estimates,941,1984,16.455
estimates,941,1985,16.123
estimates,941,1986,15.836
estimates,941,1987,15.589
estimates,941,1988,15.374
estimates,941,1989,15.182
estimates,941,1990,15
estimates,941,1991,14.811
estimates,941,1992,14.602
estimates,941,1993,14.366
estimates,941,1994,14.097
estimates,941,1995,13.797
estimates,941,1996,13.474
estimates,941,1997,13.141
estimates,941,1998,12.808
estimates,941,1999,12.478
estimates,941,2000,12.151
estimates,941,2001,11.822
estimates,941,2002,11.486
estimates,941,2003,11.141
estimates,941,2004,10.791
estimates,941,2005,10.439
estimates,941,2006,10.09
estimates,941,2007,9.752
estimates,941,2008,9.43
estimates,941,2009,9.129
estimates,941,2010,8.853
estimates,941,2011,8.603
estimates,941,2012,8.379
estimates,941,2013,8.177
estimates,941,2014,7.996
estimates,941,2015,7.834
medium_variant,941,2015,7.834
medium_variant,941,2016,7.689
medium_variant,941,2017,7.558
medium_variant,941,2018,7.437
medium_variant,941,2019,7.324
medium_variant,941,2020,7.217
medium_variant,941,2021,7.116
medium_variant,941,2022,7.02
medium_variant,941,2023,6.931
medium_variant,941,2024,6.847
medium_variant,941,2025,6.767
medium_variant,941,2026,6.692
medium_variant,941,2027,6.622
medium_variant,941,2028,6.556
medium_variant,941,2029,6.496
medium_variant,941,2030,6.439
medium_variant,941,2031,6.387
medium_variant,941,2032,6.34
medium_variant,941,2033,6.296
medium_variant,941,2034,6.257
medium_variant,941,2035,6.222
medium_variant,941,2036,6.191
medium_variant,941,2037,6.163
medium_variant,941,2038,6.139
medium_variant,941,2039,6.119
medium_variant,941,2040,6.102
medium_variant,941,2041,6.088
medium_variant,941,2042,6.078
medium_variant,941,2043,6.071
medium_variant,941,2044,6.067
medium_variant,941,2045,6.066
medium_variant,941,2046,6.069
medium_variant,941,2047,6.074
medium_variant,941,2048,6.082
medium_variant,941,2049,6.093
medium_variant,941,2050,6.107
medium_variant,941,2051,6.124
medium_variant,941,2052,6.143
medium_variant,941,2053,6.165
medium_variant,941,2054,6.189
medium_variant,941,2055,6.216
medium_variant,941,2056,6.244
medium_variant,941,2057,6.275
medium_variant,941,2058,6.308
medium_variant,941,2059,6.343
medium_variant,941,2060,6.38
medium_variant,941,2061,6.418
medium_variant,941,2062,6.459
medium_variant,941,2063,6.501
medium_variant,941,2064,6.544
medium_variant,941,2065,6.589
medium_variant,941,2066,6.635
medium_variant,941,2067,6.683
medium_variant,941,2068,6.731
medium_variant,941,2069,6.781
medium_variant,941,2070,6.832
medium_variant,941,2071,6.885
medium_variant,941,2072,6.938
medium_variant,941,2073,6.993
medium_variant,941,2074,7.049
medium_variant,941,2075,7.105
medium_variant,941,2076,7.163
medium_variant,941,2077,7.221
medium_variant,941,2078,7.28
medium_variant,941,2079,7.339
medium_variant,941,2080,7.398
medium_variant,941,2081,7.458
medium_variant,941,2082,7.517
medium_variant,941,2083,7.577
medium_variant,941,2084,7.636
medium_variant,941,2085,7.695
medium_variant,941,2086,7.754
medium_variant,941,2087,7.812
medium_variant,941,2088,7.87
medium_variant,941,2089,7.928
medium_variant,941,2090,7.985
medium_variant,941,2091,8.042
medium_variant,941,2092,8.098
medium_variant,941,2093,8.153
medium_variant,941,2094,8.207
medium_variant,941,2095,8.261
medium_variant,941,2096,8.314
medium_variant,941,2097,8.366
medium_variant,941,2098,8.417
medium_variant,941,2099,8.468
