variant,region,year,crudedeathrateper1000population
estimates,931,1950,15.75
estimates,931,1951,15.578
estimates,931,1952,15.238
estimates,931,1953,14.908
estimates,931,1954,14.589
estimates,931,1955,14.28
estimates,931,1956,13.981
estimates,931,1957,13.692
estimates,931,1958,13.411
estimates,931,1959,13.137
estimates,931,1960,12.869
estimates,931,1961,12.605
estimates,931,1962,12.342
estimates,931,1963,12.078
estimates,931,1964,11.814
estimates,931,1965,11.547
estimates,931,1966,11.275
estimates,931,1967,11.001
estimates,931,1968,10.728
estimates,931,1969,10.458
estimates,931,1970,10.199
estimates,931,1971,9.957
estimates,931,1972,9.735
estimates,931,1973,9.536
estimates,931,1974,9.359
estimates,931,1975,9.199
estimates,931,1976,9.052
estimates,931,1977,8.909
estimates,931,1978,8.766
estimates,931,1979,8.618
estimates,931,1980,8.466
estimates,931,1981,8.311
estimates,931,1982,8.158
estimates,931,1983,8.008
estimates,931,1984,7.865
estimates,931,1985,7.728
estimates,931,1986,7.599
estimates,931,1987,7.476
estimates,931,1988,7.359
estimates,931,1989,7.246
estimates,931,1990,7.136
estimates,931,1991,7.025
estimates,931,1992,6.913
estimates,931,1993,6.8
estimates,931,1994,6.686
estimates,931,1995,6.573
estimates,931,1996,6.465
estimates,931,1997,6.363
estimates,931,1998,6.273
estimates,931,1999,6.194
estimates,931,2000,6.129
estimates,931,2001,6.079
estimates,931,2002,6.041
estimates,931,2003,6.015
estimates,931,2004,5.998
estimates,931,2005,5.99
estimates,931,2006,5.988
estimates,931,2007,5.991
estimates,931,2008,5.998
estimates,931,2009,6.008
estimates,931,2010,6.021
estimates,931,2011,6.039
estimates,931,2012,6.063
estimates,931,2013,6.093
estimates,931,2014,6.13
estimates,931,2015,6.173
medium_variant,931,2015,6.173
medium_variant,931,2016,6.221
medium_variant,931,2017,6.272
medium_variant,931,2018,6.326
medium_variant,931,2019,6.382
medium_variant,931,2020,6.439
medium_variant,931,2021,6.498
medium_variant,931,2022,6.559
medium_variant,931,2023,6.623
medium_variant,931,2024,6.689
medium_variant,931,2025,6.758
medium_variant,931,2026,6.83
medium_variant,931,2027,6.904
medium_variant,931,2028,6.982
medium_variant,931,2029,7.062
medium_variant,931,2030,7.145
medium_variant,931,2031,7.231
medium_variant,931,2032,7.32
medium_variant,931,2033,7.412
medium_variant,931,2034,7.506
medium_variant,931,2035,7.603
medium_variant,931,2036,7.703
medium_variant,931,2037,7.805
medium_variant,931,2038,7.909
medium_variant,931,2039,8.015
medium_variant,931,2040,8.122
medium_variant,931,2041,8.23
medium_variant,931,2042,8.338
medium_variant,931,2043,8.447
medium_variant,931,2044,8.557
medium_variant,931,2045,8.666
medium_variant,931,2046,8.775
medium_variant,931,2047,8.883
medium_variant,931,2048,8.992
medium_variant,931,2049,9.1
medium_variant,931,2050,9.208
medium_variant,931,2051,9.316
medium_variant,931,2052,9.425
medium_variant,931,2053,9.534
medium_variant,931,2054,9.644
medium_variant,931,2055,9.755
medium_variant,931,2056,9.866
medium_variant,931,2057,9.979
medium_variant,931,2058,10.092
medium_variant,931,2059,10.206
medium_variant,931,2060,10.32
medium_variant,931,2061,10.434
medium_variant,931,2062,10.548
medium_variant,931,2063,10.662
medium_variant,931,2064,10.776
medium_variant,931,2065,10.889
medium_variant,931,2066,11.002
medium_variant,931,2067,11.115
medium_variant,931,2068,11.226
medium_variant,931,2069,11.336
medium_variant,931,2070,11.445
medium_variant,931,2071,11.551
medium_variant,931,2072,11.654
medium_variant,931,2073,11.755
medium_variant,931,2074,11.851
medium_variant,931,2075,11.944
medium_variant,931,2076,12.031
medium_variant,931,2077,12.114
medium_variant,931,2078,12.192
medium_variant,931,2079,12.265
medium_variant,931,2080,12.333
medium_variant,931,2081,12.395
medium_variant,931,2082,12.452
medium_variant,931,2083,12.503
medium_variant,931,2084,12.549
medium_variant,931,2085,12.59
medium_variant,931,2086,12.627
medium_variant,931,2087,12.659
medium_variant,931,2088,12.686
medium_variant,931,2089,12.71
medium_variant,931,2090,12.731
medium_variant,931,2091,12.749
medium_variant,931,2092,12.765
medium_variant,931,2093,12.778
medium_variant,931,2094,12.789
medium_variant,931,2095,12.799
medium_variant,931,2096,12.806
medium_variant,931,2097,12.812
medium_variant,931,2098,12.815
medium_variant,931,2099,12.817
