variant,region,year,crudedeathrateper1000population
estimates,954,1950,14.045
estimates,954,1951,13.957
estimates,954,1952,13.774
estimates,954,1953,13.577
estimates,954,1954,13.366
estimates,954,1955,13.141
estimates,954,1956,12.901
estimates,954,1957,12.648
estimates,954,1958,12.381
estimates,954,1959,12.101
estimates,954,1960,11.808
estimates,954,1961,11.504
estimates,954,1962,11.192
estimates,954,1963,10.874
estimates,954,1964,10.557
estimates,954,1965,10.244
estimates,954,1966,9.94
estimates,954,1967,9.648
estimates,954,1968,9.371
estimates,954,1969,9.114
estimates,954,1970,8.881
estimates,954,1971,8.676
estimates,954,1972,8.498
estimates,954,1973,8.344
estimates,954,1974,8.212
estimates,954,1975,8.099
estimates,954,1976,8
estimates,954,1977,7.909
estimates,954,1978,7.822
estimates,954,1979,7.734
estimates,954,1980,7.64
estimates,954,1981,7.54
estimates,954,1982,7.432
estimates,954,1983,7.32
estimates,954,1984,7.202
estimates,954,1985,7.08
estimates,954,1986,6.954
estimates,954,1987,6.828
estimates,954,1988,6.703
estimates,954,1989,6.579
estimates,954,1990,6.457
estimates,954,1991,6.333
estimates,954,1992,6.208
estimates,954,1993,6.081
estimates,954,1994,5.955
estimates,954,1995,5.834
estimates,954,1996,5.721
estimates,954,1997,5.62
estimates,954,1998,5.533
estimates,954,1999,5.463
estimates,954,2000,5.41
estimates,954,2001,5.374
estimates,954,2002,5.352
estimates,954,2003,5.341
estimates,954,2004,5.34
estimates,954,2005,5.346
estimates,954,2006,5.357
estimates,954,2007,5.373
estimates,954,2008,5.392
estimates,954,2009,5.413
estimates,954,2010,5.437
estimates,954,2011,5.463
estimates,954,2012,5.492
estimates,954,2013,5.526
estimates,954,2014,5.565
estimates,954,2015,5.609
medium_variant,954,2015,5.609
medium_variant,954,2016,5.657
medium_variant,954,2017,5.711
medium_variant,954,2018,5.769
medium_variant,954,2019,5.831
medium_variant,954,2020,5.897
medium_variant,954,2021,5.968
medium_variant,954,2022,6.042
medium_variant,954,2023,6.119
medium_variant,954,2024,6.2
medium_variant,954,2025,6.283
medium_variant,954,2026,6.369
medium_variant,954,2027,6.458
medium_variant,954,2028,6.548
medium_variant,954,2029,6.64
medium_variant,954,2030,6.734
medium_variant,954,2031,6.829
medium_variant,954,2032,6.925
medium_variant,954,2033,7.021
medium_variant,954,2034,7.118
medium_variant,954,2035,7.214
medium_variant,954,2036,7.31
medium_variant,954,2037,7.406
medium_variant,954,2038,7.5
medium_variant,954,2039,7.592
medium_variant,954,2040,7.683
medium_variant,954,2041,7.771
medium_variant,954,2042,7.857
medium_variant,954,2043,7.94
medium_variant,954,2044,8.02
medium_variant,954,2045,8.097
medium_variant,954,2046,8.171
medium_variant,954,2047,8.242
medium_variant,954,2048,8.308
medium_variant,954,2049,8.372
medium_variant,954,2050,8.431
medium_variant,954,2051,8.486
medium_variant,954,2052,8.537
medium_variant,954,2053,8.584
medium_variant,954,2054,8.628
medium_variant,954,2055,8.668
medium_variant,954,2056,8.706
medium_variant,954,2057,8.742
medium_variant,954,2058,8.776
medium_variant,954,2059,8.809
medium_variant,954,2060,8.842
medium_variant,954,2061,8.874
medium_variant,954,2062,8.906
medium_variant,954,2063,8.939
medium_variant,954,2064,8.972
medium_variant,954,2065,9.006
medium_variant,954,2066,9.043
medium_variant,954,2067,9.084
medium_variant,954,2068,9.128
medium_variant,954,2069,9.177
medium_variant,954,2070,9.23
medium_variant,954,2071,9.289
medium_variant,954,2072,9.354
medium_variant,954,2073,9.423
medium_variant,954,2074,9.497
medium_variant,954,2075,9.577
medium_variant,954,2076,9.661
medium_variant,954,2077,9.751
medium_variant,954,2078,9.845
medium_variant,954,2079,9.942
medium_variant,954,2080,10.042
medium_variant,954,2081,10.146
medium_variant,954,2082,10.251
medium_variant,954,2083,10.358
medium_variant,954,2084,10.464
medium_variant,954,2085,10.568
medium_variant,954,2086,10.669
medium_variant,954,2087,10.766
medium_variant,954,2088,10.858
medium_variant,954,2089,10.943
medium_variant,954,2090,11.021
medium_variant,954,2091,11.091
medium_variant,954,2092,11.154
medium_variant,954,2093,11.208
medium_variant,954,2094,11.255
medium_variant,954,2095,11.293
medium_variant,954,2096,11.324
medium_variant,954,2097,11.347
medium_variant,954,2098,11.362
medium_variant,954,2099,11.37
