variant,region,year,crudedeathrateper1000population
estimates,928,1950,24.784
estimates,928,1951,24.421
estimates,928,1952,23.716
estimates,928,1953,23.05
estimates,928,1954,22.425
estimates,928,1955,21.838
estimates,928,1956,21.288
estimates,928,1957,20.772
estimates,928,1958,20.283
estimates,928,1959,19.812
estimates,928,1960,19.346
estimates,928,1961,18.873
estimates,928,1962,18.382
estimates,928,1963,17.866
estimates,928,1964,17.328
estimates,928,1965,16.775
estimates,928,1966,16.223
estimates,928,1967,15.69
estimates,928,1968,15.189
estimates,928,1969,14.723
estimates,928,1970,14.293
estimates,928,1971,13.89
estimates,928,1972,13.504
estimates,928,1973,13.123
estimates,928,1974,12.744
estimates,928,1975,12.364
estimates,928,1976,11.98
estimates,928,1977,11.597
estimates,928,1978,11.221
estimates,928,1979,10.859
estimates,928,1980,10.524
estimates,928,1981,10.23
estimates,928,1982,9.984
estimates,928,1983,9.788
estimates,928,1984,9.637
estimates,928,1985,9.523
estimates,928,1986,9.43
estimates,928,1987,9.342
estimates,928,1988,9.246
estimates,928,1989,9.137
estimates,928,1990,9.012
estimates,928,1991,8.877
estimates,928,1992,8.742
estimates,928,1993,8.614
estimates,928,1994,8.495
estimates,928,1995,8.385
estimates,928,1996,8.282
estimates,928,1997,8.182
estimates,928,1998,8.083
estimates,928,1999,7.982
estimates,928,2000,7.88
estimates,928,2001,7.774
estimates,928,2002,7.665
estimates,928,2003,7.557
estimates,928,2004,7.45
estimates,928,2005,7.349
estimates,928,2006,7.257
estimates,928,2007,7.176
estimates,928,2008,7.11
estimates,928,2009,7.056
estimates,928,2010,7.016
estimates,928,2011,6.986
estimates,928,2012,6.964
estimates,928,2013,6.945
estimates,928,2014,6.929
estimates,928,2015,6.915
medium_variant,928,2015,6.915
medium_variant,928,2016,6.902
medium_variant,928,2017,6.892
medium_variant,928,2018,6.886
medium_variant,928,2019,6.883
medium_variant,928,2020,6.883
medium_variant,928,2021,6.887
medium_variant,928,2022,6.894
medium_variant,928,2023,6.904
medium_variant,928,2024,6.917
medium_variant,928,2025,6.932
medium_variant,928,2026,6.949
medium_variant,928,2027,6.969
medium_variant,928,2028,6.991
medium_variant,928,2029,7.014
medium_variant,928,2030,7.04
medium_variant,928,2031,7.068
medium_variant,928,2032,7.098
medium_variant,928,2033,7.13
medium_variant,928,2034,7.164
medium_variant,928,2035,7.2
medium_variant,928,2036,7.237
medium_variant,928,2037,7.276
medium_variant,928,2038,7.316
medium_variant,928,2039,7.357
medium_variant,928,2040,7.4
medium_variant,928,2041,7.443
medium_variant,928,2042,7.488
medium_variant,928,2043,7.535
medium_variant,928,2044,7.582
medium_variant,928,2045,7.631
medium_variant,928,2046,7.682
medium_variant,928,2047,7.733
medium_variant,928,2048,7.785
medium_variant,928,2049,7.838
medium_variant,928,2050,7.892
medium_variant,928,2051,7.947
medium_variant,928,2052,8.003
medium_variant,928,2053,8.06
medium_variant,928,2054,8.117
medium_variant,928,2055,8.176
medium_variant,928,2056,8.234
medium_variant,928,2057,8.294
medium_variant,928,2058,8.353
medium_variant,928,2059,8.412
medium_variant,928,2060,8.471
medium_variant,928,2061,8.53
medium_variant,928,2062,8.588
medium_variant,928,2063,8.647
medium_variant,928,2064,8.705
medium_variant,928,2065,8.763
medium_variant,928,2066,8.822
medium_variant,928,2067,8.881
medium_variant,928,2068,8.94
medium_variant,928,2069,9
medium_variant,928,2070,9.06
medium_variant,928,2071,9.122
medium_variant,928,2072,9.184
medium_variant,928,2073,9.246
medium_variant,928,2074,9.309
medium_variant,928,2075,9.372
medium_variant,928,2076,9.434
medium_variant,928,2077,9.496
medium_variant,928,2078,9.557
medium_variant,928,2079,9.616
medium_variant,928,2080,9.675
medium_variant,928,2081,9.733
medium_variant,928,2082,9.79
medium_variant,928,2083,9.848
medium_variant,928,2084,9.905
medium_variant,928,2085,9.962
medium_variant,928,2086,10.018
medium_variant,928,2087,10.073
medium_variant,928,2088,10.128
medium_variant,928,2089,10.181
medium_variant,928,2090,10.232
medium_variant,928,2091,10.283
medium_variant,928,2092,10.332
medium_variant,928,2093,10.38
medium_variant,928,2094,10.427
medium_variant,928,2095,10.474
medium_variant,928,2096,10.519
medium_variant,928,2097,10.564
medium_variant,928,2098,10.608
medium_variant,928,2099,10.65
