variant,region,year,crudedeathrateper1000population
estimates,1501,1950,25.513
estimates,1501,1951,25.205
estimates,1501,1952,24.596
estimates,1501,1953,24.001
estimates,1501,1954,23.42
estimates,1501,1955,22.852
estimates,1501,1956,22.297
estimates,1501,1957,21.755
estimates,1501,1958,21.225
estimates,1501,1959,20.706
estimates,1501,1960,20.197
estimates,1501,1961,19.697
estimates,1501,1962,19.205
estimates,1501,1963,18.722
estimates,1501,1964,18.251
estimates,1501,1965,17.798
estimates,1501,1966,17.371
estimates,1501,1967,16.972
estimates,1501,1968,16.604
estimates,1501,1969,16.262
estimates,1501,1970,15.94
estimates,1501,1971,15.628
estimates,1501,1972,15.318
estimates,1501,1973,15.002
estimates,1501,1974,14.677
estimates,1501,1975,14.345
estimates,1501,1976,14.009
estimates,1501,1977,13.677
estimates,1501,1978,13.355
estimates,1501,1979,13.046
estimates,1501,1980,12.754
estimates,1501,1981,12.481
estimates,1501,1982,12.224
estimates,1501,1983,11.982
estimates,1501,1984,11.754
estimates,1501,1985,11.536
estimates,1501,1986,11.326
estimates,1501,1987,11.121
estimates,1501,1988,10.919
estimates,1501,1989,10.72
estimates,1501,1990,10.523
estimates,1501,1991,10.331
estimates,1501,1992,10.145
estimates,1501,1993,9.968
estimates,1501,1994,9.8
estimates,1501,1995,9.643
estimates,1501,1996,9.496
estimates,1501,1997,9.36
estimates,1501,1998,9.232
estimates,1501,1999,9.111
estimates,1501,2000,8.995
estimates,1501,2001,8.88
estimates,1501,2002,8.765
estimates,1501,2003,8.648
estimates,1501,2004,8.529
estimates,1501,2005,8.408
estimates,1501,2006,8.284
estimates,1501,2007,8.162
estimates,1501,2008,8.043
estimates,1501,2009,7.929
estimates,1501,2010,7.825
estimates,1501,2011,7.732
estimates,1501,2012,7.651
estimates,1501,2013,7.584
estimates,1501,2014,7.53
estimates,1501,2015,7.489
medium_variant,1501,2015,7.489
medium_variant,1501,2016,7.459
medium_variant,1501,2017,7.436
medium_variant,1501,2018,7.42
medium_variant,1501,2019,7.408
medium_variant,1501,2020,7.399
medium_variant,1501,2021,7.395
medium_variant,1501,2022,7.395
medium_variant,1501,2023,7.4
medium_variant,1501,2024,7.41
medium_variant,1501,2025,7.424
medium_variant,1501,2026,7.443
medium_variant,1501,2027,7.466
medium_variant,1501,2028,7.493
medium_variant,1501,2029,7.523
medium_variant,1501,2030,7.556
medium_variant,1501,2031,7.594
medium_variant,1501,2032,7.635
medium_variant,1501,2033,7.679
medium_variant,1501,2034,7.726
medium_variant,1501,2035,7.776
medium_variant,1501,2036,7.828
medium_variant,1501,2037,7.881
medium_variant,1501,2038,7.935
medium_variant,1501,2039,7.99
medium_variant,1501,2040,8.046
medium_variant,1501,2041,8.102
medium_variant,1501,2042,8.159
medium_variant,1501,2043,8.217
medium_variant,1501,2044,8.277
medium_variant,1501,2045,8.338
medium_variant,1501,2046,8.4
medium_variant,1501,2047,8.462
medium_variant,1501,2048,8.525
medium_variant,1501,2049,8.589
medium_variant,1501,2050,8.654
medium_variant,1501,2051,8.719
medium_variant,1501,2052,8.785
medium_variant,1501,2053,8.851
medium_variant,1501,2054,8.918
medium_variant,1501,2055,8.986
medium_variant,1501,2056,9.055
medium_variant,1501,2057,9.124
medium_variant,1501,2058,9.194
medium_variant,1501,2059,9.264
medium_variant,1501,2060,9.334
medium_variant,1501,2061,9.405
medium_variant,1501,2062,9.476
medium_variant,1501,2063,9.546
medium_variant,1501,2064,9.616
medium_variant,1501,2065,9.685
medium_variant,1501,2066,9.753
medium_variant,1501,2067,9.819
medium_variant,1501,2068,9.884
medium_variant,1501,2069,9.948
medium_variant,1501,2070,10.009
medium_variant,1501,2071,10.069
medium_variant,1501,2072,10.127
medium_variant,1501,2073,10.183
medium_variant,1501,2074,10.237
medium_variant,1501,2075,10.29
medium_variant,1501,2076,10.341
medium_variant,1501,2077,10.39
medium_variant,1501,2078,10.437
medium_variant,1501,2079,10.482
medium_variant,1501,2080,10.525
medium_variant,1501,2081,10.565
medium_variant,1501,2082,10.604
medium_variant,1501,2083,10.641
medium_variant,1501,2084,10.676
medium_variant,1501,2085,10.711
medium_variant,1501,2086,10.745
medium_variant,1501,2087,10.778
medium_variant,1501,2088,10.811
medium_variant,1501,2089,10.844
medium_variant,1501,2090,10.876
medium_variant,1501,2091,10.907
medium_variant,1501,2092,10.938
medium_variant,1501,2093,10.968
medium_variant,1501,2094,10.996
medium_variant,1501,2095,11.023
medium_variant,1501,2096,11.048
medium_variant,1501,2097,11.072
medium_variant,1501,2098,11.094
medium_variant,1501,2099,11.115
