variant,region,year,crudedeathrateper1000population
estimates,913,1950,19.347
estimates,913,1951,19.057
estimates,913,1952,18.496
estimates,913,1953,17.972
estimates,913,1954,17.483
estimates,913,1955,17.03
estimates,913,1956,16.613
estimates,913,1957,16.23
estimates,913,1958,15.879
estimates,913,1959,15.556
estimates,913,1960,15.257
estimates,913,1961,14.977
estimates,913,1962,14.71
estimates,913,1963,14.45
estimates,913,1964,14.194
estimates,913,1965,13.937
estimates,913,1966,13.679
estimates,913,1967,13.422
estimates,913,1968,13.168
estimates,913,1969,12.92
estimates,913,1970,12.682
estimates,913,1971,12.459
estimates,913,1972,12.253
estimates,913,1973,12.065
estimates,913,1974,11.893
estimates,913,1975,11.735
estimates,913,1976,11.587
estimates,913,1977,11.443
estimates,913,1978,11.296
estimates,913,1979,11.138
estimates,913,1980,10.96
estimates,913,1981,10.75
estimates,913,1982,10.508
estimates,913,1983,10.238
estimates,913,1984,9.947
estimates,913,1985,9.642
estimates,913,1986,9.33
estimates,913,1987,9.028
estimates,913,1988,8.754
estimates,913,1989,8.529
estimates,913,1990,8.371
estimates,913,1991,8.297
estimates,913,1992,8.315
estimates,913,1993,8.426
estimates,913,1994,8.635
estimates,913,1995,8.952
estimates,913,1996,9.389
estimates,913,1997,9.929
estimates,913,1998,10.546
estimates,913,1999,11.21
estimates,913,2000,11.886
estimates,913,2001,12.545
estimates,913,2002,13.151
estimates,913,2003,13.67
estimates,913,2004,14.069
estimates,913,2005,14.302
estimates,913,2006,14.336
estimates,913,2007,14.178
estimates,913,2008,13.849
estimates,913,2009,13.376
estimates,913,2010,12.797
estimates,913,2011,12.16
estimates,913,2012,11.518
estimates,913,2013,10.921
estimates,913,2014,10.401
estimates,913,2015,9.985
medium_variant,913,2015,9.985
medium_variant,913,2016,9.681
medium_variant,913,2017,9.467
medium_variant,913,2018,9.32
medium_variant,913,2019,9.233
medium_variant,913,2020,9.192
medium_variant,913,2021,9.185
medium_variant,913,2022,9.199
medium_variant,913,2023,9.22
medium_variant,913,2024,9.239
medium_variant,913,2025,9.25
medium_variant,913,2026,9.253
medium_variant,913,2027,9.253
medium_variant,913,2028,9.255
medium_variant,913,2029,9.259
medium_variant,913,2030,9.265
medium_variant,913,2031,9.272
medium_variant,913,2032,9.279
medium_variant,913,2033,9.288
medium_variant,913,2034,9.298
medium_variant,913,2035,9.309
medium_variant,913,2036,9.322
medium_variant,913,2037,9.335
medium_variant,913,2038,9.35
medium_variant,913,2039,9.367
medium_variant,913,2040,9.385
medium_variant,913,2041,9.405
medium_variant,913,2042,9.427
medium_variant,913,2043,9.45
medium_variant,913,2044,9.473
medium_variant,913,2045,9.498
medium_variant,913,2046,9.522
medium_variant,913,2047,9.547
medium_variant,913,2048,9.571
medium_variant,913,2049,9.594
medium_variant,913,2050,9.618
medium_variant,913,2051,9.642
medium_variant,913,2052,9.668
medium_variant,913,2053,9.694
medium_variant,913,2054,9.723
medium_variant,913,2055,9.754
medium_variant,913,2056,9.787
medium_variant,913,2057,9.823
medium_variant,913,2058,9.861
medium_variant,913,2059,9.901
medium_variant,913,2060,9.945
medium_variant,913,2061,9.991
medium_variant,913,2062,10.04
medium_variant,913,2063,10.092
medium_variant,913,2064,10.146
medium_variant,913,2065,10.203
medium_variant,913,2066,10.261
medium_variant,913,2067,10.322
medium_variant,913,2068,10.383
medium_variant,913,2069,10.446
medium_variant,913,2070,10.508
medium_variant,913,2071,10.571
medium_variant,913,2072,10.633
medium_variant,913,2073,10.694
medium_variant,913,2074,10.754
medium_variant,913,2075,10.813
medium_variant,913,2076,10.871
medium_variant,913,2077,10.927
medium_variant,913,2078,10.981
medium_variant,913,2079,11.035
medium_variant,913,2080,11.087
medium_variant,913,2081,11.138
medium_variant,913,2082,11.188
medium_variant,913,2083,11.237
medium_variant,913,2084,11.285
medium_variant,913,2085,11.332
medium_variant,913,2086,11.38
medium_variant,913,2087,11.427
medium_variant,913,2088,11.474
medium_variant,913,2089,11.522
medium_variant,913,2090,11.569
medium_variant,913,2091,11.617
medium_variant,913,2092,11.666
medium_variant,913,2093,11.714
medium_variant,913,2094,11.764
medium_variant,913,2095,11.813
medium_variant,913,2096,11.863
medium_variant,913,2097,11.913
medium_variant,913,2098,11.964
medium_variant,913,2099,12.015
