variant,region,year,crudedeathrateper1000population
estimates,934,1950,23.505
estimates,934,1951,23.202
estimates,934,1952,22.624
estimates,934,1953,22.098
estimates,934,1954,21.624
estimates,934,1955,21.2
estimates,934,1956,20.82
estimates,934,1957,20.477
estimates,934,1958,20.156
estimates,934,1959,19.829
estimates,934,1960,19.467
estimates,934,1961,19.039
estimates,934,1962,18.521
estimates,934,1963,17.899
estimates,934,1964,17.183
estimates,934,1965,16.398
estimates,934,1966,15.587
estimates,934,1967,14.799
estimates,934,1968,14.072
estimates,934,1969,13.427
estimates,934,1970,12.87
estimates,934,1971,12.392
estimates,934,1972,11.965
estimates,934,1973,11.567
estimates,934,1974,11.195
estimates,934,1975,10.846
estimates,934,1976,10.526
estimates,934,1977,10.241
estimates,934,1978,9.993
estimates,934,1979,9.778
estimates,934,1980,9.594
estimates,934,1981,9.436
estimates,934,1982,9.295
estimates,934,1983,9.167
estimates,934,1984,9.044
estimates,934,1985,8.923
estimates,934,1986,8.801
estimates,934,1987,8.677
estimates,934,1988,8.554
estimates,934,1989,8.432
estimates,934,1990,8.312
estimates,934,1991,8.197
estimates,934,1992,8.09
estimates,934,1993,7.992
estimates,934,1994,7.906
estimates,934,1995,7.828
estimates,934,1996,7.758
estimates,934,1997,7.694
estimates,934,1998,7.633
estimates,934,1999,7.574
estimates,934,2000,7.516
estimates,934,2001,7.46
estimates,934,2002,7.407
estimates,934,2003,7.358
estimates,934,2004,7.312
estimates,934,2005,7.269
estimates,934,2006,7.229
estimates,934,2007,7.192
estimates,934,2008,7.157
estimates,934,2009,7.126
estimates,934,2010,7.099
estimates,934,2011,7.078
estimates,934,2012,7.064
estimates,934,2013,7.057
estimates,934,2014,7.059
estimates,934,2015,7.068
medium_variant,934,2015,7.068
medium_variant,934,2016,7.086
medium_variant,934,2017,7.11
medium_variant,934,2018,7.141
medium_variant,934,2019,7.177
medium_variant,934,2020,7.218
medium_variant,934,2021,7.264
medium_variant,934,2022,7.315
medium_variant,934,2023,7.372
medium_variant,934,2024,7.433
medium_variant,934,2025,7.499
medium_variant,934,2026,7.569
medium_variant,934,2027,7.643
medium_variant,934,2028,7.721
medium_variant,934,2029,7.802
medium_variant,934,2030,7.888
medium_variant,934,2031,7.977
medium_variant,934,2032,8.069
medium_variant,934,2033,8.165
medium_variant,934,2034,8.264
medium_variant,934,2035,8.365
medium_variant,934,2036,8.468
medium_variant,934,2037,8.571
medium_variant,934,2038,8.674
medium_variant,934,2039,8.777
medium_variant,934,2040,8.88
medium_variant,934,2041,8.981
medium_variant,934,2042,9.082
medium_variant,934,2043,9.182
medium_variant,934,2044,9.281
medium_variant,934,2045,9.378
medium_variant,934,2046,9.475
medium_variant,934,2047,9.569
medium_variant,934,2048,9.662
medium_variant,934,2049,9.753
medium_variant,934,2050,9.842
medium_variant,934,2051,9.929
medium_variant,934,2052,10.014
medium_variant,934,2053,10.097
medium_variant,934,2054,10.178
medium_variant,934,2055,10.257
medium_variant,934,2056,10.333
medium_variant,934,2057,10.408
medium_variant,934,2058,10.48
medium_variant,934,2059,10.551
medium_variant,934,2060,10.62
medium_variant,934,2061,10.686
medium_variant,934,2062,10.751
medium_variant,934,2063,10.814
medium_variant,934,2064,10.875
medium_variant,934,2065,10.935
medium_variant,934,2066,10.993
medium_variant,934,2067,11.05
medium_variant,934,2068,11.106
medium_variant,934,2069,11.159
medium_variant,934,2070,11.212
medium_variant,934,2071,11.262
medium_variant,934,2072,11.311
medium_variant,934,2073,11.358
medium_variant,934,2074,11.403
medium_variant,934,2075,11.445
medium_variant,934,2076,11.484
medium_variant,934,2077,11.519
medium_variant,934,2078,11.55
medium_variant,934,2079,11.577
medium_variant,934,2080,11.6
medium_variant,934,2081,11.619
medium_variant,934,2082,11.633
medium_variant,934,2083,11.645
medium_variant,934,2084,11.653
medium_variant,934,2085,11.66
medium_variant,934,2086,11.664
medium_variant,934,2087,11.668
medium_variant,934,2088,11.671
medium_variant,934,2089,11.674
medium_variant,934,2090,11.678
medium_variant,934,2091,11.684
medium_variant,934,2092,11.69
medium_variant,934,2093,11.699
medium_variant,934,2094,11.709
medium_variant,934,2095,11.721
medium_variant,934,2096,11.735
medium_variant,934,2097,11.751
medium_variant,934,2098,11.768
medium_variant,934,2099,11.788
