variant,country,year,dependencyratio2564
estimates,232,1950,203.628
estimates,232,1951,205.608
estimates,232,1952,205.961
estimates,232,1953,206.076
estimates,232,1954,206.349
estimates,232,1955,206.591
estimates,232,1956,206.673
estimates,232,1957,207.224
estimates,232,1958,207.623
estimates,232,1959,207.416
estimates,232,1960,206.528
estimates,232,1961,207.55
estimates,232,1962,207.451
estimates,232,1963,206.599
estimates,232,1964,205.509
estimates,232,1965,204.395
estimates,232,1966,204.309
estimates,232,1967,204.144
estimates,232,1968,203.782
estimates,232,1969,202.951
estimates,232,1970,201.59
estimates,232,1971,201.108
estimates,232,1972,200.048
estimates,232,1973,198.762
estimates,232,1974,197.702
estimates,232,1975,197.088
estimates,232,1976,197.96
estimates,232,1977,199.045
estimates,232,1978,200.195
estimates,232,1979,201.174
estimates,232,1980,201.863
estimates,232,1981,203.314
estimates,232,1982,204.45
estimates,232,1983,205.296
estimates,232,1984,205.918
estimates,232,1985,206.365
estimates,232,1986,207.984
estimates,232,1987,209.478
estimates,232,1988,210.762
estimates,232,1989,211.61
estimates,232,1990,211.833
estimates,232,1991,214.992
estimates,232,1992,218.691
estimates,232,1993,223.305
estimates,232,1994,229.414
estimates,232,1995,237.515
estimates,232,1996,238.148
estimates,232,1997,238.753
estimates,232,1998,239.103
estimates,232,1999,238.916
estimates,232,2000,238.15
estimates,232,2001,234.986
estimates,232,2002,231.056
estimates,232,2003,226.297
estimates,232,2004,220.602
estimates,232,2005,214.027
estimates,232,2006,210.347
estimates,232,2007,206.211
estimates,232,2008,201.985
estimates,232,2009,198.024
estimates,232,2010,194.476
estimates,232,2011,190.544
estimates,232,2012,186.773
estimates,232,2013,183.385
estimates,232,2014,180.632
estimates,232,2015,178.626
medium_variant,232,2015,178.626
medium_variant,232,2016,176.145
medium_variant,232,2017,174.236
medium_variant,232,2018,172.67
medium_variant,232,2019,171.173
medium_variant,232,2020,169.608
medium_variant,232,2021,168.254
medium_variant,232,2022,166.756
medium_variant,232,2023,165.032
medium_variant,232,2024,163
medium_variant,232,2025,160.619
medium_variant,232,2026,158.069
medium_variant,232,2027,155.231
medium_variant,232,2028,152.159
medium_variant,232,2029,148.905
medium_variant,232,2030,145.533
medium_variant,232,2031,142.312
medium_variant,232,2032,138.992
medium_variant,232,2033,135.688
medium_variant,232,2034,132.528
medium_variant,232,2035,129.583
medium_variant,232,2036,127.04
medium_variant,232,2037,124.655
medium_variant,232,2038,122.435
medium_variant,232,2039,120.364
medium_variant,232,2040,118.43
medium_variant,232,2041,116.801
medium_variant,232,2042,115.257
medium_variant,232,2043,113.816
medium_variant,232,2044,112.503
medium_variant,232,2045,111.324
medium_variant,232,2046,110.402
medium_variant,232,2047,109.557
medium_variant,232,2048,108.767
medium_variant,232,2049,108.012
medium_variant,232,2050,107.28
medium_variant,232,2051,106.696
medium_variant,232,2052,106.108
medium_variant,232,2053,105.482
medium_variant,232,2054,104.781
medium_variant,232,2055,103.989
medium_variant,232,2056,103.261
medium_variant,232,2057,102.439
medium_variant,232,2058,101.532
medium_variant,232,2059,100.548
medium_variant,232,2060,99.499
