variant,country,year,dependencyratio2564
estimates,894,1950,196.657
estimates,894,1951,197.406
estimates,894,1952,197.535
estimates,894,1953,197.404
estimates,894,1954,197.136
estimates,894,1955,196.745
estimates,894,1956,197.431
estimates,894,1957,197.945
estimates,894,1958,198.271
estimates,894,1959,198.417
estimates,894,1960,198.438
estimates,894,1961,199.852
estimates,894,1962,200.895
estimates,894,1963,201.69
estimates,894,1964,202.379
estimates,894,1965,203.037
estimates,894,1966,205.024
estimates,894,1967,206.791
estimates,894,1968,208.352
estimates,894,1969,209.68
estimates,894,1970,210.791
estimates,894,1971,212.669
estimates,894,1972,213.995
estimates,894,1973,214.944
estimates,894,1974,215.725
estimates,894,1975,216.457
estimates,894,1976,218.35
estimates,894,1977,220.074
estimates,894,1978,221.543
estimates,894,1979,222.598
estimates,894,1980,223.172
estimates,894,1981,224.635
estimates,894,1982,225.269
estimates,894,1983,225.279
estimates,894,1984,224.949
estimates,894,1985,224.423
estimates,894,1986,225.899
estimates,894,1987,227.418
estimates,894,1988,228.735
estimates,894,1989,229.499
estimates,894,1990,229.553
estimates,894,1991,231.831
estimates,894,1992,233.264
estimates,894,1993,234.057
estimates,894,1994,234.528
estimates,894,1995,234.814
estimates,894,1996,235.279
estimates,894,1997,235.507
estimates,894,1998,235.393
estimates,894,1999,234.786
estimates,894,2000,233.671
estimates,894,2001,233.842
estimates,894,2002,233.787
estimates,894,2003,233.63
estimates,894,2004,233.562
estimates,894,2005,233.655
estimates,894,2006,232.637
estimates,894,2007,231.746
estimates,894,2008,230.92
estimates,894,2009,230.01
estimates,894,2010,228.921
estimates,894,2011,226.936
estimates,894,2012,224.632
estimates,894,2013,222.185
estimates,894,2014,219.805
estimates,894,2015,217.59
medium_variant,894,2015,217.59
medium_variant,894,2016,215.372
medium_variant,894,2017,213.348
medium_variant,894,2018,211.403
medium_variant,894,2019,209.383
medium_variant,894,2020,207.229
medium_variant,894,2021,205.441
medium_variant,894,2022,203.455
medium_variant,894,2023,201.324
medium_variant,894,2024,199.117
medium_variant,894,2025,196.862
medium_variant,894,2026,194.609
medium_variant,894,2027,192.315
medium_variant,894,2028,189.983
medium_variant,894,2029,187.598
medium_variant,894,2030,185.171
medium_variant,894,2031,182.907
medium_variant,894,2032,180.586
medium_variant,894,2033,178.274
medium_variant,894,2034,176.054
medium_variant,894,2035,173.967
medium_variant,894,2036,172.148
medium_variant,894,2037,170.4
medium_variant,894,2038,168.71
medium_variant,894,2039,167.048
medium_variant,894,2040,165.4
medium_variant,894,2041,163.898
medium_variant,894,2042,162.384
medium_variant,894,2043,160.866
medium_variant,894,2044,159.355
medium_variant,894,2045,157.861
medium_variant,894,2046,156.493
medium_variant,894,2047,155.112
medium_variant,894,2048,153.725
medium_variant,894,2049,152.335
medium_variant,894,2050,150.947
medium_variant,894,2051,149.674
medium_variant,894,2052,148.378
medium_variant,894,2053,147.066
medium_variant,894,2054,145.746
medium_variant,894,2055,144.423
medium_variant,894,2056,143.194
medium_variant,894,2057,141.949
medium_variant,894,2058,140.693
medium_variant,894,2059,139.43
medium_variant,894,2060,138.165
medium_variant,894,2061,136.999
medium_variant,894,2062,135.81
medium_variant,894,2063,134.615
medium_variant,894,2064,133.433
medium_variant,894,2065,132.277
medium_variant,894,2066,131.22
medium_variant,894,2067,130.169
medium_variant,894,2068,129.131
medium_variant,894,2069,128.109
medium_variant,894,2070,127.107
medium_variant,894,2071,126.214
medium_variant,894,2072,125.315
medium_variant,894,2073,124.419
medium_variant,894,2074,123.534
medium_variant,894,2075,122.667
medium_variant,894,2076,121.878
medium_variant,894,2077,121.092
medium_variant,894,2078,120.311
medium_variant,894,2079,119.535
medium_variant,894,2080,118.765
medium_variant,894,2081,118.071
medium_variant,894,2082,117.363
medium_variant,894,2083,116.652
medium_variant,894,2084,115.952
medium_variant,894,2085,115.273
medium_variant,894,2086,114.656
medium_variant,894,2087,114.044
medium_variant,894,2088,113.439
medium_variant,894,2089,112.838
medium_variant,894,2090,112.242
medium_variant,894,2091,111.701
medium_variant,894,2092,111.148
medium_variant,894,2093,110.594
medium_variant,894,2094,110.051
medium_variant,894,2095,109.526
medium_variant,894,2096,109.047
medium_variant,894,2097,108.57
medium_variant,894,2098,108.101
medium_variant,894,2099,107.64
medium_variant,894,2100,107.188
high_variant,894,2015,221.24595365368
low_variant,894,2015,221.24595365368
constant_fertility,894,2015,221.24595365368
instant_replacement,894,2015,221.24595365368
zero_migration,894,2015,221.24595365368
constant_mortality,894,2015,221.24595365368
no_change,894,2015,221.24595365368
high_variant,894,2020,213.004792172856
low_variant,894,2020,207.856309453136
constant_fertility,894,2020,213.206777269098
instant_replacement,894,2020,181.312515135319
zero_migration,894,2020,209.851773070659
constant_mortality,894,2020,210.760788820136
no_change,894,2020,213.512322161302
high_variant,894,2025,205.938029770455
low_variant,894,2025,193.586663309272
constant_fertility,894,2025,207.625969752499
instant_replacement,894,2025,149.543759852592
zero_migration,894,2025,198.827521300657
constant_mortality,894,2025,199.471883458384
no_change,894,2025,207.208355942536
high_variant,894,2030,198.111275154985
low_variant,894,2030,177.984021160674
constant_fertility,894,2030,202.46502409867
instant_replacement,894,2030,123.023521039025
zero_migration,894,2030,187.149021963499
constant_mortality,894,2030,187.117753272791
no_change,894,2030,201.234804079053
high_variant,894,2035,190.506293595612
low_variant,894,2035,163.877574741382
constant_fertility,894,2035,199.381379129426
instant_replacement,894,2035,101.63401210609
zero_migration,894,2035,176.443023863875
constant_mortality,894,2035,175.625986923058
no_change,894,2035,197.267018352631
high_variant,894,2040,185.771070222056
low_variant,894,2040,152.674373570118
constant_fertility,894,2040,200.82913170146
instant_replacement,894,2040,83.8371339571702
zero_migration,894,2040,168.576575462205
constant_mortality,894,2040,167.064265205231
no_change,894,2040,197.864476371899
high_variant,894,2045,179.643568808351
low_variant,894,2045,144.706854004445
constant_fertility,894,2045,201.944593659908
instant_replacement,894,2045,88.4355190682888
zero_migration,894,2045,161.637429122745
constant_mortality,894,2045,160.085414863915
no_change,894,2045,198.776831876713
high_variant,894,2050,173.045297173369
low_variant,894,2050,137.838173315135
constant_fertility,894,2050,202.260336027155
instant_replacement,894,2050,89.6800658432751
zero_migration,894,2050,154.937162530143
constant_mortality,894,2050,153.502161964562
no_change,894,2050,199.083844781237
high_variant,894,2055,166.631861676933
low_variant,894,2055,131.833333045486
constant_fertility,894,2055,202.729736586573
instant_replacement,894,2055,89.2440592813453
zero_migration,894,2055,148.76436601945
constant_mortality,894,2055,147.087668280157
no_change,894,2055,199.220690895992
high_variant,894,2060,160.818695698626
low_variant,894,2060,125.539134638228
constant_fertility,894,2060,203.039828516825
instant_replacement,894,2060,87.726906875729
zero_migration,894,2060,142.76528301752
constant_mortality,894,2060,140.621493819173
no_change,894,2060,199.080637683186
high_variant,894,2065,155.398625355523
low_variant,894,2065,119.808326078605
constant_fertility,894,2065,203.304081307881
instant_replacement,894,2065,88.1745318959207
zero_migration,894,2065,137.250281705618
constant_mortality,894,2065,134.727550332844
no_change,894,2065,199.096727605611
high_variant,894,2070,150.315612008331
low_variant,894,2070,115.397438273105
constant_fertility,894,2070,203.502270144851
instant_replacement,894,2070,93.414159750865
zero_migration,894,2070,132.525796473418
constant_mortality,894,2070,129.892616139854
no_change,894,2070,199.350664659567
high_variant,894,2075,145.468779411467
low_variant,894,2075,112.253196494423
constant_fertility,894,2075,203.506570006785
instant_replacement,894,2075,103.103600016076
zero_migration,894,2075,128.476509273325
constant_mortality,894,2075,125.882624200058
no_change,894,2075,199.559376395407
high_variant,894,2080,140.799621651645
low_variant,894,2080,109.806100040983
constant_fertility,894,2080,202.952672535088
instant_replacement,894,2080,115.391030261104
zero_migration,894,2080,124.783118783945
constant_mortality,894,2080,122.15987574865
no_change,894,2080,199.20640283662
high_variant,894,2085,137.283383920662
low_variant,894,2085,107.276745367752
constant_fertility,894,2085,202.85792729161
instant_replacement,894,2085,109.15630207768
zero_migration,894,2085,121.650096221058
constant_mortality,894,2085,118.63695799467
no_change,894,2085,199.070614378348
high_variant,894,2090,134.459644395322
low_variant,894,2090,104.817005173302
constant_fertility,894,2090,202.962295020353
instant_replacement,894,2090,104.864464356019
zero_migration,894,2090,118.96215758814
constant_mortality,894,2090,115.377869302937
no_change,894,2090,199.070186604413
high_variant,894,2095,131.935613460147
low_variant,894,2095,102.618335997017
constant_fertility,894,2095,203.031448292714
instant_replacement,894,2095,103.80601116722
zero_migration,894,2095,116.59342587133
constant_mortality,894,2095,112.49218581321
no_change,894,2095,199.13542651326
high_variant,894,2100,129.428963300855
low_variant,894,2100,101.223143693932
constant_fertility,894,2100,203.005774431917
instant_replacement,894,2100,106.481867001782
zero_migration,894,2100,114.591086295599
constant_mortality,894,2100,110.035796050168
no_change,894,2100,199.162696601687
