variant,country,year,childdependencyratio2569
estimates,64,1950,182.511
estimates,64,1951,181.644
estimates,64,1952,178.875
estimates,64,1953,175.714
estimates,64,1954,172.748
estimates,64,1955,169.885
estimates,64,1956,168.784
estimates,64,1957,168.342
estimates,64,1958,167.94
estimates,64,1959,167.088
estimates,64,1960,165.714
estimates,64,1961,166.868
estimates,64,1962,166.931
estimates,64,1963,166.319
estimates,64,1964,165.61
estimates,64,1965,165.03
estimates,64,1966,165.238
estimates,64,1967,165.26
estimates,64,1968,165.033
estimates,64,1969,164.409
estimates,64,1970,163.412
estimates,64,1971,163.133
estimates,64,1972,162.113
estimates,64,1973,160.633
estimates,64,1974,159.077
estimates,64,1975,157.679
estimates,64,1976,158.978
estimates,64,1977,160.258
estimates,64,1978,161.342
estimates,64,1979,161.957
estimates,64,1980,161.968
estimates,64,1981,164.114
estimates,64,1982,165.709
estimates,64,1983,166.958
estimates,64,1984,168.211
estimates,64,1985,169.673
estimates,64,1986,171.476
estimates,64,1987,173.502
estimates,64,1988,175.454
estimates,64,1989,176.782
estimates,64,1990,177.081
estimates,64,1991,180.351
estimates,64,1992,182.797
estimates,64,1993,184.52
estimates,64,1994,186.195
estimates,64,1995,188.587
estimates,64,1996,187.216
estimates,64,1997,185.926
estimates,64,1998,184.504
estimates,64,1999,182.431
estimates,64,2000,179.463
estimates,64,2001,174.75
estimates,64,2002,168.915
estimates,64,2003,162.208
estimates,64,2004,154.991
estimates,64,2005,147.485
estimates,64,2006,141.527
estimates,64,2007,135.524
estimates,64,2008,129.545
estimates,64,2009,123.625
estimates,64,2010,117.821
estimates,64,2011,113.16
estimates,64,2012,108.439
estimates,64,2013,103.808
estimates,64,2014,99.47
estimates,64,2015,95.519
medium_variant,64,2015,95.519
medium_variant,64,2016,91.893
medium_variant,64,2017,88.822
medium_variant,64,2018,86.145
medium_variant,64,2019,83.639
medium_variant,64,2020,81.212
medium_variant,64,2021,79.268
medium_variant,64,2022,77.291
medium_variant,64,2023,75.339
medium_variant,64,2024,73.51
medium_variant,64,2025,71.831
medium_variant,64,2026,70.206
medium_variant,64,2027,68.718
medium_variant,64,2028,67.33
medium_variant,64,2029,65.963
medium_variant,64,2030,64.586
medium_variant,64,2031,63.29
medium_variant,64,2032,61.993
medium_variant,64,2033,60.72
medium_variant,64,2034,59.521
medium_variant,64,2035,58.428
medium_variant,64,2036,57.501
medium_variant,64,2037,56.666
medium_variant,64,2038,55.904
medium_variant,64,2039,55.182
medium_variant,64,2040,54.477
medium_variant,64,2041,53.849
medium_variant,64,2042,53.233
medium_variant,64,2043,52.645
medium_variant,64,2044,52.112
medium_variant,64,2045,51.647
medium_variant,64,2046,51.303
medium_variant,64,2047,51.014
medium_variant,64,2048,50.775
medium_variant,64,2049,50.572
medium_variant,64,2050,50.396
medium_variant,64,2051,50.299
medium_variant,64,2052,50.225
medium_variant,64,2053,50.17
medium_variant,64,2054,50.129
medium_variant,64,2055,50.096
medium_variant,64,2056,50.116
medium_variant,64,2057,50.136
medium_variant,64,2058,50.157
medium_variant,64,2059,50.178
medium_variant,64,2060,50.199
medium_variant,64,2061,50.258
medium_variant,64,2062,50.313
medium_variant,64,2063,50.36
medium_variant,64,2064,50.401
medium_variant,64,2065,50.435
medium_variant,64,2066,50.498
medium_variant,64,2067,50.552
medium_variant,64,2068,50.603
medium_variant,64,2069,50.659
medium_variant,64,2070,50.725
medium_variant,64,2071,50.852
medium_variant,64,2072,50.986
medium_variant,64,2073,51.116
medium_variant,64,2074,51.228
medium_variant,64,2075,51.308
medium_variant,64,2076,51.396
medium_variant,64,2077,51.451
medium_variant,64,2078,51.485
medium_variant,64,2079,51.524
medium_variant,64,2080,51.582
medium_variant,64,2081,51.693
medium_variant,64,2082,51.819
medium_variant,64,2083,51.954
medium_variant,64,2084,52.093
medium_variant,64,2085,52.231
medium_variant,64,2086,52.407
medium_variant,64,2087,52.58
medium_variant,64,2088,52.748
medium_variant,64,2089,52.909
medium_variant,64,2090,53.058
medium_variant,64,2091,53.229
medium_variant,64,2092,53.384
medium_variant,64,2093,53.523
medium_variant,64,2094,53.648
medium_variant,64,2095,53.759
medium_variant,64,2096,53.887
medium_variant,64,2097,54
medium_variant,64,2098,54.101
medium_variant,64,2099,54.188
medium_variant,64,2100,54.262
high_variant,64,2015,92.0220829236316
low_variant,64,2015,92.0220829236316
constant_fertility,64,2015,92.0220829236316
instant_replacement,64,2015,92.0220829236316
zero_migration,64,2015,92.0220829236316
constant_mortality,64,2015,92.0220829236316
no_change,64,2015,92.0220829236316
high_variant,64,2020,80.1833956504114
low_variant,64,2020,76.3331740492211
constant_fertility,64,2020,79.5216494285022
instant_replacement,64,2020,80.135610416728
zero_migration,64,2020,78.2579451443635
constant_mortality,64,2020,78.2780602685719
no_change,64,2020,79.5357562186456
high_variant,64,2025,73.2636243457061
low_variant,64,2025,64.0316449701218
constant_fertility,64,2025,71.8899674242954
instant_replacement,64,2025,72.9043032052681
zero_migration,64,2025,68.6470169138329
constant_mortality,64,2025,68.6842006979861
no_change,64,2025,71.9085480477552
high_variant,64,2030,69.2857444919017
low_variant,64,2030,54.0458716654429
constant_fertility,64,2030,67.3229738925176
instant_replacement,64,2030,68.5435784666131
zero_migration,64,2030,61.6653275256904
constant_mortality,64,2030,61.7076351218333
no_change,64,2030,67.3343248147794
high_variant,64,2035,65.3526426242094
low_variant,64,2035,44.8931959375164
constant_fertility,64,2035,63.3143391040301
instant_replacement,64,2035,64.6243796093599
zero_migration,64,2035,55.1189357437354
constant_mortality,64,2035,55.1594437783994
no_change,64,2035,63.3220105679144
high_variant,64,2040,64.0076479823184
low_variant,64,2040,38.2146522009876
constant_fertility,64,2040,62.0795144583702
instant_replacement,64,2040,63.4408903935378
zero_migration,64,2040,51.0623854337511
constant_mortality,64,2040,51.1008230638656
no_change,64,2040,62.0936879154412
high_variant,64,2045,61.0967197221061
low_variant,64,2045,33.6925281103279
constant_fertility,64,2045,60.0475715230538
instant_replacement,64,2045,60.7231415799638
zero_migration,64,2045,47.382971639993
constant_mortality,64,2045,47.5127596608861
no_change,64,2045,60.1665105888059
high_variant,64,2050,59.296366452564
low_variant,64,2050,31.1879468809189
constant_fertility,64,2050,59.0122362805466
instant_replacement,64,2050,59.2878084351531
zero_migration,64,2050,45.2200188466992
constant_mortality,64,2050,45.4530448773179
no_change,64,2050,59.2407401847106
high_variant,64,2055,59.0972967681671
low_variant,64,2055,30.242898719552
constant_fertility,64,2055,59.2085618512439
instant_replacement,64,2055,59.3862228210509
zero_migration,64,2055,44.5517258497166
constant_mortality,64,2055,44.8688648034529
no_change,64,2055,59.5074932637765
high_variant,64,2060,60.1733651442702
low_variant,64,2060,29.562968826258
constant_fertility,64,2060,59.9257293706425
instant_replacement,64,2060,60.1024620188251
zero_migration,64,2060,44.5859508746842
constant_mortality,64,2060,44.9656244608682
no_change,64,2060,60.2609238520504
high_variant,64,2065,61.4840054085221
low_variant,64,2065,28.948320924108
constant_fertility,64,2065,60.6165524012895
instant_replacement,64,2065,60.7630850165925
zero_migration,64,2065,44.8063528834205
constant_mortality,64,2065,45.2527900516162
no_change,64,2065,60.9954337899543
high_variant,64,2070,62.3338653695118
low_variant,64,2070,28.5432609478336
constant_fertility,64,2070,60.9022879456613
instant_replacement,64,2070,60.9251307515415
zero_migration,64,2070,45.0318574158922
constant_mortality,64,2070,45.5607363794822
no_change,64,2070,61.345308575106
high_variant,64,2075,62.3994026244253
low_variant,64,2075,28.5674906303508
constant_fertility,64,2075,60.7173160350892
instant_replacement,64,2075,60.4240961581243
zero_migration,64,2075,45.2170117881159
constant_mortality,64,2075,45.8647987444609
no_change,64,2075,61.2662343836163
high_variant,64,2080,62.1872143842332
low_variant,64,2080,29.3360718323281
constant_fertility,64,2080,60.4791214178236
instant_replacement,64,2080,59.7742511844535
zero_migration,64,2080,45.6593283356769
constant_mortality,64,2080,46.427518020247
no_change,64,2080,61.1457816389058
high_variant,64,2085,61.7113022133072
low_variant,64,2085,30.3936955620075
constant_fertility,64,2085,59.8362460645771
instant_replacement,64,2085,58.8580174124143
zero_migration,64,2085,45.9698589092861
constant_mortality,64,2085,46.8980964193823
no_change,64,2085,60.6914020897499
high_variant,64,2090,62.3824395438151
low_variant,64,2090,31.3149383651518
constant_fertility,64,2090,59.7370829492085
instant_replacement,64,2090,58.8565435854884
zero_migration,64,2090,46.6552251700506
constant_mortality,64,2090,47.7051543102213
no_change,64,2090,60.7320113665399
high_variant,64,2095,63.4887208293818
low_variant,64,2095,31.8132208249169
constant_fertility,64,2095,59.8303386547325
instant_replacement,64,2095,59.0922578815834
zero_migration,64,2095,47.361267909316
