variant,country,year,childdependencyratio2569
estimates,764,1950,180.484
estimates,764,1951,180.436
estimates,764,1952,179.533
estimates,764,1953,178.347
estimates,764,1954,177.197
estimates,764,1955,176.176
estimates,764,1956,175.735
estimates,764,1957,175.402
estimates,764,1958,175.107
estimates,764,1959,174.73
estimates,764,1960,174.232
estimates,764,1961,174.433
estimates,764,1962,174.363
estimates,764,1963,174.239
estimates,764,1964,174.372
estimates,764,1965,174.901
estimates,764,1966,176.245
estimates,764,1967,177.842
estimates,764,1968,179.453
estimates,764,1969,180.703
estimates,764,1970,181.381
estimates,764,1971,182.811
estimates,764,1972,183.302
estimates,764,1973,183.013
estimates,764,1974,182.158
estimates,764,1975,180.809
estimates,764,1976,178.994
estimates,764,1977,176.842
estimates,764,1978,174.273
estimates,764,1979,171.199
estimates,764,1980,167.628
estimates,764,1981,162.781
estimates,764,1982,157.734
estimates,764,1983,152.572
estimates,764,1984,147.418
estimates,764,1985,142.362
estimates,764,1986,136.916
estimates,764,1987,131.63
estimates,764,1988,126.501
estimates,764,1989,121.5
estimates,764,1990,116.644
estimates,764,1991,112.722
estimates,764,1992,108.962
estimates,764,1993,105.404
estimates,764,1994,102.05
estimates,764,1995,98.882
estimates,764,1996,94.124
estimates,764,1997,89.644
estimates,764,1998,85.535
estimates,764,1999,81.88
estimates,764,2000,78.722
estimates,764,2001,76.959
estimates,764,2002,75.29
estimates,764,2003,73.719
estimates,764,2004,72.191
estimates,764,2005,70.656
estimates,764,2006,67.747
estimates,764,2007,64.999
estimates,764,2008,62.429
estimates,764,2009,60.056
estimates,764,2010,57.908
estimates,764,2011,56.708
estimates,764,2012,55.586
estimates,764,2013,54.555
estimates,764,2014,53.599
estimates,764,2015,52.697
medium_variant,764,2015,52.697
medium_variant,764,2016,51.812
medium_variant,764,2017,50.921
medium_variant,764,2018,50.059
medium_variant,764,2019,49.273
medium_variant,764,2020,48.59
medium_variant,764,2021,47.875
medium_variant,764,2022,47.267
medium_variant,764,2023,46.749
medium_variant,764,2024,46.283
medium_variant,764,2025,45.859
medium_variant,764,2026,45.471
medium_variant,764,2027,45.11
medium_variant,764,2028,44.786
medium_variant,764,2029,44.511
medium_variant,764,2030,44.288
medium_variant,764,2031,44.073
medium_variant,764,2032,43.876
medium_variant,764,2033,43.71
medium_variant,764,2034,43.57
medium_variant,764,2035,43.456
medium_variant,764,2036,43.293
medium_variant,764,2037,43.13
medium_variant,764,2038,42.993
medium_variant,764,2039,42.911
medium_variant,764,2040,42.904
medium_variant,764,2041,42.887
medium_variant,764,2042,42.929
medium_variant,764,2043,43.027
medium_variant,764,2044,43.165
medium_variant,764,2045,43.332
medium_variant,764,2046,43.453
medium_variant,764,2047,43.583
medium_variant,764,2048,43.731
medium_variant,764,2049,43.902
medium_variant,764,2050,44.098
medium_variant,764,2051,44.239
medium_variant,764,2052,44.377
medium_variant,764,2053,44.526
medium_variant,764,2054,44.695
medium_variant,764,2055,44.893
medium_variant,764,2056,45.041
medium_variant,764,2057,45.196
medium_variant,764,2058,45.365
medium_variant,764,2059,45.55
medium_variant,764,2060,45.752
medium_variant,764,2061,45.9
medium_variant,764,2062,46.045
medium_variant,764,2063,46.2
medium_variant,764,2064,46.369
medium_variant,764,2065,46.559
medium_variant,764,2066,46.701
medium_variant,764,2067,46.838
medium_variant,764,2068,46.986
medium_variant,764,2069,47.16
medium_variant,764,2070,47.368
medium_variant,764,2071,47.531
medium_variant,764,2072,47.703
medium_variant,764,2073,47.9
medium_variant,764,2074,48.128
medium_variant,764,2075,48.393
medium_variant,764,2076,48.621
medium_variant,764,2077,48.863
medium_variant,764,2078,49.123
medium_variant,764,2079,49.393
medium_variant,764,2080,49.668
medium_variant,764,2081,49.872
medium_variant,764,2082,50.059
medium_variant,764,2083,50.237
medium_variant,764,2084,50.415
medium_variant,764,2085,50.595
medium_variant,764,2086,50.708
medium_variant,764,2087,50.801
medium_variant,764,2088,50.889
medium_variant,764,2089,50.983
medium_variant,764,2090,51.091
medium_variant,764,2091,51.151
medium_variant,764,2092,51.205
medium_variant,764,2093,51.267
medium_variant,764,2094,51.341
medium_variant,764,2095,51.434
medium_variant,764,2096,51.489
medium_variant,764,2097,51.543
medium_variant,764,2098,51.607
medium_variant,764,2099,51.687
medium_variant,764,2100,51.787
high_variant,764,2015,49.5492820844947
low_variant,764,2015,49.5492820844947
constant_fertility,764,2015,49.5492820844947
instant_replacement,764,2015,49.5492820844947
zero_migration,764,2015,49.5492820844947
constant_mortality,764,2015,49.5492820844947
no_change,764,2015,49.5492820844947
high_variant,764,2020,46.1551102684152
low_variant,764,2020,43.5219428322256
constant_fertility,764,2020,45.2281493519995
instant_replacement,764,2020,48.2684666541227
zero_migration,764,2020,45.6257699464043
constant_mortality,764,2020,44.8856461805946
no_change,764,2020,45.2751642519188
high_variant,764,2025,44.8852163803811
low_variant,764,2025,38.2919894687094
constant_fertility,764,2025,42.5301476999337
instant_replacement,764,2025,48.4223224267982
zero_migration,764,2025,42.6594384107798
constant_mortality,764,2025,41.7175373972837
no_change,764,2025,42.6607464133641
high_variant,764,2030,45.3875348850759
