variant,country,year,childdependencyratio2569
estimates,478,1950,182.721
estimates,478,1951,182.448
estimates,478,1952,181.962
estimates,478,1953,181.351
estimates,478,1954,180.763
estimates,478,1955,180.296
estimates,478,1956,181.133
estimates,478,1957,181.82
estimates,478,1958,182.398
estimates,478,1959,182.861
estimates,478,1960,183.215
estimates,478,1961,184.715
estimates,478,1962,185.721
estimates,478,1963,186.433
estimates,478,1964,187.051
estimates,478,1965,187.681
estimates,478,1966,189.103
estimates,478,1967,190.37
estimates,478,1968,191.507
estimates,478,1969,192.512
estimates,478,1970,193.415
estimates,478,1971,195.376
estimates,478,1972,197.098
estimates,478,1973,198.558
estimates,478,1974,199.725
estimates,478,1975,200.593
estimates,478,1976,202.044
estimates,478,1977,203.051
estimates,478,1978,203.641
estimates,478,1979,203.816
estimates,478,1980,203.595
estimates,478,1981,203.803
estimates,478,1982,203.539
estimates,478,1983,202.95
estimates,478,1984,202.191
estimates,478,1985,201.354
estimates,478,1986,201.113
estimates,478,1987,200.808
estimates,478,1988,200.453
estimates,478,1989,200.024
estimates,478,1990,199.516
estimates,478,1991,198.891
estimates,478,1992,198.002
estimates,478,1993,196.917
estimates,478,1994,195.703
estimates,478,1995,194.397
estimates,478,1996,192.947
estimates,478,1997,191.249
estimates,478,1998,189.358
estimates,478,1999,187.313
estimates,478,2000,185.158
estimates,478,2001,183.285
estimates,478,2002,181.184
estimates,478,2003,178.912
estimates,478,2004,176.52
estimates,478,2005,174.049
estimates,478,2006,172.664
estimates,478,2007,171.235
estimates,478,2008,169.773
estimates,478,2009,168.281
estimates,478,2010,166.767
estimates,478,2011,165.507
estimates,478,2012,164.155
estimates,478,2013,162.742
estimates,478,2014,161.289
estimates,478,2015,159.799
medium_variant,478,2015,159.799
medium_variant,478,2016,158.455
medium_variant,478,2017,157.032
medium_variant,478,2018,155.544
medium_variant,478,2019,154.004
medium_variant,478,2020,152.423
medium_variant,478,2021,151.01
medium_variant,478,2022,149.527
medium_variant,478,2023,147.98
medium_variant,478,2024,146.366
medium_variant,478,2025,144.691
medium_variant,478,2026,143.194
medium_variant,478,2027,141.606
medium_variant,478,2028,139.954
medium_variant,478,2029,138.261
medium_variant,478,2030,136.542
medium_variant,478,2031,135.006
medium_variant,478,2032,133.414
medium_variant,478,2033,131.795
medium_variant,478,2034,130.171
medium_variant,478,2035,128.557
medium_variant,478,2036,127.154
medium_variant,478,2037,125.722
medium_variant,478,2038,124.28
medium_variant,478,2039,122.845
medium_variant,478,2040,121.425
medium_variant,478,2041,120.197
medium_variant,478,2042,118.952
medium_variant,478,2043,117.696
medium_variant,478,2044,116.429
medium_variant,478,2045,115.152
medium_variant,478,2046,114.036
medium_variant,478,2047,112.887
medium_variant,478,2048,111.714
medium_variant,478,2049,110.527
medium_variant,478,2050,109.332
medium_variant,478,2051,108.293
medium_variant,478,2052,107.22
medium_variant,478,2053,106.125
medium_variant,478,2054,105.015
medium_variant,478,2055,103.9
medium_variant,478,2056,102.934
medium_variant,478,2057,101.938
medium_variant,478,2058,100.927
medium_variant,478,2059,99.909
medium_variant,478,2060,98.892
medium_variant,478,2061,98.028
medium_variant,478,2062,97.143
medium_variant,478,2063,96.246
medium_variant,478,2064,95.348
medium_variant,478,2065,94.453
medium_variant,478,2066,93.706
medium_variant,478,2067,92.938
medium_variant,478,2068,92.159
medium_variant,478,2069,91.377
medium_variant,478,2070,90.598
medium_variant,478,2071,89.951
medium_variant,478,2072,89.287
medium_variant,478,2073,88.609
medium_variant,478,2074,87.921
medium_variant,478,2075,87.225
medium_variant,478,2076,86.652
medium_variant,478,2077,86.052
medium_variant,478,2078,85.431
medium_variant,478,2079,84.794
medium_variant,478,2080,84.144
medium_variant,478,2081,83.606
medium_variant,478,2082,83.036
medium_variant,478,2083,82.444
medium_variant,478,2084,81.834
medium_variant,478,2085,81.212
medium_variant,478,2086,80.695
medium_variant,478,2087,80.149
medium_variant,478,2088,79.583
medium_variant,478,2089,79.004
medium_variant,478,2090,78.417
medium_variant,478,2091,77.935
medium_variant,478,2092,77.43
medium_variant,478,2093,76.91
medium_variant,478,2094,76.378
medium_variant,478,2095,75.839
medium_variant,478,2096,75.401
medium_variant,478,2097,74.939
medium_variant,478,2098,74.46
medium_variant,478,2099,73.969
medium_variant,478,2100,73.47
high_variant,478,2015,154.211010296043
low_variant,478,2015,154.211010296043
constant_fertility,478,2015,154.211010296043
instant_replacement,478,2015,154.211010296043
zero_migration,478,2015,154.211010296043
constant_mortality,478,2015,154.211010296043
no_change,478,2015,154.211010296043
high_variant,478,2020,148.811714767529
low_variant,478,2020,144.781090873078
constant_fertility,478,2020,149.119824377522
instant_replacement,478,2020,130.167617129794
zero_migration,478,2020,146.188449051256
constant_mortality,478,2020,146.639144253067
no_change,478,2020,148.950806669274
high_variant,478,2025,143.745669895514
low_variant,478,2025,133.93402914223
constant_fertility,478,2025,145.291257569775
instant_replacement,478,2025,110.249199154487
zero_migration,478,2025,137.7800217968
constant_mortality,478,2025,138.421651095267
no_change,478,2025,144.818330473867
high_variant,478,2030,138.885339980557
low_variant,478,2030,122.543721369998
constant_fertility,478,2030,142.66303136221
instant_replacement,478,2030,93.6262995359195
zero_migration,478,2030,129.486685845132
constant_mortality,478,2030,129.954951367763
