variant,region,year,oldagedependencyratio2069
estimates,948,1950,4.246
estimates,948,1951,4.244
estimates,948,1952,4.203
estimates,948,1953,4.135
estimates,948,1954,4.052
estimates,948,1955,3.96
estimates,948,1956,4.027
estimates,948,1957,4.077
estimates,948,1958,4.103
estimates,948,1959,4.094
estimates,948,1960,4.048
estimates,948,1961,4.105
estimates,948,1962,4.128
estimates,948,1963,4.127
estimates,948,1964,4.112
estimates,948,1965,4.091
estimates,948,1966,4.179
estimates,948,1967,4.252
estimates,948,1968,4.303
estimates,948,1969,4.327
estimates,948,1970,4.324
estimates,948,1971,4.398
estimates,948,1972,4.442
estimates,948,1973,4.461
estimates,948,1974,4.462
estimates,948,1975,4.449
estimates,948,1976,4.526
estimates,948,1977,4.58
estimates,948,1978,4.614
estimates,948,1979,4.627
estimates,948,1980,4.621
estimates,948,1981,4.681
estimates,948,1982,4.719
estimates,948,1983,4.734
estimates,948,1984,4.727
estimates,948,1985,4.7
estimates,948,1986,4.738
estimates,948,1987,4.753
estimates,948,1988,4.75
estimates,948,1989,4.736
estimates,948,1990,4.715
estimates,948,1991,4.773
estimates,948,1992,4.818
estimates,948,1993,4.85
estimates,948,1994,4.874
estimates,948,1995,4.891
estimates,948,1996,4.977
estimates,948,1997,5.05
estimates,948,1998,5.11
estimates,948,1999,5.157
estimates,948,2000,5.192
estimates,948,2001,5.281
estimates,948,2002,5.352
estimates,948,2003,5.408
estimates,948,2004,5.452
estimates,948,2005,5.485
estimates,948,2006,5.565
estimates,948,2007,5.632
estimates,948,2008,5.687
estimates,948,2009,5.727
estimates,948,2010,5.753
estimates,948,2011,5.817
estimates,948,2012,5.865
estimates,948,2013,5.902
estimates,948,2014,5.934
estimates,948,2015,5.962
medium_variant,948,2015,5.962
medium_variant,948,2016,6.041
medium_variant,948,2017,6.112
medium_variant,948,2018,6.183
medium_variant,948,2019,6.263
medium_variant,948,2020,6.358
medium_variant,948,2021,6.513
medium_variant,948,2022,6.673
medium_variant,948,2023,6.837
medium_variant,948,2024,7.004
medium_variant,948,2025,7.172
medium_variant,948,2026,7.385
