region,variant,year,oldagedependencyratio2069
921,Constant_mortality,2095,20.2204726896746
921,High_variant,2095,24.3119639788337
921,Instant_replacement,2095,29.0574356777063
921,Low_variant,2095,48.8084635680992
921,Medium_variant,2095,33.1250211966787
921,No_change,2095,13.067523725977
921,Zero_migration,2095,32.6675681669856
921,Constant_fertility,2100,21.6460105815418
921,Constant_mortality,2100,20.5247900113469
921,High_variant,2100,25.8025337337029
921,Instant_replacement,2100,30.1600054763076
921,Low_variant,2100,51.0278134534457
921,Medium_variant,2100,34.9103236539412
921,No_change,2100,12.9409178385419
921,Zero_migration,2100,34.4519761341789
