variant,region,year,childdependencyratio1564
estimates,948,1950,68.354
estimates,948,1951,68.973
estimates,948,1952,69.57
estimates,948,1953,70.03
estimates,948,1954,70.379
estimates,948,1955,70.701
estimates,948,1956,71.844
estimates,948,1957,72.713
estimates,948,1958,73.467
estimates,948,1959,74.218
estimates,948,1960,74.987
estimates,948,1961,76.054
estimates,948,1962,77.092
estimates,948,1963,78.021
estimates,948,1964,78.699
estimates,948,1965,79.061
estimates,948,1966,79.612
estimates,948,1967,79.799
estimates,948,1968,79.698
estimates,948,1969,79.422
estimates,948,1970,79.038
estimates,948,1971,78.905
estimates,948,1972,78.62
estimates,948,1973,78.209
estimates,948,1974,77.677
estimates,948,1975,77.037
estimates,948,1976,76.706
estimates,948,1977,76.213
estimates,948,1978,75.618
estimates,948,1979,74.985
estimates,948,1980,74.349
estimates,948,1981,73.987
estimates,948,1982,73.583
estimates,948,1983,73.132
estimates,948,1984,72.605
estimates,948,1985,71.988
estimates,948,1986,71.663
estimates,948,1987,71.159
estimates,948,1988,70.529
estimates,948,1989,69.826
estimates,948,1990,69.073
estimates,948,1991,68.45
estimates,948,1992,67.757
estimates,948,1993,66.982
estimates,948,1994,66.107
estimates,948,1995,65.13
estimates,948,1996,64.268
estimates,948,1997,63.32
estimates,948,1998,62.308
estimates,948,1999,61.265
estimates,948,2000,60.214
estimates,948,2001,59.36
estimates,948,2002,58.473
estimates,948,2003,57.57
estimates,948,2004,56.674
estimates,948,2005,55.799
estimates,948,2006,55.038
estimates,948,2007,54.298
estimates,948,2008,53.579
estimates,948,2009,52.885
estimates,948,2010,52.22
estimates,948,2011,51.651
estimates,948,2012,51.099
estimates,948,2013,50.562
estimates,948,2014,50.034
estimates,948,2015,49.509
medium_variant,948,2015,49.509
medium_variant,948,2016,49.079
medium_variant,948,2017,48.622
medium_variant,948,2018,48.149
medium_variant,948,2019,47.675
medium_variant,948,2020,47.204
medium_variant,948,2021,46.771
medium_variant,948,2022,46.341
medium_variant,948,2023,45.905
medium_variant,948,2024,45.451
medium_variant,948,2025,44.977
medium_variant,948,2026,44.549
medium_variant,948,2027,44.1
medium_variant,948,2028,43.638
medium_variant,948,2029,43.172
medium_variant,948,2030,42.711
