variant,region,year,childdependencyratio1564
estimates,934,1950,63.057
estimates,934,1951,64.228
estimates,934,1952,65.596
estimates,934,1953,66.723
estimates,934,1954,67.49
estimates,934,1955,68.019
estimates,934,1956,69.601
estimates,934,1957,70.599
estimates,934,1958,71.377
estimates,934,1959,72.209
estimates,934,1960,73.158
estimates,934,1961,73.936
estimates,934,1962,75.051
estimates,934,1963,76.203
estimates,934,1964,76.974
estimates,934,1965,77.213
estimates,934,1966,77.776
estimates,934,1967,77.727
estimates,934,1968,77.284
estimates,934,1969,76.765
estimates,934,1970,76.309
estimates,934,1971,76.178
estimates,934,1972,75.914
estimates,934,1973,75.525
estimates,934,1974,74.939
estimates,934,1975,74.111
estimates,934,1976,73.232
estimates,934,1977,72.145
estimates,934,1978,70.891
estimates,934,1979,69.537
estimates,934,1980,68.146
estimates,934,1981,66.779
estimates,934,1982,65.484
estimates,934,1983,64.237
estimates,934,1984,63.02
estimates,934,1985,61.851
estimates,934,1986,61.101
estimates,934,1987,60.34
estimates,934,1988,59.597
estimates,934,1989,58.872
estimates,934,1990,58.14
estimates,934,1991,57.749
estimates,934,1992,57.144
estimates,934,1993,56.411
estimates,934,1994,55.646
estimates,934,1995,54.87
estimates,934,1996,53.855
estimates,934,1997,52.947
estimates,934,1998,52.036
estimates,934,1999,50.991
estimates,934,2000,49.784
estimates,934,2001,48.642
estimates,934,2002,47.396
estimates,934,2003,46.1
estimates,934,2004,44.851
estimates,934,2005,43.709
estimates,934,2006,42.795
estimates,934,2007,41.931
estimates,934,2008,41.148
estimates,934,2009,40.471
estimates,934,2010,39.907
estimates,934,2011,39.473
estimates,934,2012,39.139
estimates,934,2013,38.88
estimates,934,2014,38.65
estimates,934,2015,38.42
medium_variant,934,2015,38.42
medium_variant,934,2016,38.269
medium_variant,934,2017,38.085
medium_variant,934,2018,37.872
medium_variant,934,2019,37.644
medium_variant,934,2020,37.403
medium_variant,934,2021,37.136
medium_variant,934,2022,36.862
medium_variant,934,2023,36.569
medium_variant,934,2024,36.245
medium_variant,934,2025,35.889
medium_variant,934,2026,35.543
medium_variant,934,2027,35.176
medium_variant,934,2028,34.794
medium_variant,934,2029,34.413
medium_variant,934,2030,34.047
medium_variant,934,2031,33.75
medium_variant,934,2032,33.46
medium_variant,934,2033,33.183
medium_variant,934,2034,32.924
medium_variant,934,2035,32.684
medium_variant,934,2036,32.507
medium_variant,934,2037,32.343
medium_variant,934,2038,32.191
medium_variant,934,2039,32.047
medium_variant,934,2040,31.908
medium_variant,934,2041,31.804
medium_variant,934,2042,31.7
medium_variant,934,2043,31.598
medium_variant,934,2044,31.5
medium_variant,934,2045,31.407
medium_variant,934,2046,31.346
medium_variant,934,2047,31.283
medium_variant,934,2048,31.219
medium_variant,934,2049,31.159
medium_variant,934,2050,31.104
medium_variant,934,2051,31.079
medium_variant,934,2052,31.056
medium_variant,934,2053,31.028
medium_variant,934,2054,30.984
medium_variant,934,2055,30.92
medium_variant,934,2056,30.861
medium_variant,934,2057,30.781
medium_variant,934,2058,30.682
medium_variant,934,2059,30.567
medium_variant,934,2060,30.441
medium_variant,934,2061,30.328
medium_variant,934,2062,30.204
medium_variant,934,2063,30.073
medium_variant,934,2064,29.94
medium_variant,934,2065,29.808
medium_variant,934,2066,29.707
medium_variant,934,2067,29.606
medium_variant,934,2068,29.508
medium_variant,934,2069,29.416
medium_variant,934,2070,29.331
medium_variant,934,2071,29.278
medium_variant,934,2072,29.228
medium_variant,934,2073,29.183
medium_variant,934,2074,29.144
medium_variant,934,2075,29.11
medium_variant,934,2076,29.101
medium_variant,934,2077,29.093
medium_variant,934,2078,29.086
medium_variant,934,2079,29.074
medium_variant,934,2080,29.057
medium_variant,934,2081,29.051
medium_variant,934,2082,29.036
medium_variant,934,2083,29.013
medium_variant,934,2084,28.98
medium_variant,934,2085,28.938
medium_variant,934,2086,28.904
medium_variant,934,2087,28.859
medium_variant,934,2088,28.806
medium_variant,934,2089,28.745
medium_variant,934,2090,28.679
medium_variant,934,2091,28.624
medium_variant,934,2092,28.563
medium_variant,934,2093,28.497
medium_variant,934,2094,28.43
medium_variant,934,2095,28.362
medium_variant,934,2096,28.31
medium_variant,934,2097,28.258
medium_variant,934,2098,28.205
medium_variant,934,2099,28.154
medium_variant,934,2100,28.106
high_variant,934,2015,38.419652190273
low_variant,934,2015,38.419652190273
constant_fertility,934,2015,38.419652190273
instant_replacement,934,2015,38.419652190273
zero_migration,934,2015,38.419652190273
constant_mortality,934,2015,38.419652190273
no_change,934,2015,38.419652190273
