variant,region,year,oldagedependencyratio2564
estimates,934,1950,5.1
estimates,934,1951,5.166
estimates,934,1952,5.182
estimates,934,1953,5.15
estimates,934,1954,5.073
estimates,934,1955,4.953
estimates,934,1956,5.025
estimates,934,1957,5.053
estimates,934,1958,5.032
estimates,934,1959,4.96
estimates,934,1960,4.836
estimates,934,1961,4.923
estimates,934,1962,4.962
estimates,934,1963,4.958
estimates,934,1964,4.919
estimates,934,1965,4.849
estimates,934,1966,4.982
estimates,934,1967,5.094
estimates,934,1968,5.184
estimates,934,1969,5.25
estimates,934,1970,5.292
estimates,934,1971,5.432
estimates,934,1972,5.544
estimates,934,1973,5.625
estimates,934,1974,5.676
estimates,934,1975,5.697
estimates,934,1976,5.806
estimates,934,1977,5.878
estimates,934,1978,5.919
estimates,934,1979,5.941
estimates,934,1980,5.95
estimates,934,1981,6.045
estimates,934,1982,6.118
estimates,934,1983,6.169
estimates,934,1984,6.197
estimates,934,1985,6.202
estimates,934,1986,6.278
estimates,934,1987,6.325
estimates,934,1988,6.347
estimates,934,1989,6.346
estimates,934,1990,6.326
estimates,934,1991,6.383
estimates,934,1992,6.414
estimates,934,1993,6.426
estimates,934,1994,6.431
estimates,934,1995,6.434
estimates,934,1996,6.521
estimates,934,1997,6.595
estimates,934,1998,6.659
estimates,934,1999,6.719
estimates,934,2000,6.777
estimates,934,2001,6.916
estimates,934,2002,7.043
estimates,934,2003,7.157
estimates,934,2004,7.257
estimates,934,2005,7.34
estimates,934,2006,7.474
estimates,934,2007,7.589
estimates,934,2008,7.683
estimates,934,2009,7.747
estimates,934,2010,7.782
estimates,934,2011,7.852
estimates,934,2012,7.895
estimates,934,2013,7.924
estimates,934,2014,7.955
estimates,934,2015,8
medium_variant,934,2015,8
medium_variant,934,2016,8.123
medium_variant,934,2017,8.245
medium_variant,934,2018,8.385
medium_variant,934,2019,8.563
medium_variant,934,2020,8.793
medium_variant,934,2021,9.127
medium_variant,934,2022,9.499
medium_variant,934,2023,9.889
medium_variant,934,2024,10.267
medium_variant,934,2025,10.619
medium_variant,934,2026,11.001
medium_variant,934,2027,11.355
medium_variant,934,2028,11.698
medium_variant,934,2029,12.049
medium_variant,934,2030,12.422
medium_variant,934,2031,12.85
medium_variant,934,2032,13.282
medium_variant,934,2033,13.724
medium_variant,934,2034,14.18
medium_variant,934,2035,14.654
medium_variant,934,2036,15.177
medium_variant,934,2037,15.704
medium_variant,934,2038,16.228
medium_variant,934,2039,16.742
medium_variant,934,2040,17.241
medium_variant,934,2041,17.75
medium_variant,934,2042,18.237
medium_variant,934,2043,18.7
medium_variant,934,2044,19.13
medium_variant,934,2045,19.52
medium_variant,934,2046,19.896
medium_variant,934,2047,20.234
medium_variant,934,2048,20.549
medium_variant,934,2049,20.864
medium_variant,934,2050,21.198
medium_variant,934,2051,21.578
medium_variant,934,2052,21.959
medium_variant,934,2053,22.361
medium_variant,934,2054,22.807
medium_variant,934,2055,23.307
medium_variant,934,2056,23.871
medium_variant,934,2057,24.481
medium_variant,934,2058,25.11
medium_variant,934,2059,25.714
medium_variant,934,2060,26.262
medium_variant,934,2061,26.77
medium_variant,934,2062,27.227
medium_variant,934,2063,27.634
medium_variant,934,2064,27.992
medium_variant,934,2065,28.302
medium_variant,934,2066,28.571
medium_variant,934,2067,28.794
medium_variant,934,2068,28.982
medium_variant,934,2069,29.153
medium_variant,934,2070,29.324
medium_variant,934,2071,29.485
medium_variant,934,2072,29.643
medium_variant,934,2073,29.807
medium_variant,934,2074,29.984
medium_variant,934,2075,30.175
medium_variant,934,2076,30.356
medium_variant,934,2077,30.549
medium_variant,934,2078,30.768
medium_variant,934,2079,31.018
medium_variant,934,2080,31.294
medium_variant,934,2081,31.573
medium_variant,934,2082,31.895
medium_variant,934,2083,32.238
medium_variant,934,2084,32.578
medium_variant,934,2085,32.913
medium_variant,934,2086,33.232
medium_variant,934,2087,33.553
medium_variant,934,2088,33.874
medium_variant,934,2089,34.194
medium_variant,934,2090,34.512
medium_variant,934,2091,34.77
medium_variant,934,2092,35.021
medium_variant,934,2093,35.271
medium_variant,934,2094,35.526
medium_variant,934,2095,35.789
medium_variant,934,2096,35.967
medium_variant,934,2097,36.16
medium_variant,934,2098,36.372
medium_variant,934,2099,36.598
medium_variant,934,2100,36.829
high_variant,934,2015,13.5704917476514
low_variant,934,2015,13.5704917476514
constant_fertility,934,2015,13.5704917476514
instant_replacement,934,2015,13.5704917476514
zero_migration,934,2015,13.5704917476514
constant_mortality,934,2015,13.5704917476514
no_change,934,2015,13.5704917476514
high_variant,934,2020,15.7732644474496
low_variant,934,2020,15.7732644474496
constant_fertility,934,2020,15.7732644474496
instant_replacement,934,2020,15.7732671572945
zero_migration,934,2020,15.7589843328615
constant_mortality,934,2020,15.5945368896782
no_change,934,2020,15.5945364413259
high_variant,934,2025,18.1291632655706
low_variant,934,2025,18.1291632655706
constant_fertility,934,2025,18.1291632655706
instant_replacement,934,2025,18.1291759852064
zero_migration,934,2025,18.0964766291894
constant_mortality,934,2025,17.6075858187128
no_change,934,2025,17.6075831270076
high_variant,934,2030,21.1832350378749
low_variant,934,2030,21.1832350378749
constant_fertility,934,2030,21.1832350378749
instant_replacement,934,2030,21.1832708467057
zero_migration,934,2030,21.119965393042
constant_mortality,934,2030,20.1198432317521
no_change,934,2030,20.1198343190421
high_variant,934,2035,24.7884543180746
low_variant,934,2035,24.7884543180746
constant_fertility,934,2035,24.7884543180746
instant_replacement,934,2035,24.7885330291944
zero_migration,934,2035,24.6871117185746
constant_mortality,934,2035,22.9641403642689
no_change,934,2035,22.9641184575048
high_variant,934,2040,27.916219791593
low_variant,934,2040,27.916219791593
constant_fertility,934,2040,27.916219791593
instant_replacement,934,2040,27.9163154327101
zero_migration,934,2040,27.7914319229932
constant_mortality,934,2040,25.1274279981465
no_change,934,2040,25.1273912768106
high_variant,934,2045,29.7771186174951
low_variant,934,2045,30.6857947457078
constant_fertility,934,2045,30.0484633476864
instant_replacement,934,2045,30.3673445921092
zero_migration,934,2045,30.0894715428781
constant_mortality,934,2045,26.3470467136378
no_change,934,2045,26.1935898576504
high_variant,934,2050,31.8954753350164
low_variant,934,2050,34.4393504834187
constant_fertility,934,2050,32.5479528333788
instant_replacement,934,2050,33.3832960437773
zero_migration,934,2050,32.9523795712655
constant_mortality,934,2050,28.0006837128837
no_change,934,2050,27.5198467205447
high_variant,934,2055,34.7922550324992
low_variant,934,2055,39.8607990334321
constant_fertility,934,2055,35.8911909437009
instant_replacement,934,2055,37.520351958521
zero_migration,934,2055,36.9193184785293
constant_mortality,934,2055,30.6056713077536
no_change,934,2055,29.5712083136488
high_variant,934,2060,36.4749422888045
low_variant,934,2060,44.4005968431962
constant_fertility,934,2060,37.8200911659416
instant_replacement,934,2060,40.4764736321257
zero_migration,934,2060,39.7438801232213
constant_mortality,934,2060,32.0714429178565
no_change,934,2060,30.2984056452644
high_variant,934,2065,36.7877122163841
low_variant,934,2065,47.8051160971821
constant_fertility,934,2065,38.1764371679673
instant_replacement,934,2065,42.0601394062119
zero_migration,934,2065,41.2674275042449
constant_mortality,934,2065,32.2795616898531
no_change,934,2065,29.6431089211161
high_variant,934,2070,36.6386339221839
low_variant,934,2070,51.3951788608605
constant_fertility,934,2070,37.9752237018107
instant_replacement,934,2070,43.3507488611076
zero_migration,934,2070,42.5535258239322
constant_mortality,934,2070,32.270243686338
no_change,934,2070,28.6144176993387
high_variant,934,2075,36.4485732740267
low_variant,934,2075,56.0072816301588
constant_fertility,934,2075,37.6565290601242
instant_replacement,934,2075,44.8305513068402
zero_migration,934,2075,44.0986344153313
constant_mortality,934,2075,32.6080922431201
no_change,934,2075,27.7069939699405
high_variant,934,2080,36.4581976902036
low_variant,934,2080,62.3144263726227
