variant,region,year,oldagedependencyratio2564
estimates,941,1950,4.805
estimates,941,1951,4.796
estimates,941,1952,4.733
estimates,941,1953,4.618
estimates,941,1954,4.454
estimates,941,1955,4.244
estimates,941,1956,4.267
estimates,941,1957,4.248
estimates,941,1958,4.191
estimates,941,1959,4.101
estimates,941,1960,3.982
estimates,941,1961,4.046
estimates,941,1962,4.078
estimates,941,1963,4.078
estimates,941,1964,4.048
estimates,941,1965,3.99
estimates,941,1966,4.078
estimates,941,1967,4.134
estimates,941,1968,4.162
estimates,941,1969,4.167
estimates,941,1970,4.151
estimates,941,1971,4.266
estimates,941,1972,4.353
estimates,941,1973,4.412
estimates,941,1974,4.443
estimates,941,1975,4.449
estimates,941,1976,4.574
estimates,941,1977,4.666
estimates,941,1978,4.725
estimates,941,1979,4.752
estimates,941,1980,4.75
estimates,941,1981,4.848
estimates,941,1982,4.909
estimates,941,1983,4.934
estimates,941,1984,4.924
estimates,941,1985,4.883
estimates,941,1986,4.969
estimates,941,1987,5.022
estimates,941,1988,5.048
estimates,941,1989,5.051
estimates,941,1990,5.035
estimates,941,1991,5.114
estimates,941,1992,5.168
estimates,941,1993,5.197
estimates,941,1994,5.207
estimates,941,1995,5.199
estimates,941,1996,5.282
estimates,941,1997,5.337
estimates,941,1998,5.366
estimates,941,1999,5.374
estimates,941,2000,5.366
estimates,941,2001,5.44
estimates,941,2002,5.49
estimates,941,2003,5.517
estimates,941,2004,5.519
estimates,941,2005,5.499
estimates,941,2006,5.555
estimates,941,2007,5.583
estimates,941,2008,5.59
estimates,941,2009,5.584
estimates,941,2010,5.572
estimates,941,2011,5.618
estimates,941,2012,5.647
estimates,941,2013,5.66
estimates,941,2014,5.658
estimates,941,2015,5.641
medium_variant,941,2015,5.641
medium_variant,941,2016,5.682
medium_variant,941,2017,5.704
medium_variant,941,2018,5.712
medium_variant,941,2019,5.705
medium_variant,941,2020,5.689
medium_variant,941,2021,5.728
medium_variant,941,2022,5.752
medium_variant,941,2023,5.765
medium_variant,941,2024,5.772
medium_variant,941,2025,5.78
medium_variant,941,2026,5.842
medium_variant,941,2027,5.895
medium_variant,941,2028,5.943
medium_variant,941,2029,5.991
medium_variant,941,2030,6.042
medium_variant,941,2031,6.146
medium_variant,941,2032,6.244
medium_variant,941,2033,6.336
medium_variant,941,2034,6.425
medium_variant,941,2035,6.511
medium_variant,941,2036,6.64
medium_variant,941,2037,6.761
medium_variant,941,2038,6.873
medium_variant,941,2039,6.978
medium_variant,941,2040,7.078
medium_variant,941,2041,7.217
medium_variant,941,2042,7.344
medium_variant,941,2043,7.465
medium_variant,941,2044,7.584
medium_variant,941,2045,7.707
medium_variant,941,2046,7.871
medium_variant,941,2047,8.026
medium_variant,941,2048,8.18
medium_variant,941,2049,8.339
medium_variant,941,2050,8.508
medium_variant,941,2051,8.718
medium_variant,941,2052,8.927
medium_variant,941,2053,9.133
medium_variant,941,2054,9.332
medium_variant,941,2055,9.524
medium_variant,941,2056,9.74
medium_variant,941,2057,9.942
medium_variant,941,2058,10.135
medium_variant,941,2059,10.327
medium_variant,941,2060,10.523
medium_variant,941,2061,10.749
medium_variant,941,2062,10.969
medium_variant,941,2063,11.185
medium_variant,941,2064,11.402
medium_variant,941,2065,11.622
medium_variant,941,2066,11.871
medium_variant,941,2067,12.114
medium_variant,941,2068,12.353
medium_variant,941,2069,12.593
medium_variant,941,2070,12.835
medium_variant,941,2071,13.101
medium_variant,941,2072,13.359
medium_variant,941,2073,13.612
medium_variant,941,2074,13.862
medium_variant,941,2075,14.109
medium_variant,941,2076,14.373
medium_variant,941,2077,14.626
medium_variant,941,2078,14.871
medium_variant,941,2079,15.111
medium_variant,941,2080,15.349
medium_variant,941,2081,15.602
medium_variant,941,2082,15.844
medium_variant,941,2083,16.08
medium_variant,941,2084,16.316
medium_variant,941,2085,16.556
medium_variant,941,2086,16.812
medium_variant,941,2087,17.063
medium_variant,941,2088,17.311
medium_variant,941,2089,17.557
medium_variant,941,2090,17.805
medium_variant,941,2091,18.064
medium_variant,941,2092,18.318
medium_variant,941,2093,18.569
medium_variant,941,2094,18.82
medium_variant,941,2095,19.073
medium_variant,941,2096,19.336
medium_variant,941,2097,19.595
medium_variant,941,2098,19.854
medium_variant,941,2099,20.114
medium_variant,941,2100,20.379
high_variant,941,2015,9.78318064612942
low_variant,941,2015,9.78318064612942
constant_fertility,941,2015,9.78318064612942
instant_replacement,941,2015,9.78318064612942
zero_migration,941,2015,9.78318064612942
constant_mortality,941,2015,9.78318064612942
no_change,941,2015,9.78318064612942
high_variant,941,2020,9.80928724789541
low_variant,941,2020,9.80928724789541
constant_fertility,941,2020,9.80928724789541
instant_replacement,941,2020,9.80930711600416
zero_migration,941,2020,9.79117589834507
constant_mortality,941,2020,9.73423328424787
no_change,941,2020,9.73423028851588
high_variant,941,2025,10.0837829114565
low_variant,941,2025,10.0837829114565
constant_fertility,941,2025,10.0837829114565
instant_replacement,941,2025,10.0838745856418
zero_migration,941,2025,10.0501752947695
constant_mortality,941,2025,9.8732539690855
no_change,941,2025,9.87324278712151
high_variant,941,2030,10.6427026988581
low_variant,941,2030,10.6427026988581
constant_fertility,941,2030,10.6427026988581
instant_replacement,941,2030,10.6430050979133
zero_migration,941,2030,10.5924900604486
constant_mortality,941,2030,10.2480338826068
no_change,941,2030,10.2479869649961
high_variant,941,2035,11.3480561546497
low_variant,941,2035,11.3480561546497
constant_fertility,941,2035,11.3480561546497
instant_replacement,941,2035,11.3487225684039
zero_migration,941,2035,11.2918353101853
constant_mortality,941,2035,10.7267848130934
no_change,941,2035,10.7266667046693
high_variant,941,2040,12.1661316057009
low_variant,941,2040,12.1661316057009
constant_fertility,941,2040,12.1661316057009
instant_replacement,941,2040,12.1665457795376
zero_migration,941,2040,12.1165706415385
constant_mortality,941,2040,11.2794602258256
no_change,941,2040,11.2792924995878
high_variant,941,2045,13.0821285361254
low_variant,941,2045,13.3917365982494
constant_fertility,941,2045,13.032697465279
instant_replacement,941,2045,14.3526284965794
zero_migration,941,2045,13.1903877486615
constant_mortality,941,2045,12.0451311596943
no_change,941,2045,11.8606817281213
high_variant,941,2050,14.1905516109184
low_variant,941,2050,15.0613391235331
constant_fertility,941,2050,13.9752839294068
instant_replacement,941,2050,16.9927923913455
zero_migration,941,2050,14.5752317568822
constant_mortality,941,2050,13.0583425517567
no_change,941,2050,12.4873923561724
high_variant,941,2055,15.2014611784505
low_variant,941,2055,16.8566674198521
constant_fertility,941,2055,14.685249800919
instant_replacement,941,2055,19.7326952916994
zero_migration,941,2055,15.965869978937
constant_mortality,941,2055,14.0145092773073
no_change,941,2055,12.8720940395463
high_variant,941,2060,16.3156491121353
low_variant,941,2060,18.8848085466643
constant_fertility,941,2060,15.298041682023
instant_replacement,941,2060,22.8189506595549
zero_migration,941,2060,17.5191391846238
constant_mortality,941,2060,15.0695248709621
no_change,941,2060,13.1657986994169
high_variant,941,2065,17.4888443404475
low_variant,941,2065,21.1950835442188
constant_fertility,941,2065,15.7627731148242
instant_replacement,941,2065,26.5021425764219
zero_migration,941,2065,19.2484876300497
constant_mortality,941,2065,16.2323649577098
no_change,941,2065,13.344059388403
high_variant,941,2070,18.628828440836
low_variant,941,2070,23.8035238535124
constant_fertility,941,2070,15.9838300471816
instant_replacement,941,2070,31.043312640937
zero_migration,941,2070,21.0707615707566
constant_mortality,941,2070,17.4521637359009
no_change,941,2070,13.3268223869623
high_variant,941,2075,19.6024099842544
low_variant,941,2075,26.6244263490437
constant_fertility,941,2075,15.8561291850538
instant_replacement,941,2075,36.4299648425609
zero_migration,941,2075,22.825105354333
constant_mortality,941,2075,18.6093476321369
no_change,941,2075,13.0257196688421
high_variant,941,2080,20.4027153274195
low_variant,941,2080,29.6646234922547
constant_fertility,941,2080,15.4066214596032
instant_replacement,941,2080,42.621579749758
zero_migration,941,2080,24.4948312233353
constant_mortality,941,2080,19.6758030747161
no_change,941,2080,12.4677982818272
high_variant,941,2085,21.6608172923727
low_variant,941,2085,32.174901821084
constant_fertility,941,2085,15.2102678670057
instant_replacement,941,2085,40.3993505478002
zero_migration,941,2085,26.2105279056603
constant_mortality,941,2085,20.6731980399085
no_change,941,2085,12.1448351577293
high_variant,941,2090,23.1275215180006
low_variant,941,2090,34.3397370363801
constant_fertility,941,2090,15.1570700621833
instant_replacement,941,2090,39.3002960303944
zero_migration,941,2090,27.9479447569628
constant_mortality,941,2090,21.5964956762164
no_change,941,2090,11.9595847312995
high_variant,941,2095,24.6866174300572
low_variant,941,2095,36.3567209272718
constant_fertility,941,2095,15.1415178292964
instant_replacement,941,2095,39.6325381464774
zero_migration,941,2095,29.7284253012206
constant_mortality,941,2095,22.4926038854732
no_change,941,2095,11.8055816228832
high_variant,941,2100,26.0990826175851
low_variant,941,2100,38.7319385129332
constant_fertility,941,2100,15.0998788919097
instant_replacement,941,2100,41.3473052670541
zero_migration,941,2100,31.5562738782114
constant_mortality,941,2100,23.3888780327667
no_change,941,2100,11.6168782973692
