variant,region,year,oldagedependencyratio2564
estimates,931,1950,5.067
estimates,931,1951,5.103
estimates,931,1952,5.121
estimates,931,1953,5.125
estimates,931,1954,5.12
estimates,931,1955,5.108
estimates,931,1956,5.214
estimates,931,1957,5.306
estimates,931,1958,5.381
estimates,931,1959,5.437
estimates,931,1960,5.475
estimates,931,1961,5.588
estimates,931,1962,5.674
estimates,931,1963,5.741
estimates,931,1964,5.8
estimates,931,1965,5.853
estimates,931,1966,5.987
estimates,931,1967,6.104
estimates,931,1968,6.2
estimates,931,1969,6.268
estimates,931,1970,6.308
estimates,931,1971,6.405
estimates,931,1972,6.468
estimates,931,1973,6.505
estimates,931,1974,6.524
estimates,931,1975,6.532
estimates,931,1976,6.611
estimates,931,1977,6.665
estimates,931,1978,6.696
estimates,931,1979,6.711
estimates,931,1980,6.712
estimates,931,1981,6.785
estimates,931,1982,6.837
estimates,931,1983,6.865
estimates,931,1984,6.864
estimates,931,1985,6.836
estimates,931,1986,6.873
estimates,931,1987,6.878
estimates,931,1988,6.86
estimates,931,1989,6.835
estimates,931,1990,6.81
estimates,931,1991,6.877
estimates,931,1992,6.933
estimates,931,1993,6.982
estimates,931,1994,7.028
estimates,931,1995,7.077
estimates,931,1996,7.228
estimates,931,1997,7.378
estimates,931,1998,7.518
estimates,931,1999,7.638
estimates,931,2000,7.735
estimates,931,2001,7.873
estimates,931,2002,7.988
estimates,931,2003,8.088
estimates,931,2004,8.186
estimates,931,2005,8.288
estimates,931,2006,8.413
estimates,931,2007,8.537
estimates,931,2008,8.659
estimates,931,2009,8.775
estimates,931,2010,8.884
estimates,931,2011,9.017
estimates,931,2012,9.145
estimates,931,2013,9.276
estimates,931,2014,9.422
estimates,931,2015,9.588
medium_variant,931,2015,9.588
medium_variant,931,2016,9.795
medium_variant,931,2017,10.016
medium_variant,931,2018,10.258
medium_variant,931,2019,10.521
medium_variant,931,2020,10.809
medium_variant,931,2021,11.129
medium_variant,931,2022,11.473
medium_variant,931,2023,11.834
medium_variant,931,2024,12.207
medium_variant,931,2025,12.593
medium_variant,931,2026,12.989
medium_variant,931,2027,13.391
medium_variant,931,2028,13.81
medium_variant,931,2029,14.261
medium_variant,931,2030,14.75
medium_variant,931,2031,15.257
medium_variant,931,2032,15.797
medium_variant,931,2033,16.36
medium_variant,931,2034,16.928
medium_variant,931,2035,17.492
medium_variant,931,2036,18.022
medium_variant,931,2037,18.549
medium_variant,931,2038,19.075
medium_variant,931,2039,19.601
medium_variant,931,2040,20.127
medium_variant,931,2041,20.607
medium_variant,931,2042,21.084
medium_variant,931,2043,21.577
medium_variant,931,2044,22.104
medium_variant,931,2045,22.679
medium_variant,931,2046,23.241
medium_variant,931,2047,23.849
medium_variant,931,2048,24.498
medium_variant,931,2049,25.182
medium_variant,931,2050,25.896
medium_variant,931,2051,26.573
medium_variant,931,2052,27.282
medium_variant,931,2053,28.02
medium_variant,931,2054,28.779
medium_variant,931,2055,29.55
medium_variant,931,2056,30.234
medium_variant,931,2057,30.938
medium_variant,931,2058,31.652
medium_variant,931,2059,32.367
medium_variant,931,2060,33.077
medium_variant,931,2061,33.67
medium_variant,931,2062,34.264
medium_variant,931,2063,34.867
medium_variant,931,2064,35.495
medium_variant,931,2065,36.157
medium_variant,931,2066,36.701
medium_variant,931,2067,37.276
medium_variant,931,2068,37.89
medium_variant,931,2069,38.543
medium_variant,931,2070,39.228
medium_variant,931,2071,39.771
medium_variant,931,2072,40.363
medium_variant,931,2073,40.983
medium_variant,931,2074,41.595
medium_variant,931,2075,42.178
medium_variant,931,2076,42.559
medium_variant,931,2077,42.93
medium_variant,931,2078,43.306
medium_variant,931,2079,43.707
medium_variant,931,2080,44.147
medium_variant,931,2081,44.43
medium_variant,931,2082,44.768
medium_variant,931,2083,45.154
medium_variant,931,2084,45.573
medium_variant,931,2085,46.021
medium_variant,931,2086,46.282
medium_variant,931,2087,46.586
medium_variant,931,2088,46.936
medium_variant,931,2089,47.329
medium_variant,931,2090,47.758
medium_variant,931,2091,47.97
medium_variant,931,2092,48.236
medium_variant,931,2093,48.552
medium_variant,931,2094,48.905
medium_variant,931,2095,49.289
medium_variant,931,2096,49.449
medium_variant,931,2097,49.666
medium_variant,931,2098,49.937
medium_variant,931,2099,50.251
medium_variant,931,2100,50.604
high_variant,931,2015,15.7013757740066
low_variant,931,2015,15.7013757740066
constant_fertility,931,2015,15.7013757740066
instant_replacement,931,2015,15.7013757740066
zero_migration,931,2015,15.7013757740066
constant_mortality,931,2015,15.7013757740066
no_change,931,2015,15.7013757740066
high_variant,931,2020,17.9546159927468
low_variant,931,2020,17.9546159927468
constant_fertility,931,2020,17.9546159927468
instant_replacement,931,2020,17.9546159927468
zero_migration,931,2020,17.9488014673475
constant_mortality,931,2020,17.759182566635
no_change,931,2020,17.759182566635
high_variant,931,2025,20.6929392686194
low_variant,931,2025,20.6929392686194
constant_fertility,931,2025,20.6929392686194
instant_replacement,931,2025,20.6929392686194
zero_migration,931,2025,20.6787067737854
constant_mortality,931,2025,20.1292392456276
no_change,931,2025,20.1292392456276
high_variant,931,2030,24.0889853458337
low_variant,931,2030,24.0889853458337
constant_fertility,931,2030,24.0889853458337
instant_replacement,931,2030,24.0889853458337
zero_migration,931,2030,24.0536098902044
constant_mortality,931,2030,22.9606468972254
no_change,931,2030,22.9606468972254
high_variant,931,2035,27.5691925384165
low_variant,931,2035,27.5691925384165
constant_fertility,931,2035,27.5691925384165
instant_replacement,931,2035,27.5691925384165
zero_migration,931,2035,27.506872293986
constant_mortality,931,2035,25.665398751391
no_change,931,2035,25.665398751391
high_variant,931,2040,30.9645722757744
low_variant,931,2040,30.9645722757744
constant_fertility,931,2040,30.9645722757744
instant_replacement,931,2040,30.9645722757744
zero_migration,931,2040,30.8730784020271
constant_mortality,931,2040,28.0799055121023
no_change,931,2040,28.0799055121023
high_variant,931,2045,34.6634681630523
low_variant,931,2045,35.7756469416001
constant_fertility,931,2045,35.0035872612558
instant_replacement,931,2045,34.9002426807598
zero_migration,931,2045,35.0840357375982
constant_mortality,931,2045,31.0917710973697
no_change,931,2045,30.9073462113078
high_variant,931,2050,38.4148146384406
low_variant,931,2050,41.7455742382374
constant_fertility,931,2050,39.3493199641635
instant_replacement,931,2050,39.1512123182892
zero_migration,931,2050,39.8440130861217
constant_mortality,931,2050,34.3920646097174
no_change,931,2050,33.8182676813858
high_variant,931,2055,41.625324420408
low_variant,931,2055,48.3115676592108
constant_fertility,931,2055,43.3574579168238
instant_replacement,931,2055,43.0818764887432
zero_migration,931,2055,44.5139477911694
constant_mortality,931,2055,37.3762895507539
no_change,931,2055,36.2262480383456
high_variant,931,2060,44.1340629111725
low_variant,931,2060,54.8946689457834
constant_fertility,931,2060,46.6474445911539
instant_replacement,931,2060,46.3119323389299
zero_migration,931,2060,48.7032868836689
constant_mortality,931,2060,39.7348186168705
no_change,931,2060,37.8511267596899
high_variant,931,2065,46.3298988240084
low_variant,931,2065,62.3274455214072
constant_fertility,931,2065,49.6889009363573
instant_replacement,931,2065,49.3041964479738
zero_migration,931,2065,52.9539764746246
constant_mortality,931,2065,41.9855022420128
no_change,931,2065,39.1643985742104
high_variant,931,2070,47.9393411773851
low_variant,931,2070,70.7784886652613
constant_fertility,931,2070,52.2511519239752
instant_replacement,931,2070,51.8348812196883
zero_migration,931,2070,57.0924871197006
constant_mortality,931,2070,44.0248897136178
no_change,931,2070,40.0368939199755
high_variant,931,2075,48.0299999479605
low_variant,931,2075,78.9969068474158
constant_fertility,931,2075,53.2952756573258
instant_replacement,931,2075,52.8799198299037
zero_migration,931,2075,59.9372176342472
constant_mortality,931,2075,44.9564561175959
no_change,931,2075,39.7102587059435
high_variant,931,2080,47.5685019110074
low_variant,931,2080,88.7850508569667
constant_fertility,931,2080,53.8302913848659
instant_replacement,931,2080,53.4466904275922
zero_migration,931,2080,62.5568726675743
constant_mortality,931,2080,45.7644421319449
no_change,931,2080,39.1118567783274
high_variant,931,2085,48.4589756252853
low_variant,931,2085,95.4642660891398
constant_fertility,931,2085,54.6683672038483
instant_replacement,931,2085,54.7947104076446
zero_migration,931,2085,64.9230453385722
constant_mortality,931,2085,46.3500071575615
no_change,931,2085,38.8623216430721
high_variant,931,2090,49.9754026674499
low_variant,931,2090,99.5896445517974
constant_fertility,931,2090,55.6520164118488
instant_replacement,931,2090,56.252879070257
zero_migration,931,2090,67.0235751115806
constant_mortality,931,2090,46.7034818068961
no_change,931,2090,38.7922326204088
high_variant,931,2095,51.651755209833
low_variant,931,2095,101.533108870571
constant_fertility,931,2095,56.5283687583762
instant_replacement,931,2095,57.5820392506595
zero_migration,931,2095,68.7909163295983
constant_mortality,931,2095,46.8420012351823
no_change,931,2095,38.6998128308837
high_variant,931,2100,52.8117144507834
low_variant,931,2100,103.56342117667
constant_fertility,931,2100,57.2354039901865
instant_replacement,931,2100,58.7439098938262
zero_migration,931,2100,70.2856239247335
constant_mortality,931,2100,46.8352680403377
no_change,931,2100,38.5060272054669
