variant,region,year,oldagedependencyratio2564
estimates,921,1950,5.406
estimates,921,1951,5.335
estimates,921,1952,5.2
estimates,921,1953,5.027
estimates,921,1954,4.848
estimates,921,1955,4.674
estimates,921,1956,4.745
estimates,921,1957,4.808
estimates,921,1958,4.838
estimates,921,1959,4.806
estimates,921,1960,4.704
estimates,921,1961,4.742
estimates,921,1962,4.725
estimates,921,1963,4.673
estimates,921,1964,4.614
estimates,921,1965,4.557
estimates,921,1966,4.663
estimates,921,1967,4.758
estimates,921,1968,4.831
estimates,921,1969,4.87
estimates,921,1970,4.869
estimates,921,1971,4.98
estimates,921,1972,5.055
estimates,921,1973,5.098
estimates,921,1974,5.116
estimates,921,1975,5.113
estimates,921,1976,5.223
estimates,921,1977,5.303
estimates,921,1978,5.351
estimates,921,1979,5.367
estimates,921,1980,5.354
estimates,921,1981,5.434
estimates,921,1982,5.48
estimates,921,1983,5.493
estimates,921,1984,5.476
estimates,921,1985,5.433
estimates,921,1986,5.488
estimates,921,1987,5.511
estimates,921,1988,5.508
estimates,921,1989,5.485
estimates,921,1990,5.446
estimates,921,1991,5.526
estimates,921,1992,5.584
estimates,921,1993,5.623
estimates,921,1994,5.645
estimates,921,1995,5.655
estimates,921,1996,5.767
estimates,921,1997,5.858
estimates,921,1998,5.928
estimates,921,1999,5.978
estimates,921,2000,6.009
estimates,921,2001,6.119
estimates,921,2002,6.203
estimates,921,2003,6.267
estimates,921,2004,6.315
estimates,921,2005,6.352
estimates,921,2006,6.453
estimates,921,2007,6.533
estimates,921,2008,6.587
estimates,921,2009,6.613
estimates,921,2010,6.613
estimates,921,2011,6.684
estimates,921,2012,6.73
estimates,921,2013,6.758
estimates,921,2014,6.771
estimates,921,2015,6.778
medium_variant,921,2015,6.778
medium_variant,921,2016,6.853
medium_variant,921,2017,6.915
medium_variant,921,2018,6.973
medium_variant,921,2019,7.043
medium_variant,921,2020,7.132
medium_variant,921,2021,7.308
medium_variant,921,2022,7.49
medium_variant,921,2023,7.673
medium_variant,921,2024,7.851
medium_variant,921,2025,8.022
medium_variant,921,2026,8.256
medium_variant,921,2027,8.476
medium_variant,921,2028,8.687
medium_variant,921,2029,8.895
medium_variant,921,2030,9.103
medium_variant,921,2031,9.372
medium_variant,921,2032,9.631
medium_variant,921,2033,9.881
medium_variant,921,2034,10.121
medium_variant,921,2035,10.352
medium_variant,921,2036,10.638
medium_variant,921,2037,10.911
medium_variant,921,2038,11.171
medium_variant,921,2039,11.423
medium_variant,921,2040,11.67
medium_variant,921,2041,11.972
medium_variant,921,2042,12.261
medium_variant,921,2043,12.544
medium_variant,921,2044,12.829
medium_variant,921,2045,13.12
medium_variant,921,2046,13.476
medium_variant,921,2047,13.83
medium_variant,921,2048,14.188
medium_variant,921,2049,14.562
medium_variant,921,2050,14.957
medium_variant,921,2051,15.432
medium_variant,921,2052,15.916
medium_variant,921,2053,16.409
medium_variant,921,2054,16.908
medium_variant,921,2055,17.41
medium_variant,921,2056,17.968
medium_variant,921,2057,18.522
medium_variant,921,2058,19.066
medium_variant,921,2059,19.596
medium_variant,921,2060,20.107
medium_variant,921,2061,20.644
medium_variant,921,2062,21.154
medium_variant,921,2063,21.644
medium_variant,921,2064,22.119
medium_variant,921,2065,22.584
medium_variant,921,2066,23.082
medium_variant,921,2067,23.562
medium_variant,921,2068,24.028
medium_variant,921,2069,24.483
medium_variant,921,2070,24.931
medium_variant,921,2071,25.405
medium_variant,921,2072,25.864
medium_variant,921,2073,26.316
medium_variant,921,2074,26.767
medium_variant,921,2075,27.219
medium_variant,921,2076,27.706
medium_variant,921,2077,28.195
medium_variant,921,2078,28.68
medium_variant,921,2079,29.153
medium_variant,921,2080,29.609
medium_variant,921,2081,30.078
medium_variant,921,2082,30.532
medium_variant,921,2083,30.979
medium_variant,921,2084,31.425
medium_variant,921,2085,31.875
medium_variant,921,2086,32.345
medium_variant,921,2087,32.821
medium_variant,921,2088,33.302
medium_variant,921,2089,33.78
medium_variant,921,2090,34.25
medium_variant,921,2091,34.699
medium_variant,921,2092,35.146
medium_variant,921,2093,35.592
medium_variant,921,2094,36.034
medium_variant,921,2095,36.47
medium_variant,921,2096,36.857
medium_variant,921,2097,37.246
medium_variant,921,2098,37.638
medium_variant,921,2099,38.032
medium_variant,921,2100,38.425
high_variant,921,2015,11.5839580445654
low_variant,921,2015,11.5839580445654
constant_fertility,921,2015,11.5839580445654
instant_replacement,921,2015,11.5839580445654
