variant,region,year,oldagedependencyratio2564
estimates,5501,1950,5.305
estimates,5501,1951,5.226
estimates,5501,1952,5.082
estimates,5501,1953,4.899
estimates,5501,1954,4.709
estimates,5501,1955,4.524
estimates,5501,1956,4.588
estimates,5501,1957,4.643
estimates,5501,1958,4.665
estimates,5501,1959,4.628
estimates,5501,1960,4.523
estimates,5501,1961,4.564
estimates,5501,1962,4.551
estimates,5501,1963,4.506
estimates,5501,1964,4.453
estimates,5501,1965,4.401
estimates,5501,1966,4.51
estimates,5501,1967,4.608
estimates,5501,1968,4.682
estimates,5501,1969,4.718
estimates,5501,1970,4.713
estimates,5501,1971,4.818
estimates,5501,1972,4.885
estimates,5501,1973,4.921
estimates,5501,1974,4.935
estimates,5501,1975,4.932
estimates,5501,1976,5.041
estimates,5501,1977,5.122
estimates,5501,1978,5.173
estimates,5501,1979,5.194
estimates,5501,1980,5.184
estimates,5501,1981,5.267
estimates,5501,1982,5.316
estimates,5501,1983,5.334
estimates,5501,1984,5.324
estimates,5501,1985,5.291
estimates,5501,1986,5.359
estimates,5501,1987,5.398
estimates,5501,1988,5.41
estimates,5501,1989,5.401
estimates,5501,1990,5.373
estimates,5501,1991,5.46
estimates,5501,1992,5.524
estimates,5501,1993,5.567
estimates,5501,1994,5.591
estimates,5501,1995,5.599
estimates,5501,1996,5.706
estimates,5501,1997,5.792
estimates,5501,1998,5.857
estimates,5501,1999,5.905
estimates,5501,2000,5.939
estimates,5501,2001,6.053
estimates,5501,2002,6.144
estimates,5501,2003,6.216
estimates,5501,2004,6.269
estimates,5501,2005,6.307
estimates,5501,2006,6.408
estimates,5501,2007,6.484
estimates,5501,2008,6.536
estimates,5501,2009,6.564
estimates,5501,2010,6.57
estimates,5501,2011,6.649
estimates,5501,2012,6.706
estimates,5501,2013,6.744
estimates,5501,2014,6.769
estimates,5501,2015,6.784
medium_variant,5501,2015,6.784
medium_variant,5501,2016,6.87
medium_variant,5501,2017,6.94
medium_variant,5501,2018,7.006
medium_variant,5501,2019,7.081
medium_variant,5501,2020,7.174
medium_variant,5501,2021,7.351
medium_variant,5501,2022,7.532
medium_variant,5501,2023,7.713
medium_variant,5501,2024,7.887
medium_variant,5501,2025,8.054
medium_variant,5501,2026,8.282
medium_variant,5501,2027,8.497
medium_variant,5501,2028,8.702
medium_variant,5501,2029,8.903
medium_variant,5501,2030,9.103
medium_variant,5501,2031,9.365
medium_variant,5501,2032,9.617
medium_variant,5501,2033,9.861
medium_variant,5501,2034,10.096
medium_variant,5501,2035,10.327
medium_variant,5501,2036,10.615
medium_variant,5501,2037,10.892
medium_variant,5501,2038,11.159
