agebroad,gender,population,country,variant,year
0_1,female,937.945,250,estimates,1950
0_4,female,1958.163,250,estimates,1950
0_14,female,4671.037,250,estimates,1950
0_17,female,5596.344,250,estimates,1950
0_19,female,6224.95,250,estimates,1950
0_24,female,7794.802,250,estimates,1950
3_4,female,640.113,250,estimates,1950
3_5,female,919.845,250,estimates,1950
3_6,female,1183.992,250,estimates,1950
4_5,female,583.245,250,estimates,1950
4_6,female,847.392,250,estimates,1950
5_14,female,2712.874,250,estimates,1950
5_10,female,1570.46,250,estimates,1950
5_11,female,1843.989,250,estimates,1950
6_9,female,1028.37,250,estimates,1950
6_10,female,1290.728,250,estimates,1950
6_11,female,1564.257,250,estimates,1950
6_12,female,1848.047,250,estimates,1950
7_10,female,1026.581,250,estimates,1950
7_12,female,1583.9,250,estimates,1950
11_16,female,1752.988,250,estimates,1950
11_17,female,2067.721,250,estimates,1950
11_18,female,2383.102,250,estimates,1950
12_14,female,868.885,250,estimates,1950
12_16,female,1479.459,250,estimates,1950
12_17,female,1794.192,250,estimates,1950
12_18,female,2109.573,250,estimates,1950
13_17,female,1510.402,250,estimates,1950
13_18,female,1825.783,250,estimates,1950
13_19,female,2139.008,250,estimates,1950
15_17,female,925.307,250,estimates,1950
18_23,female,1862.985,250,estimates,1950
15_24,female,3123.765,250,estimates,1950
15_49,female,10289.488,250,estimates,1950
15_59,female,13002.834,250,estimates,1950
15_64,female,14189.003,250,estimates,1950
20_64,female,12635.09,250,estimates,1950
20_69,female,13673.012,250,estimates,1950
25_49,female,7165.723,250,estimates,1950
25_64,female,11065.238,250,estimates,1950
25_69,female,12103.16,250,estimates,1950
15plus,female,17069.764,250,estimates,1950
16plus,female,16768.603,250,estimates,1950
17plus,female,16459.19,250,estimates,1950
18plus,female,16144.457,250,estimates,1950
20plus,female,15515.851,250,estimates,1950
21plus,female,15205.772,250,estimates,1950
25plus,female,13945.999,250,estimates,1950
50plus,female,6780.276,250,estimates,1950
60plus,female,4066.93,250,estimates,1950
65plus,female,2880.761,250,estimates,1950
70plus,female,1842.839,250,estimates,1950
75plus,female,1001.058,250,estimates,1950
80plus,female,435.082,250,estimates,1950
85plus,female,141.149,250,estimates,1950
90plus,female,27.924,250,estimates,1950
total,female,21740.801,250,estimates,1950
0_1,male,970.177,250,estimates,1950
0_4,male,2036.733,250,estimates,1950
0_14,male,4814.777,250,estimates,1950
0_17,male,5766.942,250,estimates,1950
0_19,male,6419.825,250,estimates,1950
0_24,male,8052.041,250,estimates,1950
3_4,male,670.197,250,estimates,1950
3_5,male,962.996,250,estimates,1950
3_6,male,1238.563,250,estimates,1950
4_5,male,610.805,250,estimates,1950
4_6,male,886.372,250,estimates,1950
5_14,male,2778.044,250,estimates,1950
5_10,male,1623.215,250,estimates,1950
5_11,male,1899.348,250,estimates,1950
6_9,male,1063.555,250,estimates,1950
