agebroad,gender,population,country,variant,year
0_1,female,196.83,398,estimates,1950
0_4,female,358.764,398,estimates,1950
0_14,female,1119.45,398,estimates,1950
0_17,female,1282.33,398,estimates,1950
0_19,female,1387.432,398,estimates,1950
0_24,female,1765.742,398,estimates,1950
3_4,female,97.596,398,estimates,1950
3_5,female,142.504,398,estimates,1950
3_6,female,190.818,398,estimates,1950
4_5,female,90.644,398,estimates,1950
4_6,female,138.958,398,estimates,1950
5_14,female,760.686,398,estimates,1950
5_10,female,370.337,398,estimates,1950
5_11,female,470.923,398,estimates,1950
6_9,female,240.139,398,estimates,1950
6_10,female,325.429,398,estimates,1950
6_11,female,426.015,398,estimates,1950
6_12,female,533.153,398,estimates,1950
7_10,female,277.115,398,estimates,1950
7_12,female,484.839,398,estimates,1950
11_16,female,510.408,398,estimates,1950
11_17,female,553.229,398,estimates,1950
11_18,female,599.935,398,estimates,1950
12_14,female,289.763,398,estimates,1950
12_16,female,409.822,398,estimates,1950
12_17,female,452.643,398,estimates,1950
12_18,female,499.349,398,estimates,1950
13_17,female,345.505,398,estimates,1950
13_18,female,392.211,398,estimates,1950
13_19,female,450.607,398,estimates,1950
15_17,female,162.88,398,estimates,1950
18_23,female,414.396,398,estimates,1950
15_24,female,646.292,398,estimates,1950
15_49,female,1737.663,398,estimates,1950
15_59,female,1986.593,398,estimates,1950
15_64,female,2106.247,398,estimates,1950
20_64,female,1838.265,398,estimates,1950
20_69,female,1929.147,398,estimates,1950
25_49,female,1091.371,398,estimates,1950
25_64,female,1459.955,398,estimates,1950
25_69,female,1550.837,398,estimates,1950
15plus,female,2339.806,398,estimates,1950
16plus,female,2271.517,398,estimates,1950
17plus,female,2219.747,398,estimates,1950
18plus,female,2176.926,398,estimates,1950
20plus,female,2071.824,398,estimates,1950
21plus,female,2003.685,398,estimates,1950
25plus,female,1693.514,398,estimates,1950
50plus,female,602.143,398,estimates,1950
60plus,female,353.213,398,estimates,1950
65plus,female,233.559,398,estimates,1950
70plus,female,142.677,398,estimates,1950
75plus,female,73.723,398,estimates,1950
80plus,female,30.862,398,estimates,1950
85plus,female,11.695,398,estimates,1950
90plus,female,3.293,398,estimates,1950
total,female,3459.256,398,estimates,1950
0_1,male,216.309,398,estimates,1950
0_4,male,382.08,398,estimates,1950
0_14,male,1183.742,398,estimates,1950
0_17,male,1372.16,398,estimates,1950
0_19,male,1487.937,398,estimates,1950
0_24,male,1854.637,398,estimates,1950
3_4,male,97.993,398,estimates,1950
3_5,male,141.844,398,estimates,1950
3_6,male,189.334,398,estimates,1950
4_5,male,89.062,398,estimates,1950
4_6,male,136.552,398,estimates,1950
5_14,male,801.662,398,estimates,1950
5_10,male,377.537,398,estimates,1950
5_11,male,485.123,398,estimates,1950
6_9,male,243.576,398,estimates,1950
6_10,male,333.686,398,estimates,1950
6_11,male,441.272,398,estimates,1950
6_12,male,557.007,398,estimates,1950
7_10,male,286.196,398,estimates,1950
7_12,male,509.517,398,estimates,1950
11_16,male,561.774,398,estimates,1950
11_17,male,612.543,398,estimates,1950
11_18,male,665.638,398,estimates,1950
12_14,male,316.539,398,estimates,1950
12_16,male,454.188,398,estimates,1950
12_17,male,504.957,398,estimates,1950
12_18,male,558.052,398,estimates,1950
13_17,male,389.222,398,estimates,1950
13_18,male,442.317,398,estimates,1950
13_19,male,504.999,398,estimates,1950
15_17,male,188.418,398,estimates,1950
18_23,male,420.462,398,estimates,1950
15_24,male,670.895,398,estimates,1950
15_49,male,1487.238,398,estimates,1950
15_59,male,1730.217,398,estimates,1950
15_64,male,1855.924,398,estimates,1950
20_64,male,1551.729,398,estimates,1950
20_69,male,1640.427,398,estimates,1950
25_49,male,816.343,398,estimates,1950
25_64,male,1185.029,398,estimates,1950
25_69,male,1273.727,398,estimates,1950
15plus,male,2060.002,398,estimates,1950
16plus,male,1982.838,398,estimates,1950
17plus,male,1922.353,398,estimates,1950
18plus,male,1871.584,398,estimates,1950
20plus,male,1755.807,398,estimates,1950
21plus,male,1685.5,398,estimates,1950
25plus,male,1389.107,398,estimates,1950
50plus,male,572.764,398,estimates,1950
60plus,male,329.785,398,estimates,1950
65plus,male,204.078,398,estimates,1950
70plus,male,115.38,398,estimates,1950
75plus,male,54.759,398,estimates,1950
80plus,male,21.125,398,estimates,1950
85plus,male,6.343,398,estimates,1950
90plus,male,1.378,398,estimates,1950
total,male,3243.744,398,estimates,1950
0_1,female,205.453,398,estimates,1951
0_4,female,408.598,398,estimates,1951
0_14,female,1135.034,398,estimates,1951
0_17,female,1338.366,398,estimates,1951
0_19,female,1428.561,398,estimates,1951
0_24,female,1794.743,398,estimates,1951
3_4,female,120.576,398,estimates,1951
3_5,female,169.689,398,estimates,1951
3_6,female,217.198,398,estimates,1951
4_5,female,103.954,398,estimates,1951
4_6,female,151.463,398,estimates,1951
5_14,female,726.436,398,estimates,1951
5_10,female,335.507,398,estimates,1951
5_11,female,420.626,398,estimates,1951
6_9,female,213.302,398,estimates,1951
6_10,female,286.394,398,estimates,1951
6_11,female,371.513,398,estimates,1951
6_12,female,471.677,398,estimates,1951
7_10,female,238.885,398,estimates,1951
7_12,female,424.168,398,estimates,1951
11_16,female,542.216,398,estimates,1951
11_17,female,594.261,398,estimates,1951
11_18,female,637.47,398,estimates,1951
12_14,female,305.81,398,estimates,1951
12_16,female,457.097,398,estimates,1951
12_17,female,509.142,398,estimates,1951
12_18,female,552.351,398,estimates,1951
13_17,female,408.978,398,estimates,1951
13_18,female,452.187,398,estimates,1951
13_19,female,499.173,398,estimates,1951
15_17,female,203.332,398,estimates,1951
18_23,female,377.69,398,estimates,1951
15_24,female,659.709,398,estimates,1951
15_49,female,1779.017,398,estimates,1951
15_59,female,2038.83,398,estimates,1951
15_64,female,2155.062,398,estimates,1951
20_64,female,1861.535,398,estimates,1951
20_69,female,1954.876,398,estimates,1951
25_49,female,1119.308,398,estimates,1951
25_64,female,1495.353,398,estimates,1951
25_69,female,1588.694,398,estimates,1951
15plus,female,2394.039,398,estimates,1951
16plus,female,2311.073,398,estimates,1951
17plus,female,2242.752,398,estimates,1951
18plus,female,2190.707,398,estimates,1951
20plus,female,2100.512,398,estimates,1951
21plus,female,2042.077,398,estimates,1951
25plus,female,1734.33,398,estimates,1951
50plus,female,615.022,398,estimates,1951
60plus,female,355.209,398,estimates,1951
65plus,female,238.977,398,estimates,1951
70plus,female,145.636,398,estimates,1951
75plus,female,76.357,398,estimates,1951
80plus,female,32.678,398,estimates,1951
85plus,female,12.291,398,estimates,1951
90plus,female,3.65,398,estimates,1951
