agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Puerto Rico,630,estimates,1950
0_1,female,75.26,630,estimates,1950
0_4,female,181.4,630,estimates,1950
0_14,female,471.8,630,estimates,1950
0_17,female,540.526,630,estimates,1950
0_19,female,583.7,630,estimates,1950
0_24,female,685.5,630,estimates,1950
3_4,female,69.827,630,estimates,1950
3_5,female,103.293,630,estimates,1950
3_6,female,135.772,630,estimates,1950
4_5,female,67.904,630,estimates,1950
4_6,female,100.383,630,estimates,1950
5_14,female,290.4,630,estimates,1950
5_10,female,185.906,630,estimates,1950
5_11,female,213.458,630,estimates,1950
6_9,female,123.934,630,estimates,1950
6_10,female,152.44,630,estimates,1950
6_11,female,179.992,630,estimates,1950
6_12,female,206.591,630,estimates,1950
7_10,female,119.961,630,estimates,1950
7_12,female,174.112,630,estimates,1950
11_16,female,151.112,630,estimates,1950
11_17,female,173.22,630,estimates,1950
11_18,female,194.916,630,estimates,1950
12_14,female,76.942,630,estimates,1950
12_16,female,123.56,630,estimates,1950
12_17,female,145.668,630,estimates,1950
12_18,female,167.364,630,estimates,1950
13_17,female,119.069,630,estimates,1950
13_18,female,140.765,630,estimates,1950
13_19,female,162.243,630,estimates,1950
15_17,female,68.726,630,estimates,1950
18_23,female,126.052,630,estimates,1950
15_24,female,213.7,630,estimates,1950
15_49,female,506.9,630,estimates,1950
15_59,female,563.7,630,estimates,1950
15_64,female,587.201,630,estimates,1950
20_64,female,475.301,630,estimates,1950
20_69,female,492.001,630,estimates,1950
25_49,female,293.2,630,estimates,1950
25_64,female,373.501,630,estimates,1950
25_69,female,390.201,630,estimates,1950
15plus,female,632.004,630,estimates,1950
16plus,female,608.223,630,estimates,1950
17plus,female,585.386,630,estimates,1950
18plus,female,563.278,630,estimates,1950
20plus,female,520.104,630,estimates,1950
21plus,female,498.86,630,estimates,1950
25plus,female,418.304,630,estimates,1950
50plus,female,125.104,630,estimates,1950
60plus,female,68.304,630,estimates,1950
65plus,female,44.803,630,estimates,1950
70plus,female,28.103,630,estimates,1950
75plus,female,17.202,630,estimates,1950
80plus,female,5.202,630,estimates,1950
85plus,female,2.156,630,estimates,1950
90plus,female,0.69,630,estimates,1950
total,female,1103.804,630,estimates,1950
"Region, subregion, country or area *",male,Puerto Rico,630,estimates,1950
0_1,male,77.524,630,estimates,1950
0_4,male,185.401,630,estimates,1950
0_14,male,486.5,630,estimates,1950
0_17,male,555.105,630,estimates,1950
0_19,male,595.999,630,estimates,1950
0_24,male,686.999,630,estimates,1950
3_4,male,70.887,630,estimates,1950
3_5,male,104.918,630,estimates,1950
3_6,male,138.072,630,estimates,1950
4_5,male,68.984,630,estimates,1950
4_6,male,102.138,630,estimates,1950
5_14,male,301.099,630,estimates,1950
5_10,male,191.428,630,estimates,1950
5_11,male,220.51,630,estimates,1950
6_9,male,127.568,630,estimates,1950
6_10,male,157.397,630,estimates,1950
6_11,male,186.479,630,estimates,1950
6_12,male,214.628,630,estimates,1950
7_10,male,124.243,630,estimates,1950
7_12,male,181.474,630,estimates,1950
11_16,male,156.643,630,estimates,1950
11_17,male,178.276,630,estimates,1950
11_18,male,199.048,630,estimates,1950
12_14,male,80.589,630,estimates,1950
12_16,male,127.561,630,estimates,1950
12_17,male,149.194,630,estimates,1950
12_18,male,169.966,630,estimates,1950
13_17,male,121.045,630,estimates,1950
13_18,male,141.817,630,estimates,1950
13_19,male,161.939,630,estimates,1950
15_17,male,68.605,630,estimates,1950
18_23,male,115.01,630,estimates,1950
15_24,male,200.499,630,estimates,1950
15_49,male,498.599,630,estimates,1950
15_59,male,560.401,630,estimates,1950
15_64,male,586.401,630,estimates,1950
20_64,male,476.902,630,estimates,1950
20_69,male,493.602,630,estimates,1950
25_49,male,298.1,630,estimates,1950
25_64,male,385.902,630,estimates,1950
25_69,male,402.602,630,estimates,1950
15plus,male,627.701,630,estimates,1950
16plus,male,603.533,630,estimates,1950
17plus,male,580.729,630,estimates,1950
18plus,male,559.096,630,estimates,1950
20plus,male,518.202,630,estimates,1950
21plus,male,498.736,630,estimates,1950
25plus,male,427.202,630,estimates,1950
50plus,male,129.102,630,estimates,1950
60plus,male,67.3,630,estimates,1950
65plus,male,41.3,630,estimates,1950
70plus,male,24.6,630,estimates,1950
75plus,male,13.6,630,estimates,1950
80plus,male,5.7,630,estimates,1950
85plus,male,2.546,630,estimates,1950
90plus,male,0.898,630,estimates,1950
total,male,1114.201,630,estimates,1950
"Region, subregion, country or area *",female,Puerto Rico,630,estimates,1951
0_1,female,73.252,630,estimates,1951
0_4,female,178.217,630,estimates,1951
0_14,female,469.555,630,estimates,1951
0_17,female,538.329,630,estimates,1951
0_19,female,580.452,630,estimates,1951
0_24,female,679.1,630,estimates,1951
3_4,female,69.171,630,estimates,1951
3_5,female,102.512,630,estimates,1951
3_6,female,135.009,630,estimates,1951
4_5,female,67.518,630,estimates,1951
4_6,female,100.015,630,estimates,1951
5_14,female,291.338,630,estimates,1951
5_10,female,186.693,630,estimates,1951
