agebroad,gender,population,country,variant,year
0_1,female,42.385,51,estimates,1950
0_4,female,77.315,51,estimates,1950
0_14,female,232.143,51,estimates,1950
0_17,female,277.196,51,estimates,1950
0_19,female,305.88,51,estimates,1950
0_24,female,384.188,51,estimates,1950
3_4,female,20.947,51,estimates,1950
3_5,female,30.273,51,estimates,1950
3_6,female,40.077,51,estimates,1950
4_5,female,19.057,51,estimates,1950
4_6,female,28.861,51,estimates,1950
5_14,female,154.828,51,estimates,1950
5_10,female,74.138,51,estimates,1950
5_11,female,93.976,51,estimates,1950
6_9,female,47.915,51,estimates,1950
6_10,female,64.812,51,estimates,1950
6_11,female,84.65,51,estimates,1950
6_12,female,106.071,51,estimates,1950
7_10,female,55.008,51,estimates,1950
7_12,female,96.267,51,estimates,1950
11_16,female,112.248,51,estimates,1950
11_17,female,125.743,51,estimates,1950
11_18,female,139.507,51,estimates,1950
12_14,female,60.852,51,estimates,1950
12_16,female,92.41,51,estimates,1950
12_17,female,105.905,51,estimates,1950
12_18,female,119.669,51,estimates,1950
13_17,female,84.484,51,estimates,1950
13_18,female,98.248,51,estimates,1950
13_19,female,113.168,51,estimates,1950
15_17,female,45.053,51,estimates,1950
18_23,female,93.478,51,estimates,1950
15_24,female,152.045,51,estimates,1950
15_49,female,345.828,51,estimates,1950
15_59,female,387.665,51,estimates,1950
15_64,female,415.191,51,estimates,1950
20_64,female,341.454,51,estimates,1950
20_69,female,364.011,51,estimates,1950
25_49,female,193.783,51,estimates,1950
25_64,female,263.146,51,estimates,1950
25_69,female,285.703,51,estimates,1950
15plus,female,479.19,51,estimates,1950
16plus,female,462.367,51,estimates,1950
17plus,female,447.632,51,estimates,1950
18plus,female,434.137,51,estimates,1950
20plus,female,405.453,51,estimates,1950
21plus,female,389.676,51,estimates,1950
25plus,female,327.145,51,estimates,1950
50plus,female,133.362,51,estimates,1950
60plus,female,91.525,51,estimates,1950
65plus,female,63.999,51,estimates,1950
70plus,female,41.442,51,estimates,1950
75plus,female,22.759,51,estimates,1950
80plus,female,10.139,51,estimates,1950
85plus,female,4.059,51,estimates,1950
