agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Curaçao,531,estimates,1950
0_1,female,3.195,531,estimates,1950
0_4,female,7.373,531,estimates,1950
0_14,female,17.943,531,estimates,1950
0_17,female,20.713,531,estimates,1950
0_19,female,22.511,531,estimates,1950
0_24,female,26.733,531,estimates,1950
3_4,female,2.71,531,estimates,1950
3_5,female,3.964,531,estimates,1950
3_6,female,5.159,531,estimates,1950
4_5,female,2.573,531,estimates,1950
4_6,female,3.768,531,estimates,1950
5_14,female,10.57,531,estimates,1950
5_10,female,6.755,531,estimates,1950
5_11,female,7.737,531,estimates,1950
6_9,female,4.485,531,estimates,1950
6_10,female,5.501,531,estimates,1950
6_11,female,6.483,531,estimates,1950
6_12,female,7.44,531,estimates,1950
7_10,female,4.306,531,estimates,1950
7_12,female,6.245,531,estimates,1950
11_16,female,5.667,531,estimates,1950
11_17,female,6.585,531,estimates,1950
11_18,female,7.492,531,estimates,1950
12_14,female,2.833,531,estimates,1950
12_16,female,4.685,531,estimates,1950
12_17,female,5.603,531,estimates,1950
12_18,female,6.51,531,estimates,1950
13_17,female,4.646,531,estimates,1950
13_18,female,5.553,531,estimates,1950
13_19,female,6.444,531,estimates,1950
15_17,female,2.77,531,estimates,1950
18_23,female,5.218,531,estimates,1950
15_24,female,8.79,531,estimates,1950
15_49,female,23.511,531,estimates,1950
15_59,female,27.04,531,estimates,1950
15_64,female,28.385,531,estimates,1950
20_64,female,23.817,531,estimates,1950
20_69,female,25.074,531,estimates,1950
25_49,female,14.721,531,estimates,1950
25_64,female,19.595,531,estimates,1950
25_69,female,20.852,531,estimates,1950
15plus,female,32.223,531,estimates,1950
16plus,female,31.295,531,estimates,1950
17plus,female,30.371,531,estimates,1950
18plus,female,29.453,531,estimates,1950
20plus,female,27.655,531,estimates,1950
21plus,female,26.778,531,estimates,1950
25plus,female,23.433,531,estimates,1950
50plus,female,8.712,531,estimates,1950
60plus,female,5.183,531,estimates,1950
65plus,female,3.838,531,estimates,1950
70plus,female,2.581,531,estimates,1950
75plus,female,1.347,531,estimates,1950
80plus,female,0.539,531,estimates,1950
85plus,female,0.215,531,estimates,1950
90plus,female,0.064,531,estimates,1950
total,female,50.166,531,estimates,1950
"Region, subregion, country or area *",male,Curaçao,531,estimates,1950
0_1,male,3.303,531,estimates,1950
0_4,male,7.636,531,estimates,1950
0_14,male,18.569,531,estimates,1950
0_17,male,21.365,531,estimates,1950
0_19,male,23.177,531,estimates,1950
0_24,male,27.516,531,estimates,1950
3_4,male,2.812,531,estimates,1950
3_5,male,4.115,531,estimates,1950
3_6,male,5.357,531,estimates,1950
4_5,male,2.673,531,estimates,1950
4_6,male,3.915,531,estimates,1950
5_14,male,10.933,531,estimates,1950
5_10,male,7.011,531,estimates,1950
5_11,male,8.027,531,estimates,1950
6_9,male,4.656,531,estimates,1950
6_10,male,5.708,531,estimates,1950
6_11,male,6.724,531,estimates,1950
6_12,male,7.711,531,estimates,1950
7_10,male,4.466,531,estimates,1950
7_12,male,6.469,531,estimates,1950
11_16,male,5.795,531,estimates,1950
11_17,male,6.718,531,estimates,1950
11_18,male,7.63,531,estimates,1950
12_14,male,2.906,531,estimates,1950
12_16,male,4.779,531,estimates,1950
12_17,male,5.702,531,estimates,1950
12_18,male,6.614,531,estimates,1950
13_17,male,4.715,531,estimates,1950
13_18,male,5.627,531,estimates,1950
13_19,male,6.527,531,estimates,1950
15_17,male,2.796,531,estimates,1950
18_23,male,5.31,531,estimates,1950
15_24,male,8.947,531,estimates,1950
15_49,male,25.714,531,estimates,1950
15_59,male,28.542,531,estimates,1950
15_64,male,29.415,531,estimates,1950
20_64,male,24.807,531,estimates,1950
20_69,male,25.546,531,estimates,1950
25_49,male,16.767,531,estimates,1950
25_64,male,20.468,531,estimates,1950
25_69,male,21.207,531,estimates,1950
15plus,male,31.446,531,estimates,1950
16plus,male,30.505,531,estimates,1950
17plus,male,29.573,531,estimates,1950
18plus,male,28.65,531,estimates,1950
20plus,male,26.838,531,estimates,1950
21plus,male,25.949,531,estimates,1950
25plus,male,22.499,531,estimates,1950
50plus,male,5.732,531,estimates,1950
60plus,male,2.904,531,estimates,1950
65plus,male,2.031,531,estimates,1950
70plus,male,1.292,531,estimates,1950
75plus,male,0.633,531,estimates,1950
80plus,male,0.233,531,estimates,1950
85plus,male,0.091,531,estimates,1950
90plus,male,0.028,531,estimates,1950
total,male,50.015,531,estimates,1950
"Region, subregion, country or area *",female,Curaçao,531,estimates,1951
0_1,female,3.469,531,estimates,1951
0_4,female,7.919,531,estimates,1951
0_14,female,19.049,531,estimates,1951
0_17,female,21.874,531,estimates,1951
0_19,female,23.719,531,estimates,1951
0_24,female,28.071,531,estimates,1951
3_4,female,2.887,531,estimates,1951
3_5,female,4.223,531,estimates,1951
3_6,female,5.495,531,estimates,1951
4_5,female,2.742,531,estimates,1951
4_6,female,4.014,531,estimates,1951
5_14,female,11.13,531,estimates,1951
5_10,female,7.167,531,estimates,1951
5_11,female,8.201,531,estimates,1951
6_9,female,4.76,531,estimates,1951
6_10,female,5.831,531,estimates,1951
6_11,female,6.865,531,estimates,1951
6_12,female,7.864,531,estimates,1951
7_10,female,4.559,531,estimates,1951
7_12,female,6.592,531,estimates,1951
11_16,female,5.852,531,estimates,1951
11_17,female,6.788,531,estimates,1951
11_18,female,7.717,531,estimates,1951
12_14,female,2.929,531,estimates,1951
12_16,female,4.818,531,estimates,1951
12_17,female,5.754,531,estimates,1951
12_18,female,6.683,531,estimates,1951
13_17,female,4.755,531,estimates,1951
13_18,female,5.684,531,estimates,1951
13_19,female,6.6,531,estimates,1951
15_17,female,2.825,531,estimates,1951
18_23,female,5.362,531,estimates,1951
15_24,female,9.022,531,estimates,1951
15_49,female,24.25,531,estimates,1951
15_59,female,27.873,531,estimates,1951
15_64,female,29.261,531,estimates,1951
20_64,female,24.591,531,estimates,1951
20_69,female,25.816,531,estimates,1951
25_49,female,15.228,531,estimates,1951
25_64,female,20.239,531,estimates,1951
25_69,female,21.464,531,estimates,1951
15plus,female,33.143,531,estimates,1951
16plus,female,32.195,531,estimates,1951
17plus,female,31.254,531,estimates,1951
18plus,female,30.318,531,estimates,1951
20plus,female,28.473,531,estimates,1951
21plus,female,27.573,531,estimates,1951
25plus,female,24.121,531,estimates,1951
50plus,female,8.893,531,estimates,1951
60plus,female,5.27,531,estimates,1951
65plus,female,3.882,531,estimates,1951
70plus,female,2.657,531,estimates,1951
75plus,female,1.448,531,estimates,1951
80plus,female,0.589,531,estimates,1951
85plus,female,0.224,531,estimates,1951
90plus,female,0.07,531,estimates,1951
total,female,52.192,531,estimates,1951
"Region, subregion, country or area *",male,Curaçao,531,estimates,1951
0_1,male,3.612,531,estimates,1951
0_4,male,8.228,531,estimates,1951
0_14,male,19.794,531,estimates,1951
0_17,male,22.663,531,estimates,1951
0_19,male,24.521,531,estimates,1951
0_24,male,28.964,531,estimates,1951
3_4,male,2.997,531,estimates,1951
3_5,male,4.387,531,estimates,1951
3_6,male,5.712,531,estimates,1951
4_5,male,2.85,531,estimates,1951
4_6,male,4.175,531,estimates,1951
5_14,male,11.566,531,estimates,1951
5_10,male,7.466,531,estimates,1951
5_11,male,8.54,531,estimates,1951
6_9,male,4.961,531,estimates,1951
6_10,male,6.076,531,estimates,1951
6_11,male,7.15,531,estimates,1951
6_12,male,8.186,531,estimates,1951
7_10,male,4.751,531,estimates,1951
7_12,male,6.861,531,estimates,1951
11_16,male,6.024,531,estimates,1951
11_17,male,6.969,531,estimates,1951
11_18,male,7.904,531,estimates,1951
12_14,male,3.026,531,estimates,1951
12_16,male,4.95,531,estimates,1951
12_17,male,5.895,531,estimates,1951
12_18,male,6.83,531,estimates,1951
13_17,male,4.859,531,estimates,1951
13_18,male,5.794,531,estimates,1951
13_19,male,6.717,531,estimates,1951
15_17,male,2.869,531,estimates,1951
18_23,male,5.436,531,estimates,1951
15_24,male,9.17,531,estimates,1951
15_49,male,26.537,531,estimates,1951
15_59,male,29.563,531,estimates,1951
15_64,male,30.495,531,estimates,1951
20_64,male,25.768,531,estimates,1951
20_69,male,26.505,531,estimates,1951
25_49,male,17.367,531,estimates,1951
25_64,male,21.325,531,estimates,1951
25_69,male,22.062,531,estimates,1951
15plus,male,32.58,531,estimates,1951
16plus,male,31.611,531,estimates,1951
17plus,male,30.656,531,estimates,1951
18plus,male,29.711,531,estimates,1951
20plus,male,27.853,531,estimates,1951
21plus,male,26.943,531,estimates,1951
25plus,male,23.41,531,estimates,1951
50plus,male,6.043,531,estimates,1951
60plus,male,3.017,531,estimates,1951
65plus,male,2.085,531,estimates,1951
70plus,male,1.348,531,estimates,1951
75plus,male,0.689,531,estimates,1951
80plus,male,0.26,531,estimates,1951
85plus,male,0.094,531,estimates,1951
90plus,male,0.029,531,estimates,1951
total,male,52.374,531,estimates,1951
"Region, subregion, country or area *",female,Curaçao,531,estimates,1952
0_1,female,3.696,531,estimates,1952
0_4,female,8.392,531,estimates,1952
0_14,female,20.073,531,estimates,1952
0_17,female,22.943,531,estimates,1952
0_19,female,24.819,531,estimates,1952
0_24,female,29.271,531,estimates,1952
3_4,female,3.049,531,estimates,1952
3_5,female,4.461,531,estimates,1952
3_6,female,5.806,531,estimates,1952
4_5,female,2.897,531,estimates,1952
4_6,female,4.242,531,estimates,1952
5_14,female,11.681,531,estimates,1952
5_10,female,7.56,531,estimates,1952
5_11,female,8.643,531,estimates,1952
6_9,female,5.023,531,estimates,1952
6_10,female,6.148,531,estimates,1952
6_11,female,7.231,531,estimates,1952
6_12,female,8.276,531,estimates,1952
7_10,female,4.803,531,estimates,1952
7_12,female,6.931,531,estimates,1952
11_16,female,6.043,531,estimates,1952
11_17,female,6.991,531,estimates,1952
11_18,female,7.933,531,estimates,1952
12_14,female,3.038,531,estimates,1952
12_16,female,4.96,531,estimates,1952
12_17,female,5.908,531,estimates,1952
12_18,female,6.85,531,estimates,1952
13_17,female,4.863,531,estimates,1952
13_18,female,5.805,531,estimates,1952
13_19,female,6.739,531,estimates,1952
15_17,female,2.87,531,estimates,1952
18_23,female,5.468,531,estimates,1952
15_24,female,9.198,531,estimates,1952
15_49,female,24.864,531,estimates,1952
15_59,female,28.553,531,estimates,1952
15_64,female,29.989,531,estimates,1952
20_64,female,25.243,531,estimates,1952
20_69,female,26.444,531,estimates,1952
25_49,female,15.666,531,estimates,1952
25_64,female,20.791,531,estimates,1952
25_69,female,21.992,531,estimates,1952
15plus,female,33.888,531,estimates,1952
16plus,female,32.922,531,estimates,1952
17plus,female,31.966,531,estimates,1952
18plus,female,31.018,531,estimates,1952
20plus,female,29.142,531,estimates,1952
21plus,female,28.221,531,estimates,1952
25plus,female,24.69,531,estimates,1952
50plus,female,9.024,531,estimates,1952
60plus,female,5.335,531,estimates,1952
65plus,female,3.899,531,estimates,1952
70plus,female,2.698,531,estimates,1952
75plus,female,1.537,531,estimates,1952
80plus,female,0.642,531,estimates,1952
85plus,female,0.228,531,estimates,1952
90plus,female,0.077,531,estimates,1952
total,female,53.961,531,estimates,1952
"Region, subregion, country or area *",male,Curaçao,531,estimates,1952
0_1,male,3.873,531,estimates,1952
0_4,male,8.73,531,estimates,1952
0_14,male,20.875,531,estimates,1952
0_17,male,23.804,531,estimates,1952
0_19,male,25.691,531,estimates,1952
0_24,male,30.2,531,estimates,1952
3_4,male,3.155,531,estimates,1952
3_5,male,4.62,531,estimates,1952
3_6,male,6.017,531,estimates,1952
4_5,male,3.003,531,estimates,1952
4_6,male,4.4,531,estimates,1952
5_14,male,12.145,531,estimates,1952
5_10,male,7.871,531,estimates,1952
5_11,male,8.998,531,estimates,1952
6_9,male,5.232,531,estimates,1952
6_10,male,6.406,531,estimates,1952
6_11,male,7.533,531,estimates,1952
6_12,male,8.618,531,estimates,1952
7_10,male,5.009,531,estimates,1952
7_12,male,7.221,531,estimates,1952
11_16,male,6.242,531,estimates,1952
11_17,male,7.203,531,estimates,1952
11_18,male,8.152,531,estimates,1952
12_14,male,3.147,531,estimates,1952
12_16,male,5.115,531,estimates,1952
12_17,male,6.076,531,estimates,1952
12_18,male,7.025,531,estimates,1952
13_17,male,4.991,531,estimates,1952
13_18,male,5.94,531,estimates,1952
13_19,male,6.878,531,estimates,1952
15_17,male,2.929,531,estimates,1952
18_23,male,5.516,531,estimates,1952
15_24,male,9.325,531,estimates,1952
15_49,male,27.117,531,estimates,1952
15_59,male,30.335,531,estimates,1952
15_64,male,31.333,531,estimates,1952
20_64,male,26.517,531,estimates,1952
20_69,male,27.254,531,estimates,1952
25_49,male,17.792,531,estimates,1952
25_64,male,22.008,531,estimates,1952
25_69,male,22.745,531,estimates,1952
15plus,male,33.45,531,estimates,1952
16plus,male,32.458,531,estimates,1952
17plus,male,31.482,531,estimates,1952
18plus,male,30.521,531,estimates,1952
20plus,male,28.634,531,estimates,1952
21plus,male,27.709,531,estimates,1952
25plus,male,24.125,531,estimates,1952
50plus,male,6.333,531,estimates,1952
60plus,male,3.115,531,estimates,1952
65plus,male,2.117,531,estimates,1952
70plus,male,1.38,531,estimates,1952
75plus,male,0.736,531,estimates,1952
80plus,male,0.283,531,estimates,1952
85plus,male,0.095,531,estimates,1952
90plus,male,0.032,531,estimates,1952
total,male,54.325,531,estimates,1952
"Region, subregion, country or area *",female,Curaçao,531,estimates,1953
0_1,female,3.799,531,estimates,1953
0_4,female,8.733,531,estimates,1953
0_14,female,20.971,531,estimates,1953
0_17,female,23.893,531,estimates,1953
0_19,female,25.79,531,estimates,1953
0_24,female,30.32,531,estimates,1953
3_4,female,3.197,531,estimates,1953
3_5,female,4.681,531,estimates,1953
3_6,female,6.095,531,estimates,1953
4_5,female,3.043,531,estimates,1953
4_6,female,4.457,531,estimates,1953
5_14,female,12.238,531,estimates,1953
5_10,female,7.944,531,estimates,1953
5_11,female,9.077,531,estimates,1953
6_9,female,5.281,531,estimates,1953
6_10,female,6.46,531,estimates,1953
6_11,female,7.593,531,estimates,1953
6_12,female,8.684,531,estimates,1953
7_10,female,5.046,531,estimates,1953
7_12,female,7.27,531,estimates,1953
11_16,female,6.255,531,estimates,1953
11_17,female,7.216,531,estimates,1953
11_18,female,8.168,531,estimates,1953
12_14,female,3.161,531,estimates,1953
12_16,female,5.122,531,estimates,1953
12_17,female,6.083,531,estimates,1953
12_18,female,7.035,531,estimates,1953
13_17,female,4.992,531,estimates,1953
13_18,female,5.944,531,estimates,1953
13_19,female,6.889,531,estimates,1953
15_17,female,2.922,531,estimates,1953
18_23,female,5.55,531,estimates,1953
15_24,female,9.349,531,estimates,1953
15_49,female,25.415,531,estimates,1953
15_59,female,29.165,531,estimates,1953
15_64,female,30.653,531,estimates,1953
20_64,female,25.834,531,estimates,1953
20_69,female,27.023,531,estimates,1953
25_49,female,16.066,531,estimates,1953
25_64,female,21.304,531,estimates,1953
25_69,female,22.493,531,estimates,1953
15plus,female,34.541,531,estimates,1953
16plus,female,33.552,531,estimates,1953
17plus,female,32.58,531,estimates,1953
18plus,female,31.619,531,estimates,1953
20plus,female,29.722,531,estimates,1953
21plus,female,28.786,531,estimates,1953
25plus,female,25.192,531,estimates,1953
50plus,female,9.126,531,estimates,1953
60plus,female,5.376,531,estimates,1953
65plus,female,3.888,531,estimates,1953
70plus,female,2.699,531,estimates,1953
75plus,female,1.597,531,estimates,1953
80plus,female,0.684,531,estimates,1953
85plus,female,0.224,531,estimates,1953
90plus,female,0.079,531,estimates,1953
total,female,55.512,531,estimates,1953
"Region, subregion, country or area *",male,Curaçao,531,estimates,1953
0_1,male,3.985,531,estimates,1953
0_4,male,9.083,531,estimates,1953
0_14,male,21.787,531,estimates,1953
0_17,male,24.781,531,estimates,1953
0_19,male,26.693,531,estimates,1953
0_24,male,31.25,531,estimates,1953
3_4,male,3.297,531,estimates,1953
3_5,male,4.83,531,estimates,1953
3_6,male,6.292,531,estimates,1953
4_5,male,3.141,531,estimates,1953
4_6,male,4.603,531,estimates,1953
5_14,male,12.704,531,estimates,1953
5_10,male,8.243,531,estimates,1953
5_11,male,9.424,531,estimates,1953
6_9,male,5.479,531,estimates,1953
6_10,male,6.71,531,estimates,1953
6_11,male,7.891,531,estimates,1953
6_12,male,9.026,531,estimates,1953
7_10,male,5.248,531,estimates,1953
7_12,male,7.564,531,estimates,1953
11_16,male,6.477,531,estimates,1953
11_17,male,7.455,531,estimates,1953
11_18,male,8.418,531,estimates,1953
12_14,male,3.28,531,estimates,1953
12_16,male,5.296,531,estimates,1953
12_17,male,6.274,531,estimates,1953
12_18,male,7.237,531,estimates,1953
13_17,male,5.139,531,estimates,1953
13_18,male,6.102,531,estimates,1953
13_19,male,7.051,531,estimates,1953
15_17,male,2.994,531,estimates,1953
18_23,male,5.581,531,estimates,1953
15_24,male,9.463,531,estimates,1953
15_49,male,27.582,531,estimates,1953
15_59,male,31.0,531,estimates,1953
15_64,male,32.066,531,estimates,1953
20_64,male,27.16,531,estimates,1953
20_69,male,27.905,531,estimates,1953
25_49,male,18.119,531,estimates,1953
25_64,male,22.603,531,estimates,1953
25_69,male,23.348,531,estimates,1953
15plus,male,34.209,531,estimates,1953
16plus,male,33.189,531,estimates,1953
17plus,male,32.193,531,estimates,1953
18plus,male,31.215,531,estimates,1953
20plus,male,29.303,531,estimates,1953
21plus,male,28.366,531,estimates,1953
25plus,male,24.746,531,estimates,1953
50plus,male,6.627,531,estimates,1953
60plus,male,3.209,531,estimates,1953
65plus,male,2.143,531,estimates,1953
70plus,male,1.398,531,estimates,1953
75plus,male,0.774,531,estimates,1953
80plus,male,0.305,531,estimates,1953
85plus,male,0.094,531,estimates,1953
90plus,male,0.033,531,estimates,1953
total,male,55.996,531,estimates,1953
"Region, subregion, country or area *",female,Curaçao,531,estimates,1954
0_1,female,3.862,531,estimates,1954
0_4,female,8.982,531,estimates,1954
0_14,female,21.766,531,estimates,1954
0_17,female,24.755,531,estimates,1954
0_19,female,26.671,531,estimates,1954
0_24,female,31.261,531,estimates,1954
3_4,female,3.329,531,estimates,1954
3_5,female,4.879,531,estimates,1954
3_6,female,6.358,531,estimates,1954
4_5,female,3.175,531,estimates,1954
4_6,female,4.654,531,estimates,1954
5_14,female,12.784,531,estimates,1954
5_10,female,8.312,531,estimates,1954
5_11,female,9.495,531,estimates,1954
6_9,female,5.528,531,estimates,1954
6_10,female,6.762,531,estimates,1954
6_11,female,7.945,531,estimates,1954
6_12,female,9.082,531,estimates,1954
7_10,female,5.283,531,estimates,1954
7_12,female,7.603,531,estimates,1954
11_16,female,6.486,531,estimates,1954
11_17,female,7.461,531,estimates,1954
11_18,female,8.424,531,estimates,1954
12_14,female,3.289,531,estimates,1954
12_16,female,5.303,531,estimates,1954
12_17,female,6.278,531,estimates,1954
12_18,female,7.241,531,estimates,1954
13_17,female,5.141,531,estimates,1954
13_18,female,6.104,531,estimates,1954
13_19,female,7.057,531,estimates,1954
15_17,female,2.989,531,estimates,1954
18_23,female,5.618,531,estimates,1954
15_24,female,9.495,531,estimates,1954
15_49,female,25.909,531,estimates,1954
15_59,female,29.727,531,estimates,1954
15_64,female,31.258,531,estimates,1954
20_64,female,26.353,531,estimates,1954
20_69,female,27.545,531,estimates,1954
25_49,female,16.414,531,estimates,1954
25_64,female,21.763,531,estimates,1954
25_69,female,22.955,531,estimates,1954
15plus,female,35.136,531,estimates,1954
16plus,female,34.115,531,estimates,1954
17plus,female,33.122,531,estimates,1954
18plus,female,32.147,531,estimates,1954
20plus,female,30.231,531,estimates,1954
21plus,female,29.287,531,estimates,1954
25plus,female,25.641,531,estimates,1954
50plus,female,9.227,531,estimates,1954
60plus,female,5.409,531,estimates,1954
65plus,female,3.878,531,estimates,1954
70plus,female,2.686,531,estimates,1954
75plus,female,1.637,531,estimates,1954
80plus,female,0.726,531,estimates,1954
85plus,female,0.222,531,estimates,1954
90plus,female,0.077,531,estimates,1954
total,female,56.902,531,estimates,1954
"Region, subregion, country or area *",male,Curaçao,531,estimates,1954
0_1,male,4.05,531,estimates,1954
0_4,male,9.333,531,estimates,1954
0_14,male,22.568,531,estimates,1954
0_17,male,25.64,531,estimates,1954
0_19,male,27.579,531,estimates,1954
0_24,male,32.173,531,estimates,1954
3_4,male,3.427,531,estimates,1954
3_5,male,5.02,531,estimates,1954
3_6,male,6.542,531,estimates,1954
4_5,male,3.263,531,estimates,1954
4_6,male,4.785,531,estimates,1954
5_14,male,13.235,531,estimates,1954
5_10,male,8.583,531,estimates,1954
5_11,male,9.817,531,estimates,1954
6_9,male,5.706,531,estimates,1954
6_10,male,6.99,531,estimates,1954
6_11,male,8.224,531,estimates,1954
6_12,male,9.409,531,estimates,1954
7_10,male,5.468,531,estimates,1954
7_12,male,7.887,531,estimates,1954
11_16,male,6.728,531,estimates,1954
11_17,male,7.724,531,estimates,1954
11_18,male,8.702,531,estimates,1954
12_14,male,3.418,531,estimates,1954
12_16,male,5.494,531,estimates,1954
12_17,male,6.49,531,estimates,1954
12_18,male,7.468,531,estimates,1954
13_17,male,5.305,531,estimates,1954
13_18,male,6.283,531,estimates,1954
13_19,male,7.244,531,estimates,1954
15_17,male,3.072,531,estimates,1954
18_23,male,5.641,531,estimates,1954
15_24,male,9.605,531,estimates,1954
15_49,male,27.951,531,estimates,1954
15_59,male,31.587,531,estimates,1954
15_64,male,32.71,531,estimates,1954
20_64,male,27.699,531,estimates,1954
20_69,male,28.466,531,estimates,1954
25_49,male,18.346,531,estimates,1954
25_64,male,23.105,531,estimates,1954
25_69,male,23.872,531,estimates,1954
15plus,male,34.879,531,estimates,1954
16plus,male,33.824,531,estimates,1954
17plus,male,32.803,531,estimates,1954
18plus,male,31.807,531,estimates,1954
20plus,male,29.868,531,estimates,1954
21plus,male,28.922,531,estimates,1954
25plus,male,25.274,531,estimates,1954
50plus,male,6.928,531,estimates,1954
60plus,male,3.292,531,estimates,1954
65plus,male,2.169,531,estimates,1954
70plus,male,1.402,531,estimates,1954
75plus,male,0.797,531,estimates,1954
80plus,male,0.32,531,estimates,1954
85plus,male,0.093,531,estimates,1954
90plus,male,0.031,531,estimates,1954
total,male,57.447,531,estimates,1954
"Region, subregion, country or area *",female,Curaçao,531,estimates,1955
0_1,female,3.911,531,estimates,1955
0_4,female,9.18,531,estimates,1955
0_14,female,22.48,531,estimates,1955
0_17,female,25.556,531,estimates,1955
0_19,female,27.493,531,estimates,1955
0_24,female,32.132,531,estimates,1955
3_4,female,3.435,531,estimates,1955
3_5,female,5.042,531,estimates,1955
3_6,female,6.578,531,estimates,1955
4_5,female,3.287,531,estimates,1955
4_6,female,4.823,531,estimates,1955
5_14,female,13.3,531,estimates,1955
5_10,female,8.648,531,estimates,1955
5_11,female,9.881,531,estimates,1955
6_9,female,5.754,531,estimates,1955
6_10,female,7.041,531,estimates,1955
6_11,female,8.274,531,estimates,1955
6_12,female,9.458,531,estimates,1955
7_10,female,5.505,531,estimates,1955
7_12,female,7.922,531,estimates,1955
11_16,female,6.734,531,estimates,1955
11_17,female,7.728,531,estimates,1955
11_18,female,8.703,531,estimates,1955
12_14,female,3.419,531,estimates,1955
12_16,female,5.501,531,estimates,1955
12_17,female,6.495,531,estimates,1955
12_18,female,7.47,531,estimates,1955
13_17,female,5.311,531,estimates,1955
13_18,female,6.286,531,estimates,1955
13_19,female,7.248,531,estimates,1955
15_17,female,3.076,531,estimates,1955
18_23,female,5.677,531,estimates,1955
15_24,female,9.652,531,estimates,1955
15_49,female,26.362,531,estimates,1955
15_59,female,30.26,531,estimates,1955
15_64,female,31.821,531,estimates,1955
20_64,female,26.808,531,estimates,1955
20_69,female,28.015,531,estimates,1955
25_49,female,16.71,531,estimates,1955
25_64,female,22.169,531,estimates,1955
25_69,female,23.376,531,estimates,1955
15plus,female,35.683,531,estimates,1955
16plus,female,34.624,531,estimates,1955
17plus,female,33.601,531,estimates,1955
18plus,female,32.607,531,estimates,1955
20plus,female,30.67,531,estimates,1955
21plus,female,29.719,531,estimates,1955
25plus,female,26.031,531,estimates,1955
50plus,female,9.321,531,estimates,1955
60plus,female,5.423,531,estimates,1955
65plus,female,3.862,531,estimates,1955
70plus,female,2.655,531,estimates,1955
75plus,female,1.644,531,estimates,1955
80plus,female,0.756,531,estimates,1955
85plus,female,0.224,531,estimates,1955
90plus,female,0.068,531,estimates,1955
total,female,58.163,531,estimates,1955
"Region, subregion, country or area *",male,Curaçao,531,estimates,1955
0_1,male,4.097,531,estimates,1955
0_4,male,9.531,531,estimates,1955
0_14,male,23.257,531,estimates,1955
0_17,male,26.425,531,estimates,1955
0_19,male,28.393,531,estimates,1955
0_24,male,33.023,531,estimates,1955
3_4,male,3.534,531,estimates,1955
3_5,male,5.181,531,estimates,1955
3_6,male,6.755,531,estimates,1955
4_5,male,3.372,531,estimates,1955
4_6,male,4.946,531,estimates,1955
5_14,male,13.726,531,estimates,1955
5_10,male,8.887,531,estimates,1955
5_11,male,10.169,531,estimates,1955
6_9,male,5.909,531,estimates,1955
6_10,male,7.24,531,estimates,1955
6_11,male,8.522,531,estimates,1955
6_12,male,9.756,531,estimates,1955
7_10,male,5.666,531,estimates,1955
7_12,male,8.182,531,estimates,1955
11_16,male,6.988,531,estimates,1955
11_17,male,8.007,531,estimates,1955
11_18,male,9.001,531,estimates,1955
12_14,male,3.557,531,estimates,1955
12_16,male,5.706,531,estimates,1955
12_17,male,6.725,531,estimates,1955
12_18,male,7.719,531,estimates,1955
13_17,male,5.491,531,estimates,1955
13_18,male,6.485,531,estimates,1955
13_19,male,7.459,531,estimates,1955
15_17,male,3.168,531,estimates,1955
18_23,male,5.701,531,estimates,1955
15_24,male,9.766,531,estimates,1955
15_49,male,28.26,531,estimates,1955
15_59,male,32.135,531,estimates,1955
15_64,male,33.304,531,estimates,1955
20_64,male,28.168,531,estimates,1955
20_69,male,28.967,531,estimates,1955
25_49,male,18.494,531,estimates,1955
25_64,male,23.538,531,estimates,1955
25_69,male,24.337,531,estimates,1955
15plus,male,35.502,531,estimates,1955
16plus,male,34.407,531,estimates,1955
17plus,male,33.353,531,estimates,1955
18plus,male,32.334,531,estimates,1955
20plus,male,30.366,531,estimates,1955
21plus,male,29.41,531,estimates,1955
25plus,male,25.736,531,estimates,1955
50plus,male,7.242,531,estimates,1955
60plus,male,3.367,531,estimates,1955
65plus,male,2.198,531,estimates,1955
70plus,male,1.399,531,estimates,1955
75plus,male,0.807,531,estimates,1955
80plus,male,0.333,531,estimates,1955
85plus,male,0.094,531,estimates,1955
90plus,male,0.027,531,estimates,1955
total,male,58.759,531,estimates,1955
"Region, subregion, country or area *",female,Curaçao,531,estimates,1956
0_1,female,4.005,531,estimates,1956
0_4,female,9.457,531,estimates,1956
0_14,female,23.247,531,estimates,1956
0_17,female,26.375,531,estimates,1956
0_19,female,28.306,531,estimates,1956
0_24,female,32.93,531,estimates,1956
3_4,female,3.559,531,estimates,1956
3_5,female,5.228,531,estimates,1956
3_6,female,6.827,531,estimates,1956
4_5,female,3.411,531,estimates,1956
4_6,female,5.01,531,estimates,1956
5_14,female,13.79,531,estimates,1956
5_10,female,8.997,531,estimates,1956
5_11,female,10.275,531,estimates,1956
6_9,female,5.991,531,estimates,1956
6_10,female,7.328,531,estimates,1956
6_11,female,8.606,531,estimates,1956
6_12,female,9.828,531,estimates,1956
7_10,female,5.729,531,estimates,1956
7_12,female,8.229,531,estimates,1956
11_16,female,6.916,531,estimates,1956
11_17,female,7.921,531,estimates,1956
11_18,female,8.896,531,estimates,1956
12_14,female,3.515,531,estimates,1956
12_16,female,5.638,531,estimates,1956
