country,year,variant,gender,agebroad,population
862,2000,estimates,male,11_16,1640.734
862,2000,estimates,female,11_17,1819.938
862,2000,estimates,male,11_17,1892.624
862,2000,estimates,female,11_18,2058.448
862,2000,estimates,male,11_18,2139.215
862,2000,estimates,female,12_14,799.683
862,2000,estimates,male,12_14,832.565
862,2000,estimates,female,12_16,1303.711
862,2000,estimates,male,12_16,1356.033
862,2000,estimates,female,12_17,1546.774
862,2000,estimates,male,12_17,1607.923
862,2000,estimates,female,12_18,1785.284
862,2000,estimates,male,12_18,1854.514
862,2000,estimates,female,13_17,1275.368
862,2000,estimates,male,13_17,1325.145
862,2000,estimates,female,13_18,1513.878
862,2000,estimates,male,13_18,1571.736
862,2000,estimates,female,13_19,1748.567
862,2000,estimates,male,13_19,1813.686
862,2000,estimates,female,15plus,8100.67
862,2000,estimates,male,15plus,8023.919
862,2000,estimates,female,15_17,747.091
862,2000,estimates,male,15_17,775.358
862,2000,estimates,female,15_24,2327.034
862,2000,estimates,male,15_24,2395.255
862,2000,estimates,female,15_49,6421.308
862,2000,estimates,male,15_49,6489.771
862,2000,estimates,female,15_59,7232.433
862,2000,estimates,male,15_59,7276.738
862,2000,estimates,female,15_64,7517.844
862,2000,estimates,male,15_64,7542.92
862,2000,estimates,female,16plus,7845.479
862,2000,estimates,male,16plus,7758.742
862,2000,estimates,female,17plus,7596.642
862,2000,estimates,male,17plus,7500.451
862,2000,estimates,female,18plus,7353.579
862,2000,estimates,male,18plus,7248.561
862,2000,estimates,female,18_23,1369.573
862,2000,estimates,male,18_23,1405.939
862,2000,estimates,female,20plus,6880.38
862,2000,estimates,male,20plus,6760.02
862,2000,estimates,female,20_64,6297.554
862,2000,estimates,male,20_64,6279.021
862,2000,estimates,female,20_69,6515.084
862,2000,estimates,male,20_69,6475.415
862,2000,estimates,female,21plus,6649.721
862,2000,estimates,male,21plus,6522.924
862,2000,estimates,female,25plus,5773.636
862,2000,estimates,male,25plus,5628.664
862,2000,estimates,female,25_49,4094.274
862,2000,estimates,male,25_49,4094.516
862,2000,estimates,female,25_64,5190.81
862,2000,estimates,male,25_64,5147.665
862,2000,estimates,female,25_69,5408.34
862,2000,estimates,male,25_69,5344.059
862,2000,estimates,female,50plus,1679.362
862,2000,estimates,male,50plus,1534.148
862,2000,estimates,female,60plus,868.237
862,2000,estimates,male,60plus,747.181
862,2000,estimates,female,65plus,582.826
862,2000,estimates,male,65plus,480.999
862,2000,estimates,female,70plus,365.296
862,2000,estimates,male,70plus,284.605
862,2000,estimates,female,75plus,211.868
862,2000,estimates,male,75plus,151.939
862,2000,estimates,female,80plus,111.105
862,2000,estimates,male,80plus,72.08
862,2000,estimates,female,85plus,51.943
862,2000,estimates,male,85plus,29.224
862,2000,estimates,female,90plus,20.707
862,2000,estimates,male,90plus,9.702
862,2005,estimates,female,total,13369.831
862,2005,estimates,male,total,13399.284
862,2005,estimates,female,0_1,570.484
862,2005,estimates,male,0_1,596.24
862,2005,estimates,female,0_4,1407.754
862,2005,estimates,male,0_4,1470.533
862,2005,estimates,female,0_14,4146.895
862,2005,estimates,male,0_14,4327.712
862,2005,estimates,female,0_17,4963.089
862,2005,estimates,male,0_17,5175.123
862,2005,estimates,female,0_19,5490.025
862,2005,estimates,male,0_19,5719.208
862,2005,estimates,female,0_24,6706.515
862,2005,estimates,male,0_24,6960.991
862,2005,estimates,female,3_4,556.243
862,2005,estimates,male,3_4,580.772
862,2005,estimates,female,3_5,832.315
862,2005,estimates,male,3_5,868.969
862,2005,estimates,female,3_6,1107.486
862,2005,estimates,male,3_6,1156.211
862,2005,estimates,female,4_5,553.378
862,2005,estimates,male,4_5,577.708
862,2005,estimates,female,4_6,828.549
862,2005,estimates,male,4_6,864.95
862,2005,estimates,female,5_10,1647.265
862,2005,estimates,male,5_10,1719.319
862,2005,estimates,female,5_11,1920.375
862,2005,estimates,male,5_11,2004.214
862,2005,estimates,female,5_14,2739.141
862,2005,estimates,male,5_14,2857.179
862,2005,estimates,female,6_9,1097.651
862,2005,estimates,male,6_9,1145.697
862,2005,estimates,female,6_10,1371.193
862,2005,estimates,male,6_10,1431.122
862,2005,estimates,female,6_11,1644.303
862,2005,estimates,male,6_11,1716.017
862,2005,estimates,female,6_12,1917.174
862,2005,estimates,male,6_12,2000.526
862,2005,estimates,female,7_10,1096.022
862,2005,estimates,male,7_10,1143.88
862,2005,estimates,female,7_12,1642.003
862,2005,estimates,male,7_12,1713.284
862,2005,estimates,female,11_16,1637.282
862,2005,estimates,male,11_16,1704.554
862,2005,estimates,female,11_17,1908.07
862,2005,estimates,male,11_17,1985.271
862,2005,estimates,female,11_18,2174.526
862,2005,estimates,male,11_18,2260.817
862,2005,estimates,female,12_14,818.766000000001
862,2005,estimates,male,12_14,852.965000000001
862,2005,estimates,female,12_16,1364.172
862,2005,estimates,male,12_16,1419.659
862,2005,estimates,female,12_17,1634.96
862,2005,estimates,male,12_17,1700.376
862,2005,estimates,female,12_18,1901.416
862,2005,estimates,male,12_18,1975.922
862,2005,estimates,female,13_17,1362.089
862,2005,estimates,male,13_17,1415.867
862,2005,estimates,female,13_18,1628.545
862,2005,estimates,male,13_18,1691.413
862,2005,estimates,female,13_19,1889.025
862,2005,estimates,male,13_19,1959.952
862,2005,estimates,female,15plus,9222.936
862,2005,estimates,male,15plus,9071.572
862,2005,estimates,female,15_17,816.194
862,2005,estimates,male,15_17,847.410999999999
862,2005,estimates,female,15_24,2559.62
862,2005,estimates,male,15_24,2633.279
862,2005,estimates,female,15_49,7173.803
862,2005,estimates,male,15_49,7212.726
862,2005,estimates,female,15_59,8158.592
862,2005,estimates,male,15_59,8165.071
862,2005,estimates,female,15_64,8501.425
862,2005,estimates,male,15_64,8485.07
862,2005,estimates,female,16plus,8950.157
862,2005,estimates,male,16plus,8787.98
862,2005,estimates,female,17plus,8677.53
862,2005,estimates,male,17plus,8504.878
862,2005,estimates,female,18plus,8406.742
862,2005,estimates,male,18plus,8224.161
862,2005,estimates,female,18_23,1509.535
862,2005,estimates,male,18_23,1548.745
862,2005,estimates,female,20plus,7879.806
862,2005,estimates,male,20plus,7680.076
862,2005,estimates,female,20_64,7158.295
862,2005,estimates,male,20_64,7093.574
862,2005,estimates,female,20_69,7421.156
862,2005,estimates,male,20_69,7330.268
862,2005,estimates,female,21plus,7625.323
862,2005,estimates,male,21plus,7418.561
862,2005,estimates,female,25plus,6663.316
862,2005,estimates,male,25plus,6438.293
862,2005,estimates,female,25_49,4614.183
862,2005,estimates,male,25_49,4579.447
862,2005,estimates,female,25_64,5941.805
862,2005,estimates,male,25_64,5851.791
862,2005,estimates,female,25_69,6204.666
862,2005,estimates,male,25_69,6088.485
862,2005,estimates,female,50plus,2049.133
862,2005,estimates,male,50plus,1858.846
862,2005,estimates,female,60plus,1064.344
862,2005,estimates,male,60plus,906.501
862,2005,estimates,female,65plus,721.511
862,2005,estimates,male,65plus,586.502
862,2005,estimates,female,70plus,458.65
862,2005,estimates,male,70plus,349.808
862,2005,estimates,female,75plus,270.112
862,2005,estimates,male,75plus,186.97
862,2005,estimates,female,80plus,144.35
862,2005,estimates,male,80plus,88.163
862,2005,estimates,female,85plus,68.573
862,2005,estimates,male,85plus,35.658
862,2005,estimates,female,90plus,28.245
862,2005,estimates,male,90plus,11.765
862,2010,estimates,female,total,14521.816
862,2010,estimates,male,total,14473.929
862,2010,estimates,female,0_1,575.454
862,2010,estimates,male,0_1,602.577
862,2010,estimates,female,0_4,1433.647
862,2010,estimates,male,0_4,1498.365
862,2010,estimates,female,0_14,4209.738
862,2010,estimates,male,0_14,4394.174
862,2010,estimates,female,0_17,5027.013
862,2010,estimates,male,0_17,5243.236
862,2010,estimates,female,0_19,5571.026
862,2010,estimates,male,0_19,5805.079
862,2010,estimates,female,0_24,6908.433
862,2010,estimates,male,0_24,7170.832
862,2010,estimates,female,3_4,571.201
862,2010,estimates,male,3_4,595.976
862,2010,estimates,female,3_5,855.021
862,2010,estimates,male,3_5,891.938
862,2010,estimates,female,3_6,1137.471
862,2010,estimates,male,3_6,1186.459
862,2010,estimates,female,4_5,568.884
862,2010,estimates,male,4_5,593.304
862,2010,estimates,female,4_6,851.334
862,2010,estimates,male,4_6,887.825
862,2010,estimates,female,5_10,1681.282
862,2010,estimates,male,5_10,1753.722
862,2010,estimates,female,5_11,1956.123
862,2010,estimates,male,5_11,2040.646
862,2010,estimates,female,5_14,2776.091
862,2010,estimates,male,5_14,2895.809
862,2010,estimates,female,6_9,1120.974
862,2010,estimates,male,6_9,1169.2
862,2010,estimates,female,6_10,1397.462
862,2010,estimates,male,6_10,1457.76
862,2010,estimates,female,6_11,1672.303
862,2010,estimates,male,6_11,1744.684
862,2010,estimates,female,6_12,1945.956
862,2010,estimates,male,6_12,2030.335
862,2010,estimates,female,7_10,1115.012
862,2010,estimates,male,7_10,1163.239
862,2010,estimates,female,7_12,1663.506
862,2010,estimates,male,7_12,1735.814
862,2010,estimates,female,11_16,1640.049
862,2010,estimates,male,11_16,1709.021
862,2010,estimates,female,11_17,1912.084
862,2010,estimates,male,11_17,1991.149
862,2010,estimates,female,11_18,2184.101
862,2010,estimates,male,11_18,2272.52
862,2010,estimates,female,12_14,819.968
862,2010,estimates,male,12_14,855.163
862,2010,estimates,female,12_16,1365.208
862,2010,estimates,male,12_16,1422.097
862,2010,estimates,female,12_17,1637.243
862,2010,estimates,male,12_17,1704.225
862,2010,estimates,female,12_18,1909.26
862,2010,estimates,male,12_18,1985.596
862,2010,estimates,female,13_17,1363.59
862,2010,estimates,male,13_17,1418.574
862,2010,estimates,female,13_18,1635.607
862,2010,estimates,male,13_18,1699.945
862,2010,estimates,female,13_19,1907.603
862,2010,estimates,male,13_19,1980.417
862,2010,estimates,female,15plus,10312.078
862,2010,estimates,male,15plus,10079.755
862,2010,estimates,female,15_17,817.275
862,2010,estimates,male,15_17,849.062
862,2010,estimates,female,15_24,2698.695
862,2010,estimates,male,15_24,2776.658
862,2010,estimates,female,15_49,7793.396
862,2010,estimates,male,15_49,7813.459
862,2010,estimates,female,15_59,9010.405
862,2010,estimates,male,15_59,8982.327
862,2010,estimates,female,15_64,9426.98
862,2010,estimates,male,15_64,9369.259
862,2010,estimates,female,16plus,10039.197
862,2010,estimates,male,16plus,9795.824
862,2010,estimates,female,17plus,9766.838
862,2010,estimates,male,17plus,9512.821
862,2010,estimates,female,18plus,9494.803
862,2010,estimates,male,18plus,9230.693
862,2010,estimates,female,18_23,1622.15
862,2010,estimates,male,18_23,1664.632
862,2010,estimates,female,20plus,8950.79
862,2010,estimates,male,20plus,8668.85
862,2010,estimates,female,20_64,8065.692
862,2010,estimates,male,20_64,7958.354
862,2010,estimates,female,20_69,8382.353
862,2010,estimates,male,20_69,8242.388
862,2010,estimates,female,21plus,8679.052
862,2010,estimates,male,21plus,8389.53
862,2010,estimates,female,25plus,7613.383
862,2010,estimates,male,25plus,7303.097
862,2010,estimates,female,25_49,5094.701
862,2010,estimates,male,25_49,5036.801
862,2010,estimates,female,25_64,6728.285
862,2010,estimates,male,25_64,6592.601
862,2010,estimates,female,25_69,7044.946
862,2010,estimates,male,25_69,6876.635
862,2010,estimates,female,50plus,2518.682
862,2010,estimates,male,50plus,2266.296
862,2010,estimates,female,60plus,1301.673
862,2010,estimates,male,60plus,1097.428
862,2010,estimates,female,65plus,885.098
862,2010,estimates,male,65plus,710.496
862,2010,estimates,female,70plus,568.437
862,2010,estimates,male,70plus,426.462
862,2010,estimates,female,75plus,338.029
862,2010,estimates,male,75plus,229.163
862,2010,estimates,female,80plus,183.06
862,2010,estimates,male,80plus,106.53
862,2010,estimates,female,85plus,87.871
862,2010,estimates,male,85plus,41.702
862,2010,estimates,female,90plus,36.237
862,2010,estimates,male,90plus,13.227
862,2015,constant-fertility,female,total,15620.882
862,2015,constant-fertility,male,total,15487.201
862,2015,constant-mortality,female,total,15620.882
862,2015,constant-mortality,male,total,15487.201
862,2015,estimates,female,total,15620.882
862,2015,estimates,male,total,15487.201
862,2015,high variant,female,total,15620.882
862,2015,high variant,male,total,15487.201
862,2015,instant-replacement,female,total,15620.882
862,2015,instant-replacement,male,total,15487.201
862,2015,low variant,female,total,15620.882
862,2015,low variant,male,total,15487.201
862,2015,medium variant,female,total,15620.882
862,2015,medium variant,male,total,15487.201
862,2015,no change,female,total,15620.882
862,2015,no change,male,total,15487.201
862,2015,zero-migration,female,total,15620.882
862,2015,zero-migration,male,total,15487.201
862,2015,estimates,female,0_1,579.554
862,2015,estimates,male,0_1,606.921
862,2015,medium variant,female,0_1,579.554
862,2015,medium variant,male,0_1,606.921
862,2015,constant-fertility,female,0_4,1446.931
862,2015,constant-fertility,male,0_4,1513.015
862,2015,constant-mortality,female,0_4,1446.931
862,2015,constant-mortality,male,0_4,1513.015
862,2015,estimates,female,0_4,1446.931
862,2015,estimates,male,0_4,1513.015
862,2015,high variant,female,0_4,1446.931
862,2015,high variant,male,0_4,1513.015
862,2015,instant-replacement,female,0_4,1446.931
862,2015,instant-replacement,male,0_4,1513.015
862,2015,low variant,female,0_4,1446.931
862,2015,low variant,male,0_4,1513.015
862,2015,medium variant,female,0_4,1446.931
862,2015,medium variant,male,0_4,1513.015
862,2015,no change,female,0_4,1446.931
862,2015,no change,male,0_4,1513.015
862,2015,zero-migration,female,0_4,1446.931
862,2015,zero-migration,male,0_4,1513.015
862,2015,constant-fertility,female,0_14,4278.352
862,2015,constant-fertility,male,0_14,4464.703
862,2015,constant-mortality,female,0_14,4278.352
862,2015,constant-mortality,male,0_14,4464.703
862,2015,estimates,female,0_14,4278.352
862,2015,estimates,male,0_14,4464.703
862,2015,high variant,female,0_14,4278.352
862,2015,high variant,male,0_14,4464.703
862,2015,instant-replacement,female,0_14,4278.352
862,2015,instant-replacement,male,0_14,4464.703
862,2015,low variant,female,0_14,4278.352
862,2015,low variant,male,0_14,4464.703
862,2015,medium variant,female,0_14,4278.352
862,2015,medium variant,male,0_14,4464.703
862,2015,no change,female,0_14,4278.352
862,2015,no change,male,0_14,4464.703
862,2015,zero-migration,female,0_14,4278.352
862,2015,zero-migration,male,0_14,4464.703
862,2015,estimates,female,0_17,5099.675
862,2015,estimates,male,0_17,5318.317
862,2015,medium variant,female,0_17,5099.675
862,2015,medium variant,male,0_17,5318.317
862,2015,constant-fertility,female,0_19,5643.041
862,2015,constant-fertility,male,0_19,5880.035
862,2015,constant-mortality,female,0_19,5643.041
862,2015,constant-mortality,male,0_19,5880.035
862,2015,estimates,female,0_19,5643.041
862,2015,estimates,male,0_19,5880.035
862,2015,high variant,female,0_19,5643.041
862,2015,high variant,male,0_19,5880.035
862,2015,instant-replacement,female,0_19,5643.041
862,2015,instant-replacement,male,0_19,5880.035
862,2015,low variant,female,0_19,5643.041
862,2015,low variant,male,0_19,5880.035
862,2015,medium variant,female,0_19,5643.041
862,2015,medium variant,male,0_19,5880.035
862,2015,no change,female,0_19,5643.041
862,2015,no change,male,0_19,5880.035
862,2015,zero-migration,female,0_19,5643.041
862,2015,zero-migration,male,0_19,5880.035
862,2015,constant-fertility,female,0_24,6995.595
862,2015,constant-fertility,male,0_24,7262.074
862,2015,constant-mortality,female,0_24,6995.595
862,2015,constant-mortality,male,0_24,7262.074
862,2015,estimates,female,0_24,6995.595
862,2015,estimates,male,0_24,7262.074
862,2015,high variant,female,0_24,6995.595
862,2015,high variant,male,0_24,7262.074
862,2015,instant-replacement,female,0_24,6995.595
862,2015,instant-replacement,male,0_24,7262.074
862,2015,low variant,female,0_24,6995.595
862,2015,low variant,male,0_24,7262.074
862,2015,medium variant,female,0_24,6995.595
862,2015,medium variant,male,0_24,7262.074
862,2015,no change,female,0_24,6995.595
862,2015,no change,male,0_24,7262.074
862,2015,zero-migration,female,0_24,6995.595
862,2015,zero-migration,male,0_24,7262.074
862,2015,estimates,female,3_4,577.824
862,2015,estimates,male,3_4,603.392
862,2015,medium variant,female,3_4,577.824
862,2015,medium variant,male,3_4,603.392
862,2015,estimates,female,3_5,865.796
862,2015,estimates,male,3_5,903.886
862,2015,medium variant,female,3_5,865.796
862,2015,medium variant,male,3_5,903.886
862,2015,estimates,female,3_6,1152.96
862,2015,estimates,male,3_6,1203.45
862,2015,medium variant,female,3_6,1152.96
862,2015,medium variant,male,3_6,1203.45
862,2015,estimates,female,4_5,576.618
862,2015,estimates,male,4_5,601.822
862,2015,medium variant,female,4_5,576.618
862,2015,medium variant,male,4_5,601.822
862,2015,estimates,female,4_6,863.782
862,2015,estimates,male,4_6,901.386
862,2015,medium variant,female,4_6,863.782
862,2015,medium variant,male,4_6,901.386
862,2015,estimates,female,5_10,1713.527
862,2015,estimates,male,5_10,1787.128
862,2015,medium variant,female,5_10,1713.527
862,2015,medium variant,male,5_10,1787.128
862,2015,estimates,female,5_11,1995.232
862,2015,estimates,male,5_11,2080.751
862,2015,medium variant,female,5_11,1995.232
862,2015,medium variant,male,5_11,2080.751
862,2015,constant-fertility,female,5_14,2831.421
862,2015,constant-fertility,male,5_14,2951.688
862,2015,constant-mortality,female,5_14,2831.421
862,2015,constant-mortality,male,5_14,2951.688
862,2015,estimates,female,5_14,2831.421
862,2015,estimates,male,5_14,2951.688
862,2015,high variant,female,5_14,2831.421
862,2015,high variant,male,5_14,2951.688
862,2015,instant-replacement,female,5_14,2831.421
862,2015,instant-replacement,male,5_14,2951.688
862,2015,low variant,female,5_14,2831.421
862,2015,low variant,male,5_14,2951.688
862,2015,medium variant,female,5_14,2831.421
862,2015,medium variant,male,5_14,2951.688
862,2015,no change,female,5_14,2831.421
862,2015,no change,male,5_14,2951.688
862,2015,zero-migration,female,5_14,2831.421
862,2015,zero-migration,male,5_14,2951.688
862,2015,estimates,female,6_9,1142.669
862,2015,estimates,male,6_9,1191.712
862,2015,medium variant,female,6_9,1142.669
862,2015,medium variant,male,6_9,1191.712
862,2015,estimates,female,6_10,1425.555
862,2015,estimates,male,6_10,1486.634
862,2015,medium variant,female,6_10,1425.555
862,2015,medium variant,male,6_10,1486.634
862,2015,estimates,female,6_11,1707.26
862,2015,estimates,male,6_11,1780.257
862,2015,medium variant,female,6_11,1707.26
862,2015,medium variant,male,6_11,1780.257
862,2015,estimates,female,6_12,1987.612
862,2015,estimates,male,6_12,2072.384
862,2015,medium variant,female,6_12,1987.612
862,2015,medium variant,male,6_12,2072.384
862,2015,estimates,female,7_10,1138.391
862,2015,estimates,male,7_10,1187.07
862,2015,medium variant,female,7_10,1138.391
862,2015,medium variant,male,7_10,1187.07
862,2015,estimates,female,7_12,1700.448
862,2015,estimates,male,7_12,1772.82
862,2015,medium variant,female,7_12,1700.448
862,2015,medium variant,male,7_12,1772.82
862,2015,estimates,female,11_16,1666.899
862,2015,estimates,male,11_16,1735.5
862,2015,medium variant,female,11_16,1666.899
862,2015,medium variant,male,11_16,1735.5
862,2015,estimates,female,11_17,1939.217
862,2015,estimates,male,11_17,2018.174
862,2015,medium variant,female,11_17,1939.217
862,2015,medium variant,male,11_17,2018.174
862,2015,estimates,female,11_18,2210.96
862,2015,estimates,male,11_18,2299.546
862,2015,medium variant,female,11_18,2210.96
862,2015,medium variant,male,11_18,2299.546
862,2015,estimates,female,12_14,836.189
862,2015,estimates,male,12_14,870.937
862,2015,medium variant,female,12_14,836.189
862,2015,medium variant,male,12_14,870.937
862,2015,estimates,female,12_16,1385.194
862,2015,estimates,male,12_16,1441.877
862,2015,medium variant,female,12_16,1385.194
862,2015,medium variant,male,12_16,1441.877
862,2015,estimates,female,12_17,1657.512
862,2015,estimates,male,12_17,1724.551
862,2015,medium variant,female,12_17,1657.512
862,2015,medium variant,male,12_17,1724.551
862,2015,estimates,female,12_18,1929.255
862,2015,estimates,male,12_18,2005.923
862,2015,medium variant,female,12_18,1929.255
862,2015,medium variant,male,12_18,2005.923
862,2015,estimates,female,13_17,1377.16
862,2015,estimates,male,13_17,1432.424
862,2015,medium variant,female,13_17,1377.16
862,2015,medium variant,male,13_17,1432.424
862,2015,estimates,female,13_18,1648.903
862,2015,estimates,male,13_18,1713.796
862,2015,medium variant,female,13_18,1648.903
862,2015,medium variant,male,13_18,1713.796
862,2015,estimates,female,13_19,1920.526
862,2015,estimates,male,13_19,1994.142
862,2015,medium variant,female,13_19,1920.526
862,2015,medium variant,male,13_19,1994.142
862,2015,constant-fertility,female,15plus,11342.53
862,2015,constant-fertility,male,15plus,11022.498
862,2015,constant-mortality,female,15plus,11342.53
862,2015,constant-mortality,male,15plus,11022.498
862,2015,estimates,female,15plus,11342.53
862,2015,estimates,male,15plus,11022.498
862,2015,high variant,female,15plus,11342.53
862,2015,high variant,male,15plus,11022.498
862,2015,instant-replacement,female,15plus,11342.53
862,2015,instant-replacement,male,15plus,11022.498
862,2015,low variant,female,15plus,11342.53
862,2015,low variant,male,15plus,11022.498
862,2015,medium variant,female,15plus,11342.53
862,2015,medium variant,male,15plus,11022.498
862,2015,no change,female,15plus,11342.53
862,2015,no change,male,15plus,11022.498
862,2015,zero-migration,female,15plus,11342.53
862,2015,zero-migration,male,15plus,11022.498
862,2015,estimates,female,15_17,821.323
862,2015,estimates,male,15_17,853.614
862,2015,medium variant,female,15_17,821.323
862,2015,medium variant,male,15_17,853.614
862,2015,constant-fertility,female,15_24,2717.243
862,2015,constant-fertility,male,15_24,2797.371
862,2015,constant-mortality,female,15_24,2717.243
862,2015,constant-mortality,male,15_24,2797.371
862,2015,estimates,female,15_24,2717.243
862,2015,estimates,male,15_24,2797.371
862,2015,high variant,female,15_24,2717.243
862,2015,high variant,male,15_24,2797.371
862,2015,instant-replacement,female,15_24,2717.243
862,2015,instant-replacement,male,15_24,2797.371
862,2015,low variant,female,15_24,2717.243
862,2015,low variant,male,15_24,2797.371
862,2015,medium variant,female,15_24,2717.243
862,2015,medium variant,male,15_24,2797.371
862,2015,no change,female,15_24,2717.243
862,2015,no change,male,15_24,2797.371
862,2015,zero-migration,female,15_24,2717.243
862,2015,zero-migration,male,15_24,2797.371
862,2015,constant-fertility,female,15_49,8224.29
862,2015,constant-fertility,male,15_49,8235.08
862,2015,constant-mortality,female,15_49,8224.29
862,2015,constant-mortality,male,15_49,8235.08
862,2015,estimates,female,15_49,8224.29
862,2015,estimates,male,15_49,8235.08
862,2015,high variant,female,15_49,8224.29
862,2015,high variant,male,15_49,8235.08
862,2015,instant-replacement,female,15_49,8224.29
862,2015,instant-replacement,male,15_49,8235.08
862,2015,low variant,female,15_49,8224.29
862,2015,low variant,male,15_49,8235.08
862,2015,medium variant,female,15_49,8224.29
862,2015,medium variant,male,15_49,8235.08
862,2015,no change,female,15_49,8224.29
862,2015,no change,male,15_49,8235.08
862,2015,zero-migration,female,15_49,8224.29
862,2015,zero-migration,male,15_49,8235.08
862,2015,constant-fertility,female,15_59,9750.219
862,2015,constant-fertility,male,15_59,9690.238
862,2015,constant-mortality,female,15_59,9750.219
862,2015,constant-mortality,male,15_59,9690.238
862,2015,estimates,female,15_59,9750.219
862,2015,estimates,male,15_59,9690.238
862,2015,high variant,female,15_59,9750.219
862,2015,high variant,male,15_59,9690.238
862,2015,instant-replacement,female,15_59,9750.219
862,2015,instant-replacement,male,15_59,9690.238
862,2015,low variant,female,15_59,9750.219
862,2015,low variant,male,15_59,9690.238
862,2015,medium variant,female,15_59,9750.219
862,2015,medium variant,male,15_59,9690.238
862,2015,no change,female,15_59,9750.219
862,2015,no change,male,15_59,9690.238
862,2015,zero-migration,female,15_59,9750.219
862,2015,zero-migration,male,15_59,9690.238
862,2015,constant-fertility,female,15_64,10255.945
862,2015,constant-fertility,male,15_64,10159.541
862,2015,constant-mortality,female,15_64,10255.945
862,2015,constant-mortality,male,15_64,10159.541
862,2015,estimates,female,15_64,10255.945
862,2015,estimates,male,15_64,10159.541
862,2015,high variant,female,15_64,10255.945
862,2015,high variant,male,15_64,10159.541
862,2015,instant-replacement,female,15_64,10255.945
862,2015,instant-replacement,male,15_64,10159.541
862,2015,low variant,female,15_64,10255.945
862,2015,low variant,male,15_64,10159.541
862,2015,medium variant,female,15_64,10255.945
862,2015,medium variant,male,15_64,10159.541
862,2015,no change,female,15_64,10255.945
862,2015,no change,male,15_64,10159.541
862,2015,zero-migration,female,15_64,10255.945
862,2015,zero-migration,male,15_64,10159.541
862,2015,estimates,female,16plus,11067.144
862,2015,estimates,male,16plus,10736.002
862,2015,medium variant,female,16plus,11067.144
862,2015,medium variant,male,16plus,10736.002
862,2015,estimates,female,17plus,10793.525
862,2015,estimates,male,17plus,10451.558
862,2015,medium variant,female,17plus,10793.525
862,2015,medium variant,male,17plus,10451.558
862,2015,estimates,female,18plus,10521.207
862,2015,estimates,male,18plus,10168.884
862,2015,medium variant,female,18plus,10521.207
862,2015,medium variant,male,18plus,10168.884
862,2015,estimates,female,18_23,1625.789
862,2015,estimates,male,18_23,1669.628
862,2015,medium variant,female,18_23,1625.789
862,2015,medium variant,male,18_23,1669.628
862,2015,constant-fertility,female,20plus,9977.841
862,2015,constant-fertility,male,20plus,9607.166
862,2015,constant-mortality,female,20plus,9977.841
862,2015,constant-mortality,male,20plus,9607.166
862,2015,estimates,female,20plus,9977.841
862,2015,estimates,male,20plus,9607.166
862,2015,high variant,female,20plus,9977.841
862,2015,high variant,male,20plus,9607.166
862,2015,instant-replacement,female,20plus,9977.841
862,2015,instant-replacement,male,20plus,9607.166
862,2015,low variant,female,20plus,9977.841
862,2015,low variant,male,20plus,9607.166
862,2015,medium variant,female,20plus,9977.841
862,2015,medium variant,male,20plus,9607.166
862,2015,no change,female,20plus,9977.841
862,2015,no change,male,20plus,9607.166
862,2015,zero-migration,female,20plus,9977.841
862,2015,zero-migration,male,20plus,9607.166
862,2015,constant-fertility,female,20_64,8891.256
862,2015,constant-fertility,male,20_64,8744.209
862,2015,constant-mortality,female,20_64,8891.256
862,2015,constant-mortality,male,20_64,8744.209
862,2015,estimates,female,20_64,8891.256
862,2015,estimates,male,20_64,8744.209
862,2015,high variant,female,20_64,8891.256
862,2015,high variant,male,20_64,8744.209
862,2015,instant-replacement,female,20_64,8891.256
862,2015,instant-replacement,male,20_64,8744.209
862,2015,low variant,female,20_64,8891.256
862,2015,low variant,male,20_64,8744.209
862,2015,medium variant,female,20_64,8891.256
862,2015,medium variant,male,20_64,8744.209
862,2015,no change,female,20_64,8891.256
862,2015,no change,male,20_64,8744.209
862,2015,zero-migration,female,20_64,8891.256
862,2015,zero-migration,male,20_64,8744.209
862,2015,constant-fertility,female,20_69,9277.15
862,2015,constant-fertility,male,20_69,9088.017
862,2015,constant-mortality,female,20_69,9277.15
862,2015,constant-mortality,male,20_69,9088.017
862,2015,estimates,female,20_69,9277.15
862,2015,estimates,male,20_69,9088.017
862,2015,high variant,female,20_69,9277.15
862,2015,high variant,male,20_69,9088.017
862,2015,instant-replacement,female,20_69,9277.15
862,2015,instant-replacement,male,20_69,9088.017
862,2015,low variant,female,20_69,9277.15
862,2015,low variant,male,20_69,9088.017
862,2015,medium variant,female,20_69,9277.15
862,2015,medium variant,male,20_69,9088.017
862,2015,no change,female,20_69,9277.15
862,2015,no change,male,20_69,9088.017
862,2015,zero-migration,female,20_69,9277.15
862,2015,zero-migration,male,20_69,9088.017
862,2015,estimates,female,21plus,9706.563
862,2015,estimates,male,21plus,9328.084
862,2015,medium variant,female,21plus,9706.563
862,2015,medium variant,male,21plus,9328.084
862,2015,constant-fertility,female,25plus,8625.287
862,2015,constant-fertility,male,25plus,8225.127
862,2015,constant-mortality,female,25plus,8625.287
862,2015,constant-mortality,male,25plus,8225.127
862,2015,estimates,female,25plus,8625.287
862,2015,estimates,male,25plus,8225.127
862,2015,high variant,female,25plus,8625.287
862,2015,high variant,male,25plus,8225.127
862,2015,instant-replacement,female,25plus,8625.287
862,2015,instant-replacement,male,25plus,8225.127
862,2015,low variant,female,25plus,8625.287
