agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Haiti,332,estimates,1950
0_1,female,99.407,332,estimates,1950
0_4,female,236.689,332,estimates,1950
0_14,female,634.953,332,estimates,1950
0_17,female,736.17,332,estimates,1950
0_19,female,798.663,332,estimates,1950
0_24,female,940.677,332,estimates,1950
3_4,female,90.16,332,estimates,1950
3_5,female,133.547,332,estimates,1950
3_6,female,175.991,332,estimates,1950
4_5,female,87.849,332,estimates,1950
4_6,female,130.293,332,estimates,1950
5_14,female,398.264,332,estimates,1950
5_10,female,247.914,332,estimates,1950
5_11,female,286.857,332,estimates,1950
6_9,female,165.032,332,estimates,1950
6_10,female,204.527,332,estimates,1950
6_11,female,243.47,332,estimates,1950
6_12,female,281.687,332,estimates,1950
7_10,female,162.083,332,estimates,1950
7_12,female,239.243,332,estimates,1950
11_16,female,218.918,332,estimates,1950
11_17,female,251.567,332,estimates,1950
11_18,female,283.253,332,estimates,1950
12_14,female,111.407,332,estimates,1950
12_16,female,179.975,332,estimates,1950
12_17,female,212.624,332,estimates,1950
12_18,female,244.31,332,estimates,1950
13_17,female,174.407,332,estimates,1950
13_18,female,206.093,332,estimates,1950
13_19,female,236.9,332,estimates,1950
15_17,female,101.217,332,estimates,1950
18_23,female,177.42,332,estimates,1950
15_24,female,305.724,332,estimates,1950
15_49,female,816.09,332,estimates,1950
15_59,female,914.055,332,estimates,1950
15_64,female,946.929,332,estimates,1950
20_64,female,783.219,332,estimates,1950
20_69,female,808.039,332,estimates,1950
25_49,female,510.366,332,estimates,1950
25_64,female,641.205,332,estimates,1950
25_69,female,666.025,332,estimates,1950
15plus,female,1014.483,332,estimates,1950
16plus,female,979.634,332,estimates,1950
17plus,female,945.915,332,estimates,1950
18plus,female,913.266,332,estimates,1950
20plus,female,850.773,332,estimates,1950
21plus,female,820.842,332,estimates,1950
25plus,female,708.759,332,estimates,1950
50plus,female,198.393,332,estimates,1950
60plus,female,100.428,332,estimates,1950
65plus,female,67.554,332,estimates,1950
70plus,female,42.734,332,estimates,1950
75plus,female,23.011,332,estimates,1950
80plus,female,9.862,332,estimates,1950
85plus,female,3.325,332,estimates,1950
90plus,female,0.839,332,estimates,1950
total,female,1649.436,332,estimates,1950
"Region, subregion, country or area *",male,Haiti,332,estimates,1950
0_1,male,101.219,332,estimates,1950
0_4,male,240.713,332,estimates,1950
0_14,male,641.271,332,estimates,1950
0_17,male,740.923,332,estimates,1950
0_19,male,801.38,332,estimates,1950
0_24,male,934.73,332,estimates,1950
3_4,male,91.568,332,estimates,1950
3_5,male,135.559,332,estimates,1950
3_6,male,178.538,332,estimates,1950
