agebroad,gender,population,country,variant,year
0_1,female,1976.609,76,estimates,1950
0_4,female,4450.852,76,estimates,1950
0_14,female,11146.01,76,estimates,1950
0_17,female,12799.434,76,estimates,1950
0_19,female,13839.812,76,estimates,1950
0_24,female,16341.165,76,estimates,1950
3_4,female,1596.721,76,estimates,1950
3_5,female,2336.877,76,estimates,1950
3_6,female,3049.789,76,estimates,1950
4_5,female,1515.863,76,estimates,1950
4_6,female,2228.775,76,estimates,1950
5_14,female,6695.158,76,estimates,1950
5_10,female,4150.129,76,estimates,1950
5_11,female,4810.095,76,estimates,1950
6_9,female,2749.567,76,estimates,1950
6_10,female,3409.973,76,estimates,1950
6_11,female,4069.939,76,estimates,1950
6_12,female,4722.129,76,estimates,1950
7_10,female,2697.061,76,estimates,1950
7_12,female,4009.217,76,estimates,1950
11_16,female,3669.387,76,estimates,1950
11_17,female,4198.453,76,estimates,1950
11_18,female,4719.268,76,estimates,1950
12_14,female,1885.063,76,estimates,1950
12_16,female,3009.421,76,estimates,1950
12_17,female,3538.487,76,estimates,1950
12_18,female,4059.302,76,estimates,1950
13_17,female,2886.297,76,estimates,1950
13_18,female,3407.112,76,estimates,1950
13_19,female,3926.675,76,estimates,1950
15_17,female,1653.424,76,estimates,1950
18_23,female,3072.561,76,estimates,1950
15_24,female,5195.155,76,estimates,1950
15_49,female,12913.253,76,estimates,1950
15_59,female,14602.456,76,estimates,1950
15_64,female,15162.895,76,estimates,1950
20_64,female,12469.093,76,estimates,1950
20_69,female,12862.432,76,estimates,1950
25_49,female,7718.098,76,estimates,1950
25_64,female,9967.74,76,estimates,1950
25_69,female,10361.079,76,estimates,1950
15plus,female,16052.726,76,estimates,1950
16plus,female,15477.164,76,estimates,1950
17plus,female,14928.368,76,estimates,1950
18plus,female,14399.302,76,estimates,1950
20plus,female,13358.924,76,estimates,1950
21plus,female,12841.965,76,estimates,1950
25plus,female,10857.571,76,estimates,1950
50plus,female,3139.473,76,estimates,1950
60plus,female,1450.27,76,estimates,1950
65plus,female,889.831,76,estimates,1950
70plus,female,496.492,76,estimates,1950
75plus,female,240.323,76,estimates,1950
80plus,female,89.297,76,estimates,1950
85plus,female,54.789,76,estimates,1950
90plus,female,30.569,76,estimates,1950
total,female,27198.736,76,estimates,1950
0_1,male,2019.515,76,estimates,1950
0_4,male,4532.746,76,estimates,1950
0_14,male,11286.001,76,estimates,1950
0_17,male,12950.258,76,estimates,1950
0_19,male,13996.74,76,estimates,1950
0_24,male,16511.24,76,estimates,1950
3_4,male,1619.981,76,estimates,1950
3_5,male,2368.774,76,estimates,1950
3_6,male,3088.957,76,estimates,1950
4_5,male,1534.959,76,estimates,1950
4_6,male,2255.142,76,estimates,1950
5_14,male,6753.255,76,estimates,1950
5_10,male,4188.364,76,estimates,1950
5_11,male,4853.614,76,estimates,1950
6_9,male,2774.033,76,estimates,1950
6_10,male,3439.571,76,estimates,1950
6_11,male,4104.821,76,estimates,1950
6_12,male,4762.297,76,estimates,1950
7_10,male,2719.388,76,estimates,1950
7_12,male,4042.114,76,estimates,1950
11_16,male,3696.781,76,estimates,1950
11_17,male,4229.148,76,estimates,1950
11_18,male,4753.076,76,estimates,1950
12_14,male,1899.641,76,estimates,1950
12_16,male,3031.531,76,estimates,1950
12_17,male,3563.898,76,estimates,1950
12_18,male,4087.826,76,estimates,1950
13_17,male,2906.422,76,estimates,1950
13_18,male,3430.35,76,estimates,1950
13_19,male,3952.904,76,estimates,1950
15_17,male,1664.257,76,estimates,1950
18_23,male,3089.275,76,estimates,1950
15_24,male,5225.239,76,estimates,1950
15_49,male,12823.352,76,estimates,1950
15_59,male,14313.094,76,estimates,1950
15_64,male,14774.278,76,estimates,1950
20_64,male,12063.539,76,estimates,1950
20_69,male,12393.318,76,estimates,1950
25_49,male,7598.113,76,estimates,1950
25_64,male,9549.039,76,estimates,1950
25_69,male,9878.818,76,estimates,1950
15plus,male,15489.991,76,estimates,1950
16plus,male,14910.486,76,estimates,1950
17plus,male,14358.101,76,estimates,1950
18plus,male,13825.734,76,estimates,1950
20plus,male,12779.252,76,estimates,1950
21plus,male,12259.445,76,estimates,1950
25plus,male,10264.752,76,estimates,1950
50plus,male,2666.639,76,estimates,1950
60plus,male,1176.897,76,estimates,1950
65plus,male,715.713,76,estimates,1950
70plus,male,385.934,76,estimates,1950
75plus,male,179.474,76,estimates,1950
80plus,male,63.376,76,estimates,1950
85plus,male,38.541,76,estimates,1950
90plus,male,20.782,76,estimates,1950
total,male,26775.992,76,estimates,1950
0_1,female,2051.382,76,estimates,1951
0_4,female,4678.124,76,estimates,1951
0_14,female,11538.372,76,estimates,1951
0_17,female,13262.077,76,estimates,1951
0_19,female,14309.881,76,estimates,1951
0_24,female,16854.373,76,estimates,1951
3_4,female,1691.193,76,estimates,1951
3_5,female,2466.905,76,estimates,1951
3_6,female,3207.283,76,estimates,1951
4_5,female,1594.849,76,estimates,1951
4_6,female,2335.227,76,estimates,1951
5_14,female,6860.248,76,estimates,1951
5_10,female,4259.638,76,estimates,1951
5_11,female,4919.578,76,estimates,1951
