agebroad,gender,population,country,variant,year
0_1,female,0.516,732,estimates,1950
0_4,female,1.187,732,estimates,1950
0_14,female,2.924,732,estimates,1950
0_17,female,3.356,732,estimates,1950
0_19,female,3.624,732,estimates,1950
0_24,female,4.233,732,estimates,1950
3_4,female,0.435,732,estimates,1950
3_5,female,0.637,732,estimates,1950
3_6,female,0.83,732,estimates,1950
4_5,female,0.414,732,estimates,1950
4_6,female,0.607,732,estimates,1950
5_14,female,1.737,732,estimates,1950
5_10,female,1.103,732,estimates,1950
5_11,female,1.268,732,estimates,1950
6_9,female,0.732,732,estimates,1950
6_10,female,0.901,732,estimates,1950
6_11,female,1.066,732,estimates,1950
6_12,female,1.227,732,estimates,1950
7_10,female,0.708,732,estimates,1950
7_12,female,1.034,732,estimates,1950
11_16,female,0.926,732,estimates,1950
11_17,female,1.066,732,estimates,1950
11_18,female,1.202,732,estimates,1950
12_14,female,0.469,732,estimates,1950
12_16,female,0.761,732,estimates,1950
12_17,female,0.901,732,estimates,1950
12_18,female,1.037,732,estimates,1950
13_17,female,0.74,732,estimates,1950
13_18,female,0.876,732,estimates,1950
13_19,female,1.008,732,estimates,1950
15_17,female,0.432,732,estimates,1950
18_23,female,0.762,732,estimates,1950
15_24,female,1.309,732,estimates,1950
15_49,female,3.264,732,estimates,1950
15_59,female,3.671,732,estimates,1950
15_64,female,3.811,732,estimates,1950
20_64,female,3.111,732,estimates,1950
20_69,female,3.212,732,estimates,1950
25_49,female,1.955,732,estimates,1950
25_64,female,2.502,732,estimates,1950
25_69,female,2.603,732,estimates,1950
15plus,female,4.027,732,estimates,1950
16plus,female,3.879,732,estimates,1950
17plus,female,3.735,732,estimates,1950
18plus,female,3.595,732,estimates,1950
20plus,female,3.327,732,estimates,1950
21plus,female,3.198,732,estimates,1950
25plus,female,2.718,732,estimates,1950
50plus,female,0.763,732,estimates,1950
60plus,female,0.356,732,estimates,1950
65plus,female,0.216,732,estimates,1950
70plus,female,0.115,732,estimates,1950
75plus,female,0.051,732,estimates,1950
80plus,female,0.016,732,estimates,1950
85plus,female,0.004,732,estimates,1950
90plus,female,0,732,estimates,1950
total,female,6.951,732,estimates,1950
