agebroad,gender,population,country,variant,year
0_1,female,37.276,8,estimates,1950
0_4,female,86.84,8,estimates,1950
0_14,female,229.104,8,estimates,1950
0_17,female,263.631,8,estimates,1950
0_19,female,284.82,8,estimates,1950
0_24,female,334.341,8,estimates,1950
3_4,female,32.36,8,estimates,1950
3_5,female,47.778,8,estimates,1950
3_6,female,62.827,8,estimates,1950
4_5,female,31.304,8,estimates,1950
4_6,female,46.353,8,estimates,1950
5_14,female,142.264,8,estimates,1950
5_10,female,88.23,8,estimates,1950
5_11,female,102.325,8,estimates,1950
6_9,female,58.643,8,estimates,1950
6_10,female,72.812,8,estimates,1950
6_11,female,86.907,8,estimates,1950
6_12,female,100.77,8,estimates,1950
7_10,female,57.763,8,estimates,1950
7_12,female,85.721,8,estimates,1950
11_16,female,77.596,8,estimates,1950
11_17,female,88.561,8,estimates,1950
11_18,female,99.234,8,estimates,1950
12_14,female,39.939,8,estimates,1950
12_16,female,63.501,8,estimates,1950
12_17,female,74.466,8,estimates,1950
12_18,female,85.139,8,estimates,1950
13_17,female,60.603,8,estimates,1950
13_18,female,71.276,8,estimates,1950
13_19,female,81.792,8,estimates,1950
15_17,female,34.527,8,estimates,1950
18_23,female,61.36,8,estimates,1950
15_24,female,105.237,8,estimates,1950
15_49,female,275.269,8,estimates,1950
15_59,female,319.005,8,estimates,1950
15_64,female,338.362,8,estimates,1950
20_64,female,282.646,8,estimates,1950
20_69,female,298.244,8,estimates,1950
25_49,female,170.032,8,estimates,1950
25_64,female,233.125,8,estimates,1950
25_69,female,248.723,8,estimates,1950
15plus,female,385.84,8,estimates,1950
16plus,female,373.745,8,estimates,1950
17plus,female,362.278,8,estimates,1950
18plus,female,351.313,8,estimates,1950
20plus,female,330.124,8,estimates,1950
21plus,female,319.786,8,estimates,1950
25plus,female,280.603,8,estimates,1950
50plus,female,110.571,8,estimates,1950
60plus,female,66.835,8,estimates,1950
65plus,female,47.478,8,estimates,1950
70plus,female,31.88,8,estimates,1950
75plus,female,20.725,8,estimates,1950
80plus,female,13.51,8,estimates,1950
85plus,female,8.905,8,estimates,1950
90plus,female,4.604,8,estimates,1950
total,female,614.944,8,estimates,1950
0_1,male,39.636,8,estimates,1950
0_4,male,93.94,8,estimates,1950
0_14,male,256.206,8,estimates,1950
0_17,male,296.838,8,estimates,1950
0_19,male,322.013,8,estimates,1950
0_24,male,379.736,8,estimates,1950
3_4,male,35.655,8,estimates,1950
3_5,male,52.881,8,estimates,1950
3_6,male,69.819,8,estimates,1950
4_5,male,34.82,8,estimates,1950
4_6,male,51.758,8,estimates,1950
5_14,male,162.266,8,estimates,1950
5_10,male,99.966,8,estimates,1950
5_11,male,116.117,8,estimates,1950
6_9,male,66.518,8,estimates,1950
6_10,male,82.74,8,estimates,1950
6_11,male,98.891,8,estimates,1950
6_12,male,114.812,8,estimates,1950
7_10,male,65.802,8,estimates,1950
7_12,male,97.874,8,estimates,1950
11_16,male,89.965,8,estimates,1950
11_17,male,102.932,8,estimates,1950
11_18,male,115.601,8,estimates,1950
12_14,male,46.149,8,estimates,1950
12_16,male,73.814,8,estimates,1950
12_17,male,86.781,8,estimates,1950
12_18,male,99.45,8,estimates,1950
13_17,male,70.86,8,estimates,1950
13_18,male,83.529,8,estimates,1950
13_19,male,96.035,8,estimates,1950
15_17,male,40.632,8,estimates,1950
18_23,male,72.63,8,estimates,1950
15_24,male,123.53,8,estimates,1950
15_49,male,297.094,8,estimates,1950
15_59,male,335.919,8,estimates,1950
15_64,male,352.853,8,estimates,1950
20_64,male,287.046,8,estimates,1950
20_69,male,300.325,8,estimates,1950
25_49,male,173.564,8,estimates,1950
25_64,male,229.323,8,estimates,1950
25_69,male,242.602,8,estimates,1950
15plus,male,392.014,8,estimates,1950
16plus,male,377.848,8,estimates,1950
17plus,male,364.349,8,estimates,1950
18plus,male,351.382,8,estimates,1950
20plus,male,326.207,8,estimates,1950
21plus,male,313.891,8,estimates,1950
25plus,male,268.484,8,estimates,1950
50plus,male,94.92,8,estimates,1950
60plus,male,56.095,8,estimates,1950
65plus,male,39.161,8,estimates,1950
70plus,male,25.882,8,estimates,1950
75plus,male,16.266,8,estimates,1950
80plus,male,10.474,8,estimates,1950
85plus,male,6.63,8,estimates,1950
90plus,male,3.229,8,estimates,1950
total,male,648.22,8,estimates,1950
0_1,female,39.033,8,estimates,1951
0_4,female,90.178,8,estimates,1951
0_14,female,234.864,8,estimates,1951
0_17,female,270.954,8,estimates,1951
0_19,female,292.468,8,estimates,1951
0_24,female,342.845,8,estimates,1951
3_4,female,33.301,8,estimates,1951
3_5,female,49.051,8,estimates,1951
3_6,female,64.361,8,estimates,1951
4_5,female,32.055,8,estimates,1951
4_6,female,47.365,8,estimates,1951
5_14,female,144.686,8,estimates,1951
5_10,female,89.436,8,estimates,1951
5_11,female,103.548,8,estimates,1951
6_9,female,59.425,8,estimates,1951
6_10,female,73.686,8,estimates,1951
6_11,female,87.798,8,estimates,1951
6_12,female,101.833,8,estimates,1951
7_10,female,58.376,8,estimates,1951
7_12,female,86.523,8,estimates,1951
11_16,female,79.934,8,estimates,1951
11_17,female,91.34,8,estimates,1951
11_18,female,102.243,8,estimates,1951
