agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Algeria,12,estimates,1950
0_1,female,296.347,12,estimates,1950
0_4,female,688.027,12,estimates,1950
0_14,female,1777.413,12,estimates,1950
0_17,female,2057.579,12,estimates,1950
0_19,female,2231.285,12,estimates,1950
0_24,female,2617.101,12,estimates,1950
3_4,female,255.174,12,estimates,1950
3_5,female,375.686,12,estimates,1950
3_6,female,492.513,12,estimates,1950
4_5,female,245.453,12,estimates,1950
4_6,female,362.28,12,estimates,1950
5_14,female,1089.386,12,estimates,1950
5_10,female,678.644,12,estimates,1950
5_11,female,784.567,12,estimates,1950
6_9,female,450.852,12,estimates,1950
6_10,female,558.132,12,estimates,1950
6_11,female,664.055,12,estimates,1950
6_12,female,768.265,12,estimates,1950
7_10,female,441.305,12,estimates,1950
7_12,female,651.438,12,estimates,1950
11_16,female,600.218,12,estimates,1950
11_17,female,690.908,12,estimates,1950
11_18,female,779.027,12,estimates,1950
12_14,female,304.819,12,estimates,1950
12_16,female,494.295,12,estimates,1950
12_17,female,584.985,12,estimates,1950
12_18,female,673.104,12,estimates,1950
13_17,female,480.775,12,estimates,1950
13_18,female,568.894,12,estimates,1950
13_19,female,654.481,12,estimates,1950
15_17,female,280.166,12,estimates,1950
18_23,female,489.476,12,estimates,1950
15_24,female,839.688,12,estimates,1950
15_49,female,2060.594,12,estimates,1950
15_59,female,2339.885,12,estimates,1950
15_64,female,2430.115,12,estimates,1950
20_64,female,1976.243,12,estimates,1950
20_69,female,2039.123,12,estimates,1950
25_49,female,1220.906,12,estimates,1950
25_64,female,1590.427,12,estimates,1950
25_69,female,1653.307,12,estimates,1950
15plus,female,2583.239,12,estimates,1950
16plus,female,2487.137,12,estimates,1950
17plus,female,2393.763,12,estimates,1950
18plus,female,2303.073,12,estimates,1950
20plus,female,2129.367,12,estimates,1950
21plus,female,2046.299,12,estimates,1950
25plus,female,1743.551,12,estimates,1950
50plus,female,522.645,12,estimates,1950
60plus,female,243.354,12,estimates,1950
65plus,female,153.124,12,estimates,1950
70plus,female,90.244,12,estimates,1950
75plus,female,44.638,12,estimates,1950
80plus,female,23.715,12,estimates,1950
85plus,female,9.565,12,estimates,1950
90plus,female,4.136,12,estimates,1950
total,female,4360.652,12,estimates,1950
"Region, subregion, country or area *",male,Algeria,12,estimates,1950
0_1,male,310.774,12,estimates,1950
0_4,male,715.107,12,estimates,1950
0_14,male,1825.341,12,estimates,1950
0_17,male,2127.002,12,estimates,1950
0_19,male,2313.69,12,estimates,1950
0_24,male,2710.084,12,estimates,1950
3_4,male,262.593,12,estimates,1950
3_5,male,385.645,12,estimates,1950
3_6,male,504.464,12,estimates,1950
4_5,male,251.254,12,estimates,1950
4_6,male,370.073,12,estimates,1950
5_14,male,1110.234,12,estimates,1950
5_10,male,688.968,12,estimates,1950
5_11,male,796.26,12,estimates,1950
6_9,male,457.244,12,estimates,1950
6_10,male,565.916,12,estimates,1950
6_11,male,673.208,12,estimates,1950
6_12,male,779.231,12,estimates,1950
7_10,male,447.097,12,estimates,1950
7_12,male,660.412,12,estimates,1950
11_16,male,624.071,12,estimates,1950
11_17,male,722.927,12,estimates,1950
11_18,male,818.405,12,estimates,1950
12_14,male,313.974,12,estimates,1950
12_16,male,516.779,12,estimates,1950
12_17,male,615.635,12,estimates,1950
12_18,male,711.113,12,estimates,1950
13_17,male,509.612,12,estimates,1950
13_18,male,605.09,12,estimates,1950
13_19,male,696.3,12,estimates,1950
15_17,male,301.661,12,estimates,1950
18_23,male,511.082,12,estimates,1950
15_24,male,884.743,12,estimates,1950
15_49,male,2132.514,12,estimates,1950
15_59,male,2428.499,12,estimates,1950
15_64,male,2524.878,12,estimates,1950
20_64,male,2036.529,12,estimates,1950
20_69,male,2105.502,12,estimates,1950
25_49,male,1247.771,12,estimates,1950
25_64,male,1640.135,12,estimates,1950
25_69,male,1709.108,12,estimates,1950
15plus,male,2686.257,12,estimates,1950
16plus,male,2584.304,12,estimates,1950
17plus,male,2483.452,12,estimates,1950
18plus,male,2384.596,12,estimates,1950
20plus,male,2197.908,12,estimates,1950
21plus,male,2110.821,12,estimates,1950
25plus,male,1801.514,12,estimates,1950
50plus,male,553.743,12,estimates,1950
60plus,male,257.758,12,estimates,1950
65plus,male,161.379,12,estimates,1950
70plus,male,92.406,12,estimates,1950
75plus,male,43.514,12,estimates,1950
80plus,male,21.578,12,estimates,1950
85plus,male,7.916,12,estimates,1950
90plus,male,3.076,12,estimates,1950
total,male,4511.598,12,estimates,1950
"Region, subregion, country or area *",female,Algeria,12,estimates,1951
0_1,female,324.341,12,estimates,1951
0_4,female,724.82,12,estimates,1951
0_14,female,1829.122,12,estimates,1951
0_17,female,2113.805,12,estimates,1951
0_19,female,2289.918,12,estimates,1951
0_24,female,2684.195,12,estimates,1951
3_4,female,260.301,12,estimates,1951
3_5,female,382.751,12,estimates,1951
3_6,female,501.407,12,estimates,1951
4_5,female,249.674,12,estimates,1951
4_6,female,368.33,12,estimates,1951
5_14,female,1104.302,12,estimates,1951
