agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Greece,300,estimates,1950
0_1,female,170.88,300,estimates,1950
0_4,female,383.0,300,estimates,1950
0_14,female,1109.999,300,estimates,1950
0_17,female,1352.808,300,estimates,1950
0_19,female,1511.998,300,estimates,1950
0_24,female,1880.998,300,estimates,1950
3_4,female,137.432,300,estimates,1950
3_5,female,203.328,300,estimates,1950
3_6,female,269.072,300,estimates,1950
4_5,female,133.184,300,estimates,1950
4_6,female,198.928,300,estimates,1950
5_14,female,726.999,300,estimates,1950
5_10,female,410.274,300,estimates,1950
5_11,female,486.888,300,estimates,1950
6_9,female,271.104,300,estimates,1950
6_10,female,344.378,300,estimates,1950
6_11,female,420.992,300,estimates,1950
6_12,female,500.19,300,estimates,1950
7_10,female,278.634,300,estimates,1950
7_12,female,434.446,300,estimates,1950
11_16,female,478.659,300,estimates,1950
11_17,female,559.534,300,estimates,1950
11_18,female,639.697,300,estimates,1950
12_14,female,240.111,300,estimates,1950
12_16,female,402.045,300,estimates,1950
12_17,female,482.92,300,estimates,1950
12_18,female,563.083,300,estimates,1950
13_17,female,403.722,300,estimates,1950
13_18,female,483.885,300,estimates,1950
13_19,female,562.912,300,estimates,1950
15_17,female,242.809,300,estimates,1950
18_23,female,459.232,300,estimates,1950
15_24,female,770.999,300,estimates,1950
15_49,female,2075.0,300,estimates,1950
15_59,female,2411.001,300,estimates,1950
15_64,female,2544.001,300,estimates,1950
20_64,female,2142.002,300,estimates,1950
20_69,female,2251.103,300,estimates,1950
25_49,female,1304.001,300,estimates,1950
25_64,female,1773.002,300,estimates,1950
25_69,female,1882.103,300,estimates,1950
15plus,female,2827.962,300,estimates,1950
16plus,female,2747.111,300,estimates,1950
17plus,female,2666.028,300,estimates,1950
18plus,female,2585.153,300,estimates,1950
20plus,female,2425.963,300,estimates,1950
21plus,female,2348.265,300,estimates,1950
25plus,female,2056.963,300,estimates,1950
50plus,female,752.962,300,estimates,1950
60plus,female,416.961,300,estimates,1950
65plus,female,283.961,300,estimates,1950
70plus,female,174.86,300,estimates,1950
75plus,female,95.56,300,estimates,1950
80plus,female,46.061,300,estimates,1950
85plus,female,18.861,300,estimates,1950
90plus,female,5.461,300,estimates,1950
total,female,3937.961,300,estimates,1950
"Region, subregion, country or area *",male,Greece,300,estimates,1950
0_1,male,180.602,300,estimates,1950
0_4,male,403.0,300,estimates,1950
0_14,male,1153.999,300,estimates,1950
0_17,male,1390.737,300,estimates,1950
0_19,male,1542.997,300,estimates,1950
0_24,male,1892.997,300,estimates,1950
3_4,male,143.894,300,estimates,1950
3_5,male,212.704,300,estimates,1950
3_6,male,281.272,300,estimates,1950
4_5,male,139.184,300,estimates,1950
4_6,male,207.752,300,estimates,1950
5_14,male,750.999,300,estimates,1950
5_10,male,426.99,300,estimates,1950
5_11,male,506.417,300,estimates,1950
6_9,male,282.19,300,estimates,1950
6_10,male,358.18,300,estimates,1950
6_11,male,437.607,300,estimates,1950
6_12,male,519.322,300,estimates,1950
7_10,male,289.612,300,estimates,1950
7_12,male,450.754,300,estimates,1950
11_16,male,482.941,300,estimates,1950
11_17,male,560.747,300,estimates,1950
11_18,male,637.457,300,estimates,1950
12_14,male,244.582,300,estimates,1950
12_16,male,403.514,300,estimates,1950
12_17,male,481.32,300,estimates,1950
12_18,male,558.03,300,estimates,1950
13_17,male,399.605,300,estimates,1950
13_18,male,476.315,300,estimates,1950
13_19,male,551.865,300,estimates,1950
15_17,male,236.738,300,estimates,1950
18_23,male,437.559,300,estimates,1950
15_24,male,738.998,300,estimates,1950
15_49,male,1950.999,300,estimates,1950
15_59,male,2243.002,300,estimates,1950
15_64,male,2350.001,300,estimates,1950
20_64,male,1961.003,300,estimates,1950
20_69,male,2049.304,300,estimates,1950
25_49,male,1212.001,300,estimates,1950
25_64,male,1611.003,300,estimates,1950
25_69,male,1699.304,300,estimates,1950
15plus,male,2576.832,300,estimates,1950
16plus,male,2496.85,300,estimates,1950
17plus,male,2417.9,300,estimates,1950
18plus,male,2340.094,300,estimates,1950
20plus,male,2187.834,300,estimates,1950
21plus,male,2113.687,300,estimates,1950
25plus,male,1837.834,300,estimates,1950
50plus,male,625.833,300,estimates,1950
60plus,male,333.83,300,estimates,1950
65plus,male,226.831,300,estimates,1950
70plus,male,138.53,300,estimates,1950
75plus,male,73.13,300,estimates,1950
80plus,male,32.83,300,estimates,1950
85plus,male,12.23,300,estimates,1950
90plus,male,3.169,300,estimates,1950
total,male,3730.831,300,estimates,1950
"Region, subregion, country or area *",female,Greece,300,estimates,1951
0_1,female,165.608,300,estimates,1951
0_4,female,391.522,300,estimates,1951
0_14,female,1103.991,300,estimates,1951
0_17,female,1345.638,300,estimates,1951
0_19,female,1506.101,300,estimates,1951
0_24,female,1883.648,300,estimates,1951
3_4,female,145.622,300,estimates,1951
