agebroad,gender,population,country,variant,year
"Region, subregion, country or area *",female,Bolivia (Plurinational State of),68,estimates,1950
0_1,female,101.133,68,estimates,1950
0_4,female,240.258,68,estimates,1950
0_14,female,601.316,68,estimates,1950
0_17,female,690.56,68,estimates,1950
0_19,female,747.498,68,estimates,1950
0_24,female,879.78,68,estimates,1950
3_4,female,91.038,68,estimates,1950
3_5,female,133.973,68,estimates,1950
3_6,female,175.205,68,estimates,1950
4_5,female,87.592,68,estimates,1950
4_6,female,128.824,68,estimates,1950
5_14,female,361.058,68,estimates,1950
5_10,female,233.046,68,estimates,1950
5_11,female,266.519,68,estimates,1950
6_9,female,155.176,68,estimates,1950
6_10,female,190.111,68,estimates,1950
6_11,female,223.584,68,estimates,1950
6_12,female,255.854,68,estimates,1950
7_10,female,148.879,68,estimates,1950
7_12,female,214.622,68,estimates,1950
11_16,female,188.018,68,estimates,1950
11_17,female,217.256,68,estimates,1950
11_18,female,245.986,68,estimates,1950
12_14,female,94.539,68,estimates,1950
12_16,female,154.545,68,estimates,1950
12_17,female,183.783,68,estimates,1950
12_18,female,212.513,68,estimates,1950
13_17,female,151.513,68,estimates,1950
13_18,female,180.243,68,estimates,1950
13_19,female,208.451,68,estimates,1950
15_17,female,89.244,68,estimates,1950
18_23,female,164.487,68,estimates,1950
15_24,female,278.464,68,estimates,1950
15_49,female,708.419,68,estimates,1950
15_59,female,815.518,68,estimates,1950
15_64,female,862.412,68,estimates,1950
20_64,female,716.23,68,estimates,1950
20_69,female,754.128,68,estimates,1950
25_49,female,429.955,68,estimates,1950
25_64,female,583.948,68,estimates,1950
25_69,female,621.846,68,estimates,1950
15plus,female,964.445,68,estimates,1950
16plus,female,934.177,68,estimates,1950
17plus,female,904.439,68,estimates,1950
18plus,female,875.201,68,estimates,1950
20plus,female,818.263,68,estimates,1950
21plus,female,790.536,68,estimates,1950
25plus,female,685.981,68,estimates,1950
50plus,female,256.026,68,estimates,1950
60plus,female,148.927,68,estimates,1950
65plus,female,102.033,68,estimates,1950
70plus,female,64.135,68,estimates,1950
75plus,female,36.834,68,estimates,1950
80plus,female,19.179,68,estimates,1950
85plus,female,8.052,68,estimates,1950
90plus,female,2.62,68,estimates,1950
total,female,1565.761,68,estimates,1950
"Region, subregion, country or area *",male,Bolivia (Plurinational State of),68,estimates,1950
0_1,male,104.454,68,estimates,1950
0_4,male,248.159,68,estimates,1950
0_14,male,619.566,68,estimates,1950
0_17,male,710.772,68,estimates,1950
0_19,male,768.771,68,estimates,1950
0_24,male,902.404,68,estimates,1950
3_4,male,94.029,68,estimates,1950
3_5,male,138.352,68,estimates,1950
3_6,male,180.894,68,estimates,1950
4_5,male,90.442,68,estimates,1950
4_6,male,132.984,68,estimates,1950
5_14,male,371.407,68,estimates,1950
5_10,male,240.17,68,estimates,1950
5_11,male,274.538,68,estimates,1950
6_9,male,159.93,68,estimates,1950
6_10,male,195.847,68,estimates,1950
6_11,male,230.215,68,estimates,1950
6_12,male,263.306,68,estimates,1950
7_10,male,153.305,68,estimates,1950
7_12,male,220.764,68,estimates,1950
11_16,male,192.596,68,estimates,1950
11_17,male,222.443,68,estimates,1950
11_18,male,251.732,68,estimates,1950
12_14,male,96.869,68,estimates,1950
12_16,male,158.228,68,estimates,1950
12_17,male,188.075,68,estimates,1950
12_18,male,217.364,68,estimates,1950
13_17,male,154.984,68,estimates,1950
13_18,male,184.273,68,estimates,1950
13_19,male,212.983,68,estimates,1950
15_17,male,91.206,68,estimates,1950
18_23,male,166.86,68,estimates,1950
15_24,male,282.838,68,estimates,1950
15_49,male,682.738,68,estimates,1950
15_59,male,776.468,68,estimates,1950
15_64,male,817.639,68,estimates,1950
20_64,male,668.434,68,estimates,1950
20_69,male,701.588,68,estimates,1950
25_49,male,399.9,68,estimates,1950
25_64,male,534.801,68,estimates,1950
25_69,male,567.955,68,estimates,1950
15plus,male,904.32,68,estimates,1950
16plus,male,873.354,68,estimates,1950
17plus,male,842.961,68,estimates,1950
18plus,male,813.114,68,estimates,1950
20plus,male,755.115,68,estimates,1950
21plus,male,726.944,68,estimates,1950
25plus,male,621.482,68,estimates,1950
50plus,male,221.582,68,estimates,1950
60plus,male,127.852,68,estimates,1950
