agebroad,gender,population,country,variant,year
0_1,female,15.452,328,estimates,1950
0_4,female,33.915,328,estimates,1950
0_14,female,80.18,328,estimates,1950
0_17,female,92.017,328,estimates,1950
0_19,female,99.539,328,estimates,1950
0_24,female,117.26,328,estimates,1950
3_4,female,11.793,328,estimates,1950
3_5,female,17.106,328,estimates,1950
3_6,female,22.139,328,estimates,1950
4_5,female,10.985,328,estimates,1950
4_6,female,16.018,328,estimates,1950
5_14,female,46.265,328,estimates,1950
5_10,female,28.873,328,estimates,1950
5_11,female,33.344,328,estimates,1950
6_9,female,19.072,328,estimates,1950
6_10,female,23.56,328,estimates,1950
6_11,female,28.031,328,estimates,1950
6_12,female,32.458,328,estimates,1950
7_10,female,18.527,328,estimates,1950
7_12,female,27.425,328,estimates,1950
11_16,female,25.384,328,estimates,1950
11_17,female,29.229,328,estimates,1950
11_18,female,33.012,328,estimates,1950
12_14,female,12.921,328,estimates,1950
12_16,female,20.913,328,estimates,1950
12_17,female,24.758,328,estimates,1950
12_18,female,28.541,328,estimates,1950
13_17,female,20.331,328,estimates,1950
13_18,female,24.114,328,estimates,1950
13_19,female,27.853,328,estimates,1950
15_17,female,11.837,328,estimates,1950
18_23,female,21.926,328,estimates,1950
15_24,female,37.08,328,estimates,1950
15_49,female,97.146,328,estimates,1950
15_59,female,110.131,328,estimates,1950
15_64,female,114.771,328,estimates,1950
20_64,female,95.412,328,estimates,1950
20_69,female,99.532,328,estimates,1950
25_49,female,60.066,328,estimates,1950
25_64,female,77.691,328,estimates,1950
25_69,female,81.811,328,estimates,1950
15plus,female,124.637,328,estimates,1950
16plus,female,120.584,328,estimates,1950
17plus,female,116.645,328,estimates,1950
18plus,female,112.8,328,estimates,1950
20plus,female,105.278,328,estimates,1950
21plus,female,101.584,328,estimates,1950
25plus,female,87.557,328,estimates,1950
50plus,female,27.491,328,estimates,1950
60plus,female,14.506,328,estimates,1950
65plus,female,9.866,328,estimates,1950
70plus,female,5.746,328,estimates,1950
75plus,female,3.015,328,estimates,1950
80plus,female,1.46,328,estimates,1950
85plus,female,0.806,328,estimates,1950
90plus,female,0.377,328,estimates,1950
total,female,204.817,328,estimates,1950
0_1,male,15.666,328,estimates,1950
0_4,male,34.625,328,estimates,1950
0_14,male,82.014,328,estimates,1950
0_17,male,93.786,328,estimates,1950
0_19,male,101.163,328,estimates,1950
0_24,male,118.198,328,estimates,1950
3_4,male,12.138,328,estimates,1950
3_5,male,17.631,328,estimates,1950
3_6,male,22.84,328,estimates,1950
4_5,male,11.342,328,estimates,1950
4_6,male,16.551,328,estimates,1950
5_14,male,47.389,328,estimates,1950
5_10,male,29.789,328,estimates,1950
5_11,male,34.346,328,estimates,1950
6_9,male,19.697,328,estimates,1950
6_10,male,24.296,328,estimates,1950
6_11,male,28.853,328,estimates,1950
6_12,male,33.341,328,estimates,1950
7_10,male,19.087,328,estimates,1950
7_12,male,28.132,328,estimates,1950
11_16,male,25.57,328,estimates,1950
11_17,male,29.372,328,estimates,1950
11_18,male,33.092,328,estimates,1950
12_14,male,13.043,328,estimates,1950
12_16,male,21.013,328,estimates,1950
12_17,male,24.815,328,estimates,1950
12_18,male,28.535,328,estimates,1950
13_17,male,20.327,328,estimates,1950
13_18,male,24.047,328,estimates,1950
13_19,male,27.704,328,estimates,1950
15_17,male,11.772,328,estimates,1950
18_23,male,21.283,328,estimates,1950
15_24,male,36.184,328,estimates,1950
15_49,male,95.964,328,estimates,1950
15_59,male,108.958,328,estimates,1950
15_64,male,113.078,328,estimates,1950
20_64,male,93.929,328,estimates,1950
20_69,male,96.934,328,estimates,1950
25_49,male,59.78,328,estimates,1950
25_64,male,76.894,328,estimates,1950
25_69,male,79.899,328,estimates,1950
15plus,male,119.728,328,estimates,1950
16plus,male,115.675,328,estimates,1950
17plus,male,111.758,328,estimates,1950
18plus,male,107.956,328,estimates,1950
20plus,male,100.579,328,estimates,1950
21plus,male,96.984,328,estimates,1950
25plus,male,83.544,328,estimates,1950
50plus,male,23.764,328,estimates,1950
60plus,male,10.77,328,estimates,1950
65plus,male,6.65,328,estimates,1950
70plus,male,3.645,328,estimates,1950
75plus,male,1.725,328,estimates,1950
80plus,male,0.805,328,estimates,1950
85plus,male,0.385,328,estimates,1950
90plus,male,0.181,328,estimates,1950
total,male,201.742,328,estimates,1950
0_1,female,16.508,328,estimates,1951
0_4,female,36.518,328,estimates,1951
0_14,female,84.265,328,estimates,1951
0_17,female,96.479,328,estimates,1951
0_19,female,104.092,328,estimates,1951
0_24,female,122.059,328,estimates,1951
3_4,female,12.75,328,estimates,1951
3_5,female,18.42,328,estimates,1951
3_6,female,23.724,328,estimates,1951
4_5,female,11.781,328,estimates,1951
4_6,female,17.085,328,estimates,1951
5_14,female,47.747,328,estimates,1951
5_10,female,29.931,328,estimates,1951
5_11,female,34.432,328,estimates,1951
6_9,female,19.713,328,estimates,1951
6_10,female,24.261,328,estimates,1951
6_11,female,28.762,328,estimates,1951
6_12,female,33.261,328,estimates,1951
7_10,female,18.957,328,estimates,1951
7_12,female,27.957,328,estimates,1951
11_16,female,26.084,328,estimates,1951
11_17,female,30.03,328,estimates,1951
11_18,female,33.872,328,estimates,1951
12_14,female,13.315,328,estimates,1951
12_16,female,21.583,328,estimates,1951
12_17,female,25.529,328,estimates,1951
12_18,female,29.371,328,estimates,1951
13_17,female,21.03,328,estimates,1951
13_18,female,24.872,328,estimates,1951
13_19,female,28.643,328,estimates,1951
15_17,female,12.214,328,estimates,1951
18_23,female,22.153,328,estimates,1951
