agebroad,gender,population,country,variant,year
0_1,female,34.241,795,estimates,1950
0_4,female,68.942,795,estimates,1950
0_14,female,192.14,795,estimates,1950
0_17,female,228.177,795,estimates,1950
0_19,female,251.39,795,estimates,1950
0_24,female,311.541,795,estimates,1950
3_4,female,21.678,795,estimates,1950
3_5,female,31.567,795,estimates,1950
3_6,female,41.479,795,estimates,1950
4_5,female,20.222,795,estimates,1950
4_6,female,30.134,795,estimates,1950
5_14,female,123.198,795,estimates,1950
5_10,female,65.71,795,estimates,1950
5_11,female,79.925,795,estimates,1950
6_9,female,42.968,795,estimates,1950
6_10,female,55.821,795,estimates,1950
6_11,female,70.036,795,estimates,1950
6_12,female,84.99,795,estimates,1950
7_10,female,45.909,795,estimates,1950
7_12,female,75.078,795,estimates,1950
11_16,female,82.209,795,estimates,1950
11_17,female,93.525,795,estimates,1950
11_18,female,104.908,795,estimates,1950
12_14,female,43.273,795,estimates,1950
12_16,female,67.994,795,estimates,1950
12_17,female,79.31,795,estimates,1950
12_18,female,90.693,795,estimates,1950
13_17,female,64.356,795,estimates,1950
13_18,female,75.739,795,estimates,1950
13_19,female,87.569,795,estimates,1950
15_17,female,36.037,795,estimates,1950
18_23,female,72.252,795,estimates,1950
15_24,female,119.401,795,estimates,1950
15_49,female,321.834,795,estimates,1950
15_59,female,366.597,795,estimates,1950
15_64,female,388.179,795,estimates,1950
20_64,female,328.929,795,estimates,1950
20_69,female,344.516,795,estimates,1950
25_49,female,202.433,795,estimates,1950
25_64,female,268.778,795,estimates,1950
25_69,female,284.365,795,estimates,1950
15plus,female,425.247,795,estimates,1950
16plus,female,412.419,795,estimates,1950
17plus,female,400.526,795,estimates,1950
18plus,female,389.21,795,estimates,1950
20plus,female,365.997,795,estimates,1950
21plus,female,353.853,795,estimates,1950
25plus,female,305.846,795,estimates,1950
50plus,female,103.413,795,estimates,1950
60plus,female,58.65,795,estimates,1950
65plus,female,37.068,795,estimates,1950
70plus,female,21.481,795,estimates,1950
