country,variant,year,populationdensitypersqkm
258,estimates,1950,16.4661202185792
258,estimates,1951,16.9631147540984
258,estimates,1952,17.4508196721311
258,estimates,1953,17.9215846994536
258,estimates,1954,18.3748633879781
258,estimates,1955,18.8125683060109
258,estimates,1956,19.2428961748634
258,estimates,1957,19.6885245901639
258,estimates,1958,20.1713114754098
258,estimates,1959,20.7120218579235
258,estimates,1960,21.3322404371585
258,estimates,1961,22.05
258,estimates,1962,22.8554644808743
258,estimates,1963,23.725956284153
258,estimates,1964,24.6262295081967
258,estimates,1965,25.5295081967213
258,estimates,1966,26.4295081967213
258,estimates,1967,27.3303278688525
258,estimates,1968,28.2475409836066
258,estimates,1969,29.1959016393443
258,estimates,1970,30.1898907103825
258,estimates,1971,31.2330601092896
258,estimates,1972,32.3166666666667
258,estimates,1973,33.4306010928962
258,estimates,1974,34.5590163934426
258,estimates,1975,35.6882513661202
258,estimates,1976,36.816393442623
258,estimates,1977,37.9409836065574
258,estimates,1978,39.079781420765
258,estimates,1979,40.2448087431694
258,estimates,1980,41.4502732240437
258,estimates,1981,42.6893442622951
258,estimates,1982,43.9584699453552
258,estimates,1983,45.2494535519126
258,estimates,1984,46.5562841530055
258,estimates,1985,47.8699453551913
258,estimates,1986,49.2008196721311
258,estimates,1987,50.5327868852459
258,estimates,1988,51.8409836065574
258,estimates,1989,53.0743169398907
258,estimates,1990,54.2008196721311
258,estimates,1991,55.1956284153005
258,estimates,1992,56.0836065573771
258,estimates,1993,56.9248633879781
258,estimates,1994,57.8084699453552
258,estimates,1995,58.7967213114754
258,estimates,1996,59.9133879781421
258,estimates,1997,61.1286885245902
258,estimates,1998,62.3978142076503
258,estimates,1999,63.648087431694
258,estimates,2000,64.8245901639344
258,estimates,2001,65.9215846994535
258,estimates,2002,66.9415300546448
258,estimates,2003,67.8959016393443
258,estimates,2004,68.7909836065574
258,estimates,2005,69.6409836065574
258,estimates,2006,70.4459016393443
258,estimates,2007,71.2005464480874
258,estimates,2008,71.9068306010929
258,estimates,2009,72.5631147540984
258,estimates,2010,73.1748633879781
