country,variant,year,populationdensitypersqkm
266,estimates,1950,1.83683781581092
266,estimates,1951,1.84680017076105
266,estimates,1952,1.85396437303528
266,estimates,1953,1.85988667675709
266,estimates,1954,1.86582450421081
266,estimates,1955,1.8727830170373
266,estimates,1956,1.88140645011061
266,estimates,1957,1.8920945395273
266,estimates,1958,1.90503357007025
266,estimates,1959,1.92009547095122
266,estimates,1960,1.9372996468351
266,estimates,1961,1.95663833585594
266,estimates,1962,1.97852291690922
266,estimates,1963,2.00358986300307
266,estimates,1964,2.03279000271665
266,estimates,1965,2.06663950013583
266,estimates,1966,2.10562735281562
266,estimates,1967,2.14934994372647
266,estimates,1968,2.19611518609074
266,estimates,1969,2.24359840105561
266,estimates,1970,2.29020840610083
266,estimates,1971,2.33527768075445
266,estimates,1972,2.37948926922032
266,estimates,1973,2.42411223658167
266,estimates,1974,2.47097450227035
266,estimates,1975,2.52150424962161
266,estimates,1976,2.57604688167035
266,estimates,1977,2.63427640004657
266,estimates,1978,2.69620832848217
266,estimates,1979,2.76141188341677
266,estimates,1980,2.82981720805682
266,estimates,1981,2.90133504094384
266,estimates,1982,2.97611285753095
266,estimates,1983,3.05434470446695
266,estimates,1984,3.13611596227733
266,estimates,1985,3.22150424962161
266,estimates,1986,3.3105406139636
266,estimates,1987,3.40304653238639
266,estimates,1988,3.49849807893818
266,estimates,1989,3.59615787635348
266,estimates,1990,3.69547095121667
266,estimates,1991,3.79641789886289
266,estimates,1992,3.89908021888462
266,estimates,1993,4.00319788877246
266,estimates,1994,4.10860014747545
266,estimates,1995,4.21522490006598
266,estimates,1996,4.32333604998642
266,estimates,1997,4.43328288120464
266,estimates,1998,4.54544184421935
266,estimates,1999,4.66011953273567
266,estimates,2000,4.77790196763302
266,estimates,2001,4.89874257771568
266,estimates,2002,5.02351457290333
266,estimates,2003,5.15444560872434
266,estimates,2004,5.29438817091629
266,estimates,2005,5.44543796328637
266,estimates,2006,5.60734272519114
266,estimates,2007,5.77945822175651
266,estimates,2008,5.96270811503085
266,estimates,2009,6.1580859238561
266,estimates,2010,6.36554507703652
266,estimates,2011,6.58633523499049
266,estimates,2012,6.81808902860248
266,estimates,2013,7.05270695075096
266,estimates,2014,7.27951643575115
266,constant_fertility,2015,7.49087980750572
266,constant_mortality,2015,7.49087980750572
266,estimates,2015,7.49087980750572
266,high_variant,2015,7.49087980750572
266,instant_replacement,2015,7.49087980750572
266,low_variant,2015,7.49087980750572
266,medium_variant,2015,7.49087980750572
266,momentum,2015,7.49087980750572
266,no_change,2015,7.49087980750572
266,zero_migration,2015,7.49087980750572
266,constant_fertility,2016,7.6755966934451
266,constant_mortality,2016,7.65828773237086
266,high_variant,2016,7.67295377808825
266,instant_replacement,2016,7.62547444405635
266,low_variant,2016,7.65470563123375
266,medium_variant,2016,7.68341677339232
266,momentum,2016,7.62052237357861
266,no_change,2016,7.67001203089223
266,zero_migration,2016,7.65994100981876
266,constant_fertility,2017,7.86352311095587
266,constant_mortality,2017,7.82377847634571
266,high_variant,2017,7.85741840338417
266,instant_replacement,2017,7.7195909496643
266,low_variant,2017,7.81447588000155
266,medium_variant,2017,7.85942096479994
266,momentum,2017,7.70750960530912
266,no_change,2017,7.85120502968914
266,zero_migration,2017,7.82799316955796
266,constant_fertility,2018,8.05476772616137
266,constant_mortality,2018,7.98755384794505
266,high_variant,2018,8.04398261342027
266,instant_replacement,2018,7.78681258974658
266,low_variant,2018,7.97081538401832
266,medium_variant,2018,8.02406566538596
266,momentum,2018,7.76591376566927
266,no_change,2018,8.03461404121551
266,zero_migration,2018,7.99526914270191
266,constant_fertility,2019,8.24961384716886
266,constant_mortality,2019,8.14966429929755
266,high_variant,2019,8.23242907594986
266,instant_replacement,2019,7.84738231070749
266,low_variant,2019,8.12429464043156
266,medium_variant,2019,8.18527185935499
266,momentum,2019,7.81676563045756
266,no_change,2019,8.22038265999146
266,zero_migration,2019,8.16193580936857
266,constant_fertility,2020,8.44818566383359
266,constant_mortality,2020,8.3103271626499
266,high_variant,2020,8.4226685295145
