country,variant,year,populationdensitypersqkm
630,estimates,1950,250.056369785795
630,estimates,1951,249.120180383315
630,estimates,1952,249.391431792559
630,estimates,1953,250.396505073281
630,estimates,1954,251.793122886133
630,estimates,1955,253.372604284104
630,estimates,1956,255.064148816235
630,estimates,1957,256.928635851184
630,estimates,1958,259.1396843292
630,estimates,1959,261.945095828636
630,estimates,1960,265.56595264938
630,estimates,1961,270.079932356257
630,estimates,1962,275.327395715896
630,estimates,1963,280.865727170237
630,estimates,1964,286.091995490417
630,estimates,1965,290.588951521984
630,estimates,1966,294.167756482525
630,estimates,1967,296.996505073281
630,estimates,1968,299.469898534386
630,estimates,1969,302.166629086809
630,estimates,1970,305.506313416009
630,estimates,1971,309.579594137542
630,estimates,1972,314.244419391206
630,estimates,1973,319.406313416009
630,estimates,1974,324.88726042841
630,estimates,1975,330.539571589628
630,estimates,1976,336.367981961669
630,estimates,1977,342.361443066516
630,estimates,1978,348.338218714769
630,estimates,1979,354.065839909808
630,estimates,1980,359.376662908681
630,estimates,1981,364.201803833145
630,estimates,1982,368.574182638106
630,estimates,1983,372.568432919955
630,estimates,1984,376.308793686584
630,estimates,1985,379.896166854566
630,estimates,1986,383.316798196167
630,estimates,1987,386.564374295378
630,estimates,1988,389.764712514092
630,estimates,1989,393.081172491545
630,estimates,1990,396.614994363021
630,estimates,1991,400.404396843292
630,estimates,1992,404.383314543405
630,estimates,1993,408.422322435175
630,estimates,1994,412.335062006764
630,estimates,1995,415.968545659527
630,estimates,1996,419.314994363021
630,estimates,1997,422.362908680947
630,estimates,1998,424.953325817362
630,estimates,1999,426.896843291995
630,estimates,2000,428.069560315671
630,estimates,2001,428.399887260428
630,estimates,2002,427.962570462232
630,estimates,2003,426.974971815107
630,estimates,2004,425.745095828636
630,estimates,2005,424.509470124014
630,estimates,2006,423.349830890643
630,estimates,2007,422.238782412627
630,estimates,2008,421.171138669673
630,estimates,2009,420.10496054115
630,estimates,2010,419.018376550169
630,estimates,2011,417.923788049605
630,estimates,2012,416.86313416009
630,estimates,2013,415.865050732807
630,estimates,2014,414.962232243517
630,constant_fertility,2015,414.174520856821
630,constant_mortality,2015,414.174520856821
630,estimates,2015,414.174520856821
630,high_variant,2015,414.174520856821
630,instant_replacement,2015,414.174520856821
630,low_variant,2015,414.174520856821
630,medium_variant,2015,414.174520856821
630,momentum,2015,414.174520856821
630,no_change,2015,414.174520856821
630,zero_migration,2015,414.174520856821
630,constant_fertility,2016,413.763923337091
630,constant_mortality,2016,413.52130777903
630,high_variant,2016,414.149154453213
630,instant_replacement,2016,414.691431792559
630,low_variant,2016,413.170349492672
630,medium_variant,2016,413.517812852311
630,momentum,2016,415.677452085682
630,no_change,2016,413.623449830891
630,zero_migration,2016,415.390529875986
630,constant_fertility,2017,413.393122886133
630,constant_mortality,2017,412.837767756483
630,high_variant,2017,414.285569334837
630,instant_replacement,2017,415.814092446449
630,low_variant,2017,412.028748590755
630,medium_variant,2017,412.979819616685
630,momentum,2017,418.188275084555
630,no_change,2017,413.072040586246
630,zero_migration,2017,416.559977452086
630,constant_fertility,2018,413.037429537768
630,constant_mortality,2018,412.109470124014
630,high_variant,2018,414.537316798196
630,instant_replacement,2018,417.33833145434
630,low_variant,2018,410.75885005637
630,medium_variant,2018,412.51488162345
630,momentum,2018,421.350169109357
630,no_change,2018,412.496279594138
630,zero_migration,2018,417.674182638106
630,constant_fertility,2019,412.678466741826
630,constant_mortality,2019,411.32412626832
630,high_variant,2019,414.871025930101
630,instant_replacement,2019,418.970349492672
630,low_variant,2019,409.371138669673
630,medium_variant,2019,412.060653889515
630,momentum,2019,424.648365276212
630,no_change,2019,411.879819616685
630,zero_migration,2019,418.732243517475
630,constant_fertility,2020,412.301691093574
630,constant_mortality,2020,410.47587373168
630,high_variant,2020,415.261104847802
630,instant_replacement,2020,420.489177001127
630,low_variant,2020,407.875084554679
630,medium_variant,2020,411.567981961669
630,momentum,2020,427.696392333709
630,no_change,2020,411.208680947012
630,zero_migration,2020,419.730214205186
630,constant_fertility,2021,411.89785794814
630,constant_mortality,2021,409.564374295378
630,high_variant,2021,415.693461104848
630,instant_replacement,2021,421.822209695603
630,low_variant,2021,406.280383314543
630,medium_variant,2021,411.016798196167
630,momentum,2021,430.373957158963
630,no_change,2021,410.475535512965
630,zero_migration,2021,420.667080045096
630,constant_fertility,2022,411.464261555806
630,constant_mortality,2022,408.593122886133
630,high_variant,2022,416.162570462232
630,instant_replacement,2022,423.013416009019
630,low_variant,2022,404.59932356257
630,medium_variant,2022,410.416009019166
630,momentum,2022,432.759751972943
630,no_change,2022,409.677001127396
630,zero_migration,2022,421.544193912063
630,constant_fertility,2023,411.002254791432
630,constant_mortality,2023,407.570800450958
630,high_variant,2023,416.672378804961
630,instant_replacement,2023,424.090868094701
630,low_variant,2023,402.844419391206
630,medium_variant,2023,409.779932356257
630,momentum,2023,434.895828635851
630,no_change,2023,408.813528748591
630,zero_migration,2023,422.362795941375
630,constant_fertility,2024,410.514768883878
630,constant_mortality,2024,406.506426155581
630,high_variant,2024,417.231792559188
630,instant_replacement,2024,425.12198421646
630,low_variant,2024,401.027282976325
630,medium_variant,2024,409.13618940248
630,momentum,2024,436.895377677565
630,no_change,2024,407.891206313416
630,zero_migration,2024,423.125253664036
630,constant_fertility,2025,410.00496054115
630,constant_mortality,2025,405.410372040586
630,high_variant,2025,417.849267192785
630,instant_replacement,2025,426.152198421646
630,low_variant,2025,399.15670800451
630,medium_variant,2025,408.502931228861
630,momentum,2025,438.834836527621
630,no_change,2025,406.910597519729
630,zero_migration,2025,423.834949267193
630,constant_fertility,2026,409.469560315671
630,constant_mortality,2026,404.283201803833
630,high_variant,2026,418.519729425028
630,instant_replacement,2026,427.173393461105
630,low_variant,2026,397.240022547914
630,medium_variant,2026,407.879594137542
630,momentum,2026,440.700112739572
630,no_change,2026,405.871476888388
630,zero_migration,2026,424.489402480271
630,constant_fertility,2027,408.897519729425
630,constant_mortality,2027,403.116347237881
630,high_variant,2027,419.219052987599
630,instant_replacement,2027,428.147801578354
630,low_variant,2027,395.27801578354
630,medium_variant,2027,407.249041713641
630,momentum,2027,442.434949267193
630,no_change,2027,404.761781285231
630,zero_migration,2027,425.085456595265
630,constant_fertility,2028,408.264036076663
630,constant_mortality,2028,401.888387824126
630,high_variant,2028,419.905636978579
630,instant_replacement,2028,429.049718151071
630,low_variant,2028,393.266854565953
630,medium_variant,2028,406.587147688839
630,momentum,2028,444.034272829763
630,no_change,2028,403.56313416009
630,zero_migration,2028,425.614092446449
630,constant_fertility,2029,407.540473506201
630,constant_mortality,2029,400.570011273957
630,high_variant,2029,420.521758737317
630,instant_replacement,2029,429.851296505073
630,low_variant,2029,391.196617812852
630,medium_variant,2029,405.860428410372
630,momentum,2029,445.491770011274
630,no_change,2029,402.249718151071
630,zero_migration,2029,426.065050732807
630,constant_fertility,2030,406.707328072153
630,constant_mortality,2030,399.141713641488
630,high_variant,2030,421.027621195039
630,instant_replacement,2030,430.5297632469
630,low_variant,2030,389.06313416009
630,medium_variant,2030,405.044870349493
630,momentum,2030,446.806651634724
630,no_change,2030,400.802367531003
630,zero_migration,2030,426.428523111612
630,constant_fertility,2031,405.751521984216
630,constant_mortality,2031,397.592784667418
630,high_variant,2031,421.403043968433
630,instant_replacement,2031,431.078804960541
630,low_variant,2031,386.86313416009
630,medium_variant,2031,404.131567080045
630,momentum,2031,447.977564825254
630,no_change,2031,399.213077790304
630,zero_migration,2031,426.702931228861
630,constant_fertility,2032,404.676775648253
630,constant_mortality,2032,395.929312288613
630,high_variant,2032,421.653664036077
630,instant_replacement,2032,431.503043968433
630,low_variant,2032,384.598759864713
630,medium_variant,2032,403.119729425028
630,momentum,2032,449.010146561443
630,no_change,2032,397.484441939121
630,zero_migration,2032,426.887034949267
630,constant_fertility,2033,403.485456595265
630,constant_mortality,2033,394.150732807215
630,high_variant,2033,421.784103720406
630,instant_replacement,2033,431.811161217587
630,low_variant,2033,382.263697857948
630,medium_variant,2033,402.013077790304
630,momentum,2033,449.909695603157
630,no_change,2033,395.623337091319
630,zero_migration,2033,426.976437429538
630,constant_fertility,2034,402.188387824126
630,constant_mortality,2034,392.265050732807
630,high_variant,2034,421.811273957159
630,instant_replacement,2034,432.013866967306
630,low_variant,2034,379.854678692221
630,medium_variant,2034,400.813416009019
630,momentum,2034,450.684329199549
630,no_change,2034,393.639458850056
630,zero_migration,2034,426.970011273957
630,constant_fertility,2035,400.788838782413
