country,variant,year,populationdensitypersqkm
12,estimates,1950,3.72511147312469
12,estimates,1951,3.79550664640137
12,estimates,1952,3.8696066741122
12,estimates,1953,3.94897973750283
12,estimates,1954,4.0346574353204
12,estimates,1955,4.12711672978579
12,estimates,1956,4.22624719742709
12,estimates,1957,4.33140813019053
12,estimates,1958,4.44147933863478
12,estimates,1959,4.55506184554149
12,estimates,1960,4.67090782369192
12,estimates,1961,4.78845675850429
12,estimates,1962,4.90824061400489
12,estimates,1963,5.03209250379974
12,estimates,1964,5.16259961204833
12,estimates,1965,5.30156608194009
12,estimates,1966,5.44990931000025
12,estimates,1967,5.60690797484192
12,estimates,1968,5.7707335813313
12,estimates,1969,5.93869943822583
12,estimates,1970,6.10899342497502
12,estimates,1971,6.28116796963564
12,estimates,1972,6.45624333470488
12,estimates,1973,6.63566468212315
12,estimates,1974,6.82153089757908
12,estimates,1975,7.01550085231805
12,estimates,1976,7.21751282675691
12,estimates,1977,7.42742028936828
12,estimates,1978,7.64664740903709
12,estimates,1979,7.87691393686968
12,estimates,1980,8.11915448369679
12,estimates,1981,8.37356890340675
12,estimates,1982,8.63893665975295
12,estimates,1983,8.91293298176963
12,estimates,1984,9.19237742154895
12,estimates,1985,9.47454592020959
12,estimates,1986,9.7581062584497
12,estimates,1987,10.0421947819661
12,estimates,1988,10.3250111263194
12,estimates,1989,10.6047142005425
12,estimates,1990,10.8795951699178
12,estimates,1991,11.1491300477802
12,estimates,1992,11.4122842963548
12,estimates,1993,11.6663695449545
12,estimates,1994,11.9082070251161
12,estimates,1995,12.1357906404561
12,estimates,1996,12.348709346948
12,estimates,1997,12.5483213952824
12,estimates,1998,12.7367941085089
12,estimates,1999,12.9172844223131
12,estimates,2000,13.0928060997422
12,estimates,2001,13.2643164241269
12,estimates,2002,13.4334755262959
12,estimates,2003,13.6049753541528
12,estimates,2004,13.7845004072653
12,estimates,2005,13.9765201071486
12,estimates,2006,14.1820328835221
12,estimates,2007,14.401267980552
12,estimates,2008,14.6366584933704
12,estimates,2009,14.890693358637
12,estimates,2010,15.1643911594045
12,estimates,2011,15.4591004895581
12,estimates,2012,15.7724382174377
12,estimates,2013,16.0968711950087
12,estimates,2014,16.4221590097996
12,constant_fertility,2015,16.7405040012764
12,constant_mortality,2015,16.7405040012764
12,estimates,2015,16.7405040012764
12,high_variant,2015,16.7405040012764
12,instant_replacement,2015,16.7405040012764
12,low_variant,2015,16.7405040012764
12,medium_variant,2015,16.7405040012764
12,momentum,2015,16.7405040012764
12,no_change,2015,16.7405040012764
12,zero_migration,2015,16.7405040012764
12,constant_fertility,2016,17.0760649777054
12,constant_mortality,2016,17.0436659752954
12,high_variant,2016,17.0699240891113
12,instant_replacement,2016,16.9979968426445
12,low_variant,2016,17.0253327399296
12,medium_variant,2016,17.0489020631975
12,momentum,2016,16.9985548380596
12,no_change,2016,17.0720334713277
12,zero_migration,2016,17.0519880423556
12,constant_fertility,2017,17.4111972759411
12,constant_mortality,2017,17.3371602273968
12,high_variant,2017,17.3984070469489
12,instant_replacement,2017,17.2254167121516
12,low_variant,2017,17.294432221821
12,medium_variant,2017,17.3478809609781
12,momentum,2017,17.226667058537
12,no_change,2017,17.4017579584673
12,zero_migration,2017,17.3552331488744
12,constant_fertility,2018,17.7453924441795
12,constant_mortality,2018,17.6211681375801
12,high_variant,2018,17.7248272271533
12,instant_replacement,2018,17.4315235919958
12,low_variant,2018,17.5492190583355
12,medium_variant,2018,17.6375481790624
12,momentum,2018,17.433330674213
12,no_change,2018,17.7291862251967
12,zero_migration,2018,17.6503925701378
12,constant_fertility,2019,18.0781159992275
12,constant_mortality,2019,17.8958072669561
12,high_variant,2019,18.0482134909772
12,instant_replacement,2019,17.6301032018608
12,low_variant,2019,17.7908319128032
12,medium_variant,2019,17.9192598688354
12,momentum,2019,17.6319421935224
12,no_change,2019,18.0537900862395
12,zero_migration,2019,17.9375842871178
12,constant_fertility,2020,18.4088154038644
12,constant_mortality,2020,18.1611376556635
12,high_variant,2020,18.3677681023118
12,instant_replacement,2020,17.8312586596354
12,low_variant,2020,18.0201285614719
12,medium_variant,2020,18.1939485418224
12,momentum,2020,17.8323360232435
12,no_change,2020,18.3750371577082
12,zero_migration,2020,18.2168435681477
12,constant_fertility,2021,18.7369158682308
12,constant_mortality,2021,18.4171475475913
12,high_variant,2021,18.6828852015753
12,instant_replacement,2021,18.037298361702
12,low_variant,2021,18.2376762367009
12,medium_variant,2021,18.4610003610806
12,momentum,2021,18.0366677303148
12,no_change,2021,18.6923476114101
12,zero_migration,2021,18.4881481605885
12,constant_fertility,2022,19.0618207696894
12,constant_mortality,2022,18.6637735437117
12,high_variant,2022,18.9931096593247
12,instant_replacement,2022,18.2450452190415
12,low_variant,2022,18.4437570851562
12,medium_variant,2022,18.7192838009187
12,momentum,2022,18.2417761804395
12,no_change,2022,19.0051340616524
12,zero_migration,2022,18.7514208099961
12,constant_fertility,2023,19.3829364246307
12,constant_mortality,2023,18.9009056404142
12,high_variant,2023,19.2981568097273
12,instant_replacement,2023,18.4527513498535
12,low_variant,2023,18.6384303072544
12,medium_variant,2023,18.9688416871699
12,momentum,2023,18.445929026678
