region,variant,freq,year,under5mortalityper1000livebirth
947,estimates,5yearly,1950,309.635103621325
947,estimates,5yearly,1955,286.926388798915
947,estimates,5yearly,1960,264.664695666823
947,estimates,5yearly,1965,246.099840589262
947,estimates,5yearly,1970,226.68622659679
947,estimates,5yearly,1975,209.069658250027
947,estimates,5yearly,1980,196.283678926201
947,estimates,5yearly,1985,187.903520239708
947,estimates,5yearly,1990,184.179590789295
947,estimates,5yearly,1995,165.703302293853
947,estimates,5yearly,2000,141.065293432457
947,estimates,5yearly,2005,115.199042620279
947,estimates,5yearly,2010,95.3068199567886
947,medium_variant,5yearly,2015,81.8372675776693
947,medium_variant,5yearly,2020,71.1414645304623
947,medium_variant,5yearly,2025,61.8534888230111
947,medium_variant,5yearly,2030,53.9244456930834
947,medium_variant,5yearly,2035,47.1272421652607
947,medium_variant,5yearly,2040,41.4520923646329
947,medium_variant,5yearly,2045,36.6820118568469
947,medium_variant,5yearly,2050,32.3472400954723
947,medium_variant,5yearly,2055,28.8251137710176
947,medium_variant,5yearly,2060,25.9874606709776
947,medium_variant,5yearly,2065,23.5438567780328
947,medium_variant,5yearly,2070,21.5264677496226
947,medium_variant,5yearly,2075,19.7936043021125
947,medium_variant,5yearly,2080,18.3594137666815
947,medium_variant,5yearly,2085,17.097871308938
947,medium_variant,5yearly,2090,15.9532660225049
947,medium_variant,5yearly,2095,14.9150873661525
