region,variant,freq,year,under5mortalityper1000livebirth
914,estimates,5yearly,1950,342.142106068207
914,estimates,5yearly,1955,320.079238954769
914,estimates,5yearly,1960,297.52276922089
914,estimates,5yearly,1965,278.691419319678
914,estimates,5yearly,1970,257.114933346808
914,estimates,5yearly,1975,233.992539954424
914,estimates,5yearly,1980,215.189763002495
914,estimates,5yearly,1985,208.325197271128
914,estimates,5yearly,1990,202.287534446338
914,estimates,5yearly,1995,187.300571612766
914,estimates,5yearly,2000,161.722323007816
914,estimates,5yearly,2005,132.638994786645
914,estimates,5yearly,2010,110.753815250477
914,medium_variant,5yearly,2015,93.6535991380763
914,medium_variant,5yearly,2020,81.0150826981123
914,medium_variant,5yearly,2025,69.8974160054753
914,medium_variant,5yearly,2030,60.4960152041103
914,medium_variant,5yearly,2035,52.178478459793
914,medium_variant,5yearly,2040,45.1386924659551
914,medium_variant,5yearly,2045,39.3311650768703
914,medium_variant,5yearly,2050,33.9217149167462
914,medium_variant,5yearly,2055,29.5571798881469
914,medium_variant,5yearly,2060,26.0449967920703
914,medium_variant,5yearly,2065,23.042276430588
914,medium_variant,5yearly,2070,20.6675208723659
914,medium_variant,5yearly,2075,18.6561907419252
914,medium_variant,5yearly,2080,17.1243442765956
914,medium_variant,5yearly,2085,15.8130369419102
914,medium_variant,5yearly,2090,14.6362761440288
914,medium_variant,5yearly,2095,13.5921528668413
914,estimates,5yearly,Regi,Western Africa
914,medium_variant,5yearly,Regi,Western Africa
