region,variant,freq,year,under5mortalityper1000livebirth
921,estimates,5yearly,1950,286.392183261483
921,estimates,5yearly,1955,257.958835328805
921,estimates,5yearly,1960,234.606653681481
921,estimates,5yearly,1965,216.233539024057
921,estimates,5yearly,1970,202.483590281748
921,estimates,5yearly,1975,176.031531526508
921,estimates,5yearly,1980,152.30317220861
921,estimates,5yearly,1985,132.215379397336
921,estimates,5yearly,1990,114.784864902197
921,estimates,5yearly,1995,98.3913208685578
921,estimates,5yearly,2000,81.3613201555875
921,estimates,5yearly,2005,66.3679298667338
921,estimates,5yearly,2010,54.4999305490236
921,medium_variant,5yearly,2015,47.1552124307313
921,medium_variant,5yearly,2020,40.8329325612224
921,medium_variant,5yearly,2025,35.5693111670496
921,medium_variant,5yearly,2030,31.1368418174749
921,medium_variant,5yearly,2035,27.5322093794184
921,medium_variant,5yearly,2040,24.5563565385581
921,medium_variant,5yearly,2045,21.9121983383375
921,medium_variant,5yearly,2050,19.5526774948943
921,medium_variant,5yearly,2055,17.5556198492488
921,medium_variant,5yearly,2060,15.7518389749626
921,medium_variant,5yearly,2065,14.1429538658517
921,medium_variant,5yearly,2070,12.8380839096337
921,medium_variant,5yearly,2075,11.6325060275642
921,medium_variant,5yearly,2080,10.5588276963221
921,medium_variant,5yearly,2085,9.6293074643004
921,medium_variant,5yearly,2090,8.81653348188441
921,medium_variant,5yearly,2095,8.06309606631015
921,estimates,5yearly,Regi,South-Central Asia
921,medium_variant,5yearly,Regi,South-Central Asia
