region,variant,freq,year,under5mortalityper1000livebirth
5501,estimates,5yearly,1950,290.228541036317
5501,estimates,5yearly,1955,261.941287787749
5501,estimates,5yearly,1960,238.476825945726
5501,estimates,5yearly,1965,219.519656670841
5501,estimates,5yearly,1970,205.710244669026
5501,estimates,5yearly,1975,178.633957801864
5501,estimates,5yearly,1980,154.430189458753
5501,estimates,5yearly,1985,134.090723650468
5501,estimates,5yearly,1990,116.196979715453
5501,estimates,5yearly,1995,99.2966237270614
5501,estimates,5yearly,2000,82.0552268490944
5501,estimates,5yearly,2005,67.1322790326544
5501,estimates,5yearly,2010,55.3689004230672
5501,medium_variant,5yearly,2015,47.8582729787451
5501,medium_variant,5yearly,2020,41.3867807948694
5501,medium_variant,5yearly,2025,36.022543277363
5501,medium_variant,5yearly,2030,31.5301961143822
5501,medium_variant,5yearly,2035,27.8976450184947
5501,medium_variant,5yearly,2040,24.9015202493653
5501,medium_variant,5yearly,2045,22.2242714344752
5501,medium_variant,5yearly,2050,19.8232426963732
5501,medium_variant,5yearly,2055,17.7924546895145
5501,medium_variant,5yearly,2060,15.9632868062205
5501,medium_variant,5yearly,2065,14.3297662979384
5501,medium_variant,5yearly,2070,13.0055754116243
5501,medium_variant,5yearly,2075,11.7794083938
5501,medium_variant,5yearly,2080,10.6853266200255
5501,medium_variant,5yearly,2085,9.73812827252364
5501,medium_variant,5yearly,2090,8.91120663541131
5501,medium_variant,5yearly,2095,8.14340699105123
5501,estimates,5yearly,Regi,Southern Asia
5501,medium_variant,5yearly,Regi,Southern Asia
