region,variant,freq,year,under5mortalityper1000livebirth
928,estimates,5yearly,1950,220.437009642132
928,estimates,5yearly,1955,196.6537604177
928,estimates,5yearly,1960,175.86864088462
928,estimates,5yearly,1965,150.706053524127
928,estimates,5yearly,1970,129.809220244533
928,estimates,5yearly,1975,110.957827918435
928,estimates,5yearly,1980,95.1833086328968
928,estimates,5yearly,1985,89.4449915554659
928,estimates,5yearly,1990,80.809927636098
928,estimates,5yearly,1995,73.2999399625774
928,estimates,5yearly,2000,66.4276416322498
928,estimates,5yearly,2005,60.9281162104386
928,estimates,5yearly,2010,56.6879935598295
928,medium_variant,5yearly,2015,51.8458279683345
928,medium_variant,5yearly,2020,47.5610525094505
928,medium_variant,5yearly,2025,43.711377557689
928,medium_variant,5yearly,2030,39.8927449101687
928,medium_variant,5yearly,2035,36.6217354426364
928,medium_variant,5yearly,2040,33.537417117069
928,medium_variant,5yearly,2045,30.8207839164914
928,medium_variant,5yearly,2050,28.3884076885512
928,medium_variant,5yearly,2055,26.1647069215532
928,medium_variant,5yearly,2060,23.9430047972645
928,medium_variant,5yearly,2065,21.9623231852112
928,medium_variant,5yearly,2070,20.1423602250817
928,medium_variant,5yearly,2075,18.3791191095717
928,medium_variant,5yearly,2080,17.0317917180155
928,medium_variant,5yearly,2085,15.7401071749845
928,medium_variant,5yearly,2090,14.5089452689531
928,medium_variant,5yearly,2095,13.3181415136416
