region,variant,freq,year,under5mortalityper1000livebirth
901,estimates,5yearly,1950,76.9322632733686
901,estimates,5yearly,1955,52.960405247985
901,estimates,5yearly,1960,38.7120593533673
901,estimates,5yearly,1965,30.8445925332256
901,estimates,5yearly,1970,25.3216390434113
901,estimates,5yearly,1975,21.7899384806244
901,estimates,5yearly,1980,18.2671241348216
901,estimates,5yearly,1985,15.7042445089281
901,estimates,5yearly,1990,12.7134067230435
901,estimates,5yearly,1995,10.4192884543624
901,estimates,5yearly,2000,8.8245002836493
901,estimates,5yearly,2005,7.40504217214041
901,estimates,5yearly,2010,6.25185998288692
901,medium_variant,5yearly,2015,5.29794336911698
901,medium_variant,5yearly,2020,4.59224392497768
901,medium_variant,5yearly,2025,4.00589179866234
901,medium_variant,5yearly,2030,3.537568150196
901,medium_variant,5yearly,2035,3.17156616647654
901,medium_variant,5yearly,2040,2.89133742080539
901,medium_variant,5yearly,2045,2.64457754621282
901,medium_variant,5yearly,2050,2.41869479428406
901,medium_variant,5yearly,2055,2.2167996171628
901,medium_variant,5yearly,2060,2.0445493936729
901,medium_variant,5yearly,2065,1.89687447614298
901,medium_variant,5yearly,2070,1.7723455295131
901,medium_variant,5yearly,2075,1.65366405823165
901,medium_variant,5yearly,2080,1.53867815815685
901,medium_variant,5yearly,2085,1.42932271869285
901,medium_variant,5yearly,2090,1.32811420375407
901,medium_variant,5yearly,2095,1.24567837150287
