region,variant,freq,year,under5mortalityper1000livebirth
923,estimates,5yearly,1950,121.433062088834
923,estimates,5yearly,1955,73.1569577602742
923,estimates,5yearly,1960,47.2758783196635
923,estimates,5yearly,1965,38.3871841720118
923,estimates,5yearly,1970,32.7316359006179
923,estimates,5yearly,1975,32.1421684262848
923,estimates,5yearly,1980,28.6425029870899
923,estimates,5yearly,1985,25.773528757794
923,estimates,5yearly,1990,22.8895884792908
923,estimates,5yearly,1995,20.7755574434029
923,estimates,5yearly,2000,16.6756522770483
923,estimates,5yearly,2005,11.976235832791
923,estimates,5yearly,2010,9.20676172097256
923,medium_variant,5yearly,2015,7.8163692445682
923,medium_variant,5yearly,2020,6.86534178878966
923,medium_variant,5yearly,2025,6.0910476423154
923,medium_variant,5yearly,2030,5.4722406099879
923,medium_variant,5yearly,2035,4.97214611012279
923,medium_variant,5yearly,2040,4.65160038235
923,medium_variant,5yearly,2045,4.37971793554135
923,medium_variant,5yearly,2050,4.13182486717515
923,medium_variant,5yearly,2055,3.91230326109944
923,medium_variant,5yearly,2060,3.72036405745877
923,medium_variant,5yearly,2065,3.54490227405744
923,medium_variant,5yearly,2070,3.39297054945514
923,medium_variant,5yearly,2075,3.25283676420388
923,medium_variant,5yearly,2080,3.12571560982898
923,medium_variant,5yearly,2085,3.01365391301725
923,medium_variant,5yearly,2090,2.91397925149254
923,medium_variant,5yearly,2095,2.84200643066662
923,estimates,5yearly,Regi,Eastern Europe
923,medium_variant,5yearly,Regi,Eastern Europe
