region,year,variant,agebroad,sexratio_maleper100female
1502,1950,estimates,"Region, subregion, country or area *",Upper-middle-income countries
1502,1950,estimates,total,101.302251627333
1502,1950,estimates,0_1,105.012514008597
1502,1950,estimates,0_4,105.817188574616
1502,1950,estimates,0_14,107.956182168678
1502,1950,estimates,0_17,107.985740110476
1502,1950,estimates,0_19,107.928133270261
1502,1950,estimates,0_24,107.601320221129
1502,1950,estimates,3_4,106.869386044489
1502,1950,estimates,3_5,107.200885091876
1502,1950,estimates,3_6,107.517630073446
1502,1950,estimates,4_5,107.572217834657
1502,1950,estimates,4_6,107.89049824771
1502,1950,estimates,5_10,109.145339027676
1502,1950,estimates,5_11,109.276295060182
1502,1950,estimates,5_14,109.387451461711
1502,1950,estimates,6_9,109.25737002484
1502,1950,estimates,6_10,109.403336117836
1502,1950,estimates,6_11,109.513301438834
1502,1950,estimates,6_12,109.578402289288
1502,1950,estimates,7_10,109.616469586272
1502,1950,estimates,7_12,109.748089826107
1502,1950,estimates,11_16,109.327178981293
1502,1950,estimates,11_17,109.092269928003
1502,1950,estimates,11_18,108.887404667585
1502,1950,estimates,12_14,109.643903968472
1502,1950,estimates,12_16,109.179161860619
1502,1950,estimates,12_17,108.926950362254
1502,1950,estimates,12_18,108.713720922076
1502,1950,estimates,13_17,108.708509901497
1502,1950,estimates,13_18,108.49192653657
1502,1950,estimates,13_19,108.325653511178
1502,1950,estimates,15plus,97.9186204364088
1502,1950,estimates,15_17,108.160227422707
1502,1950,estimates,15_24,106.942784720979
1502,1950,estimates,15_49,101.736321542842
1502,1950,estimates,15_59,100.771643146397
1502,1950,estimates,15_64,100.064756360571
1502,1950,estimates,16plus,97.5907525848946
1502,1950,estimates,17plus,97.270602372393
1502,1950,estimates,18plus,96.9532266596827
1502,1950,estimates,18_23,106.823691526219
1502,1950,estimates,20plus,96.2845295299811
1502,1950,estimates,20_64,98.6574508454328
1502,1950,estimates,20_69,97.8322234295345
1502,1950,estimates,21plus,95.9268598456732
1502,1950,estimates,25plus,94.5124343916615
1502,1950,estimates,25_49,98.7912346069481
1502,1950,estimates,25_64,97.1581247106703
1502,1950,estimates,25_69,96.2502855728948
1502,1950,estimates,50plus,85.9312934168291
1502,1950,estimates,60plus,77.5608462257928
1502,1950,estimates,65plus,72.3921236893764
1502,1950,estimates,70plus,66.4388365257018
1502,1950,estimates,75plus,60.1706632619301
1502,1950,estimates,80plus,52.2481926302784
1502,1950,estimates,85plus,49.6057263199434
1502,1950,estimates,90plus,47.7698355632628
1502,1955,estimates,"Region, subregion, country or area *",Upper-middle-income countries
1502,1955,estimates,total,101.285637227151
1502,1955,estimates,0_1,105.284332053355
1502,1955,estimates,0_4,104.918695983884
1502,1955,estimates,0_14,105.896141614187
1502,1955,estimates,0_17,106.348112044035
1502,1955,estimates,0_19,106.550063915186
1502,1955,estimates,0_24,106.683970644823
1502,1955,estimates,3_4,104.563947253833
1502,1955,estimates,3_5,104.586180048195
1502,1955,estimates,3_6,104.649922769415
1502,1955,estimates,4_5,104.586865208105
1502,1955,estimates,4_6,104.674597647332
1502,1955,estimates,5_10,105.566822078569
1502,1955,estimates,5_11,105.850362480233
1502,1955,estimates,5_14,106.657382809357
1502,1955,estimates,6_9,105.512728349516
1502,1955,estimates,6_10,105.791770149626
1502,1955,estimates,6_11,106.101933874879
