region,year,variant,agebroad,sexratio_maleper100female
1517,1950,estimates,total,101.705551532874
1517,1950,estimates,0_1,103.393822065861
1517,1950,estimates,0_4,103.978939016034
1517,1950,estimates,0_14,105.128031655359
1517,1950,estimates,0_17,105.208894790794
1517,1950,estimates,0_19,105.24987122577
1517,1950,estimates,0_24,105.286159237389
1517,1950,estimates,3_4,104.684752304274
1517,1950,estimates,3_5,104.867718179608
1517,1950,estimates,3_6,105.032197264178
1517,1950,estimates,4_5,105.075858706909
1517,1950,estimates,4_6,105.234559642371
1517,1950,estimates,5_10,105.789755540222
1517,1950,estimates,5_11,105.829384246207
1517,1950,estimates,5_14,105.874186017183
1517,1950,estimates,6_9,105.852723140845
1517,1950,estimates,6_10,105.901540933565
1517,1950,estimates,6_11,105.929474294845
1517,1950,estimates,6_12,105.942744054323
1517,1950,estimates,7_10,105.986864469567
1517,1950,estimates,7_12,106.006433424945
1517,1950,estimates,11_16,105.923489244474
1517,1950,estimates,11_17,105.876488097954
1517,1950,estimates,11_18,105.84811012406
1517,1950,estimates,12_14,105.980922361995
1517,1950,estimates,12_16,105.893305066844
1517,1950,estimates,12_17,105.842787375839
1517,1950,estimates,12_18,105.814600950887
1517,1950,estimates,13_17,105.804508809944
1517,1950,estimates,13_18,105.77728712343
1517,1950,estimates,13_19,105.776196618636
1517,1950,estimates,15plus,99.8162927800495
1517,1950,estimates,15_17,105.694187249829
1517,1950,estimates,15_24,105.588641256111
1517,1950,estimates,15_49,102.734079326433
1517,1950,estimates,15_59,102.048037153808
1517,1950,estimates,15_64,101.491121953558
1517,1950,estimates,16plus,99.6210357376743
1517,1950,estimates,17plus,99.4236845277276
1517,1950,estimates,18plus,99.2208715276608
1517,1950,estimates,18_23,105.754166494721
1517,1950,estimates,20plus,98.7738875371191
1517,1950,estimates,20_64,100.676054212962
1517,1950,estimates,20_69,100.038855081403
1517,1950,estimates,21plus,98.5251050349526
1517,1950,estimates,25plus,97.4748586605699
1517,1950,estimates,25_49,101.032995307457
1517,1950,estimates,25_64,99.6404608664897
1517,1950,estimates,25_69,98.92047847835
1517,1950,estimates,50plus,89.8901333843503
1517,1950,estimates,60plus,82.6215554934182
1517,1950,estimates,65plus,78.3887403148155
