region,year,variant,agebroad,sexratio_maleper100female
912,1950,estimates,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,total,101.166115591065
912,1950,estimates,0_1,105.354528990339
912,1950,estimates,0_4,104.463920440537
912,1950,estimates,0_14,103.168094901067
912,1950,estimates,0_17,103.203880790572
912,1950,estimates,0_19,103.205726758203
912,1950,estimates,0_24,103.00616156697
912,1950,estimates,3_4,103.384642543935
912,1950,estimates,3_5,103.137153533105
912,1950,estimates,3_6,102.925808832915
912,1950,estimates,4_5,102.843059193375
912,1950,estimates,4_6,102.643665953213
912,1950,estimates,5_10,102.07574657197
912,1950,estimates,5_11,102.083621566734
912,1950,estimates,5_14,102.234095374174
912,1950,estimates,6_9,101.965063688126
912,1950,estimates,6_10,101.960798175502
912,1950,estimates,6_11,101.98861537503
912,1950,estimates,6_12,102.040753684563
912,1950,estimates,7_10,101.893681950855
912,1950,estimates,7_12,102.010094759667
912,1950,estimates,11_16,102.761477324907
912,1950,estimates,11_17,102.882417919088
912,1950,estimates,11_18,102.94888967778
912,1950,estimates,12_14,102.611928599467
912,1950,estimates,12_16,102.891068406805
912,1950,estimates,12_17,103.012083671552
912,1950,estimates,12_18,103.070760756463
912,1950,estimates,13_17,103.146691919426
912,1950,estimates,13_18,103.194005156952
912,1950,estimates,13_19,103.168706471443
912,1950,estimates,15plus,99.8582286830741
912,1950,estimates,15_17,103.429304070497
912,1950,estimates,15_24,102.679082061354
912,1950,estimates,15_49,101.446737583976
912,1950,estimates,15_59,100.904657200256
912,1950,estimates,15_64,100.612467153001
912,1950,estimates,16plus,99.7388644270448
912,1950,estimates,17plus,99.5989811938898
912,1950,estimates,18plus,99.4450152063065
912,1950,estimates,18_23,102.443406600037
912,1950,estimates,20plus,99.1419999517881
912,1950,estimates,20_64,100.008525069769
912,1950,estimates,20_69,99.7676668018021
912,1950,estimates,21plus,99.0024867900173
912,1950,estimates,25plus,98.5096768775015
912,1950,estimates,25_49,100.606844113418
912,1950,estimates,25_64,99.5313690776412
912,1950,estimates,25_69,99.2528474522795
912,1950,estimates,50plus,93.5823986948071
912,1950,estimates,60plus,89.8665838880715
912,1950,estimates,65plus,87.6699800683934
912,1950,estimates,70plus,83.4491327828952
912,1950,estimates,75plus,82.2536279540883
912,1950,estimates,80plus,79.3024311819644
912,1950,estimates,85plus,65.5478562148116
912,1950,estimates,90plus,54.4205628185243
912,1955,estimates,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,total,101.105410733467
912,1955,estimates,0_1,104.338391589061
912,1955,estimates,0_4,105.16726977005
912,1955,estimates,0_14,104.51603750293
912,1955,estimates,0_17,104.239309205397
912,1955,estimates,0_19,104.121350143555
912,1955,estimates,0_24,103.887418332018
912,1955,estimates,3_4,106.01420614553
912,1955,estimates,3_5,106.063217091227
912,1955,estimates,3_6,106.046971719869
912,1955,estimates,4_5,106.154724983788
912,1955,estimates,4_6,106.103642332017
912,1955,estimates,5_10,105.203769815526
912,1955,estimates,5_11,104.861837754581
912,1955,estimates,5_14,104.030431342182
912,1955,estimates,6_9,105.299556312705
912,1955,estimates,6_10,104.976690265049
912,1955,estimates,6_11,104.599670025693
912,1955,estimates,6_12,104.230728616684
912,1955,estimates,7_10,104.687415440591
912,1955,estimates,7_12,103.881144002162
912,1955,estimates,11_16,101.943192119417
912,1955,estimates,11_17,102.023432734741
912,1955,estimates,11_18,102.096760817091
912,1955,estimates,12_14,101.634014328464
912,1955,estimates,12_16,101.841842069707
912,1955,estimates,12_17,101.952936838421
912,1955,estimates,12_18,102.047363362002
912,1955,estimates,13_17,102.020922642254
912,1955,estimates,13_18,102.120999686173
912,1955,estimates,13_19,102.194918859013
912,1955,estimates,15plus,98.7715158008699
912,1955,estimates,15_17,102.285225505834
912,1955,estimates,15_24,102.490177354611
912,1955,estimates,15_49,100.598452826737
912,1955,estimates,15_59,99.9401645039706
912,1955,estimates,15_64,99.6737641543251
912,1955,estimates,16plus,98.6615777004158
912,1955,estimates,17plus,98.5359352784678
912,1955,estimates,18plus,98.3944725512515
912,1955,estimates,18_23,102.699711874858
912,1955,estimates,20plus,98.0775663269979
912,1955,estimates,20_64,99.1094409445474
912,1955,estimates,20_69,98.7578115855017
912,1955,estimates,21plus,97.9014614801691
912,1955,estimates,25plus,97.1174201076275
912,1955,estimates,25_49,99.3912049299498
912,1955,estimates,25_64,98.2978184643814
912,1955,estimates,25_69,97.9013816219744
912,1955,estimates,50plus,91.8868597971192
912,1955,estimates,60plus,88.2418031962337
912,1955,estimates,65plus,85.1123747364489
912,1955,estimates,70plus,81.9513321708244
912,1955,estimates,75plus,76.2069957919464
912,1955,estimates,80plus,73.8818294417175
912,1955,estimates,85plus,71.0048347053443
912,1955,estimates,90plus,51.7128874388255
912,1960,estimates,"Region, subregion, country or area *",Northern Africa
912,1960,estimates,total,101.268084144324
912,1960,estimates,0_1,104.554083694596
912,1960,estimates,0_4,104.844370958536
912,1960,estimates,0_14,105.268050115564
912,1960,estimates,0_17,104.963961964982
912,1960,estimates,0_19,104.740614799088
912,1960,estimates,0_24,104.350367393013
912,1960,estimates,3_4,105.172544197845
912,1960,estimates,3_5,105.263433303438
912,1960,estimates,3_6,105.346308879478
912,1960,estimates,4_5,105.36485192974
912,1960,estimates,4_6,105.446021443429
912,1960,estimates,5_10,105.720340962713
912,1960,estimates,5_11,105.739184027527
912,1960,estimates,5_14,105.568823072984
912,1960,estimates,6_9,105.761212631638
912,1960,estimates,6_10,105.780088093755
912,1960,estimates,6_11,105.793647097156
912,1960,estimates,6_12,105.777982975614
912,1960,estimates,7_10,105.824638674215
912,1960,estimates,7_12,105.808480803179
912,1960,estimates,11_16,104.598093330231
912,1960,estimates,11_17,104.242537895985
912,1960,estimates,11_18,103.944991499186
912,1960,estimates,12_14,105.07128014881
912,1960,estimates,12_16,104.303237305293
912,1960,estimates,12_17,103.920275618851
912,1960,estimates,12_18,103.611192430317
912,1960,estimates,13_17,103.510831001358
912,1960,estimates,13_18,103.201172231634
912,1960,estimates,13_19,102.993401741854
912,1960,estimates,15plus,98.2957165390543
912,1960,estimates,15_17,102.566742797134
912,1960,estimates,15_24,102.005964287041
912,1960,estimates,15_49,100.537564610554
912,1960,estimates,15_59,99.7753657678474
912,1960,estimates,15_64,99.3573738643594
912,1960,estimates,16plus,98.1184464414479
912,1960,estimates,17plus,97.9734112469871
912,1960,estimates,18plus,97.8512206289246
912,1960,estimates,18_23,101.716893326707
912,1960,estimates,20plus,97.6019772328568
912,1960,estimates,20_64,98.8109130413027
912,1960,estimates,20_69,98.4497471500185
912,1960,estimates,21plus,97.4608693804188
912,1960,estimates,25plus,96.7738146999482
912,1960,estimates,25_49,99.6664186783956
912,1960,estimates,25_64,98.1576996594957
912,1960,estimates,25_69,97.7505935071049
912,1960,estimates,50plus,90.2927335228773
912,1960,estimates,60plus,86.1315096536537
912,1960,estimates,65plus,83.4982895110595
912,1960,estimates,70plus,79.2520846979856
912,1960,estimates,75plus,74.7208704907748
912,1960,estimates,80plus,67.1449638946333
912,1960,estimates,85plus,62.4973891248347
912,1960,estimates,90plus,59.7999574377527
912,1965,estimates,"Region, subregion, country or area *",Northern Africa
