region,year,variant,agebroad,sexratio_maleper100female
923,1950,estimates,total,81.5360884286574
923,1950,estimates,0_1,103.483664331207
923,1950,estimates,0_4,102.785042986907
923,1950,estimates,0_14,101.236895806466
923,1950,estimates,0_17,100.864158617295
923,1950,estimates,0_19,100.402860482749
923,1950,estimates,0_24,98.3001437310242
923,1950,estimates,3_4,101.64763452415
923,1950,estimates,3_5,101.361236085588
923,1950,estimates,3_6,101.126093157285
923,1950,estimates,4_5,101.009829015734
923,1950,estimates,4_6,100.800121069045
923,1950,estimates,5_10,100.392489533531
923,1950,estimates,5_11,100.418516856592
923,1950,estimates,5_14,100.391625341659
923,1950,estimates,6_9,100.304215903191
923,1950,estimates,6_10,100.337820476533
923,1950,estimates,6_11,100.379043525254
923,1950,estimates,6_12,100.406297194597
923,1950,estimates,7_10,100.330287120275
923,1950,estimates,7_12,100.410041724509
923,1950,estimates,11_16,100.088683578643
923,1950,estimates,11_17,99.8497192941846
923,1950,estimates,11_18,99.5247040556073
923,1950,estimates,12_14,100.346074312
923,1950,estimates,12_16,99.9976657202326
923,1950,estimates,12_17,99.7292604344664
923,1950,estimates,12_18,99.3695629498013
923,1950,estimates,13_17,99.5432516579769
923,1950,estimates,13_18,99.1411533712737
923,1950,estimates,13_19,98.6536596802567
923,1950,estimates,15plus,74.7000057686179
923,1950,estimates,15_17,98.9809975405843
923,1950,estimates,15_24,94.2585409068636
923,1950,estimates,15_49,79.3232764181786
923,1950,estimates,15_59,77.4984250052806
923,1950,estimates,15_64,76.6750439966621
923,1950,estimates,16plus,74.0727251298115
923,1950,estimates,17plus,73.4814745076839
923,1950,estimates,18plus,72.9093725449037
923,1950,estimates,18_23,93.6726907485626
923,1950,estimates,20plus,71.6657930964067
923,1950,estimates,20_64,73.5715644963331
923,1950,estimates,20_69,72.9566661578254
923,1950,estimates,21plus,70.9672914964645
923,1950,estimates,25plus,68.1059695463139
923,1950,estimates,25_49,71.5284084073646
923,1950,estimates,25_64,69.901469896566
923,1950,estimates,25_69,69.3651286481795
923,1950,estimates,50plus,61.8610447911146
923,1950,estimates,60plus,57.6717750667271
923,1950,estimates,65plus,55.515595833369
923,1950,estimates,70plus,52.4460851562695
923,1950,estimates,75plus,48.9292725618713
923,1950,estimates,80plus,45.1766486224576
923,1950,estimates,85plus,38.1140044791709
923,1950,estimates,90plus,31.5705391403019
923,1955,estimates,total,83.5362669767015
923,1955,estimates,0_1,104.667434687509
923,1955,estimates,0_4,104.125455717474
923,1955,estimates,0_14,102.576067294098
923,1955,estimates,0_17,102.072406145644
923,1955,estimates,0_19,101.811836587594
923,1955,estimates,0_24,101.111946454126
923,1955,estimates,3_4,103.60668788429
923,1955,estimates,3_5,103.458234654371
923,1955,estimates,3_6,103.309763539889
923,1955,estimates,4_5,103.300280470749
923,1955,estimates,4_6,103.148076207591
923,1955,estimates,5_10,102.28793621134
923,1955,estimates,5_11,102.089778600304
923,1955,estimates,5_14,101.50454752019
923,1955,estimates,6_9,102.277890032853
923,1955,estimates,6_10,102.078921231377
923,1955,estimates,6_11,101.865938131274
923,1955,estimates,6_12,101.646924011295
923,1955,estimates,7_10,101.857449313824
923,1955,estimates,7_12,101.393215868491
923,1955,estimates,11_16,99.9306713345482
923,1955,estimates,11_17,99.9054510546059
923,1955,estimates,11_18,99.8845486708224
923,1955,estimates,12_14,99.8461944460032
