region,year,variant,agebroad,sexratio_maleper100female
913,1950,estimates,total,100.463112690281
913,1950,estimates,0_1,100.009920514409
913,1950,estimates,0_4,100.334526658963
913,1950,estimates,0_14,100.215692571184
913,1950,estimates,0_17,100.71281563044
913,1950,estimates,0_19,101.088457479227
913,1950,estimates,0_24,101.780079581312
913,1950,estimates,3_4,100.62838307366
913,1950,estimates,3_5,100.613712924419
913,1950,estimates,3_6,100.574561035133
913,1950,estimates,4_5,100.614267500225
913,1950,estimates,4_6,100.560925108788
913,1950,estimates,5_10,100.17108061589
913,1950,estimates,5_11,100.061720450017
913,1950,estimates,5_14,100.140009549341
913,1950,estimates,6_9,100.177443562004
913,1950,estimates,6_10,100.080925466167
913,1950,estimates,6_11,99.9653966586372
913,1950,estimates,6_12,99.8945608249338
913,1950,estimates,7_10,99.9820368833725
913,1950,estimates,7_12,99.7926982494824
913,1950,estimates,11_16,101.126607148311
913,1950,estimates,11_17,101.654263739935
913,1950,estimates,11_18,102.101967099101
913,1950,estimates,12_14,100.348982285683
913,1950,estimates,12_16,101.513247259476
913,1950,estimates,12_17,102.077065409423
913,1950,estimates,12_18,102.539936029762
913,1950,estimates,13_17,102.651346025907
913,1950,estimates,13_18,103.109227641491
913,1950,estimates,13_19,103.43883194441
913,1950,estimates,15plus,100.618526504587
913,1950,estimates,15_17,103.951557892764
913,1950,estimates,15_24,105.09546373569
913,1950,estimates,15_49,104.643385479029
913,1950,estimates,15_59,103.217072744417
913,1950,estimates,15_64,102.175871903474
913,1950,estimates,16plus,100.547172615556
913,1950,estimates,17plus,100.42597271599
913,1950,estimates,18plus,100.262885151163
913,1950,estimates,18_23,105.643495047802
913,1950,estimates,20plus,99.8808762226698
913,1950,estimates,20_64,101.68517176624
913,1950,estimates,20_69,100.753618639629
913,1950,estimates,21plus,99.6731918154157
913,1950,estimates,25plus,98.7326443741403
913,1950,estimates,25_49,104.363392080929
913,1950,estimates,25_64,100.802444618082
913,1950,estimates,25_69,99.7158149218459
913,1950,estimates,50plus,86.7595132417005
913,1950,estimates,60plus,80.8999023728275
913,1950,estimates,65plus,81.0018312245207
913,1950,estimates,70plus,83.4243016552441
913,1950,estimates,75plus,82.6809015421115
913,1950,estimates,80plus,76.9580772406201
913,1950,estimates,85plus,75.413176364048
913,1950,estimates,90plus,65.7032007759457
913,1955,estimates,total,99.600983848536
913,1955,estimates,0_1,99.2099091578989
913,1955,estimates,0_4,99.227479812309
913,1955,estimates,0_14,99.6273000247577
913,1955,estimates,0_17,99.5884589156212
913,1955,estimates,0_19,99.6483140280541
913,1955,estimates,0_24,100.233209184606
913,1955,estimates,3_4,99.2655180136636
913,1955,estimates,3_5,99.3061440608376
913,1955,estimates,3_6,99.3541153768706
913,1955,estimates,4_5,99.3462283500456
913,1955,estimates,4_6,99.3995302002215
913,1955,estimates,5_10,99.7199173162622
913,1955,estimates,5_11,99.8027320308426
913,1955,estimates,5_14,99.9124469331134
913,1955,estimates,6_9,99.7191684686593
913,1955,estimates,6_10,99.7931569910103
913,1955,estimates,6_11,99.8802587939678
913,1955,estimates,6_12,99.9533150138501
913,1955,estimates,7_10,99.8691719595107
913,1955,estimates,7_12,100.034893578681
913,1955,estimates,11_16,99.9751439841211
913,1955,estimates,11_17,99.8701805613258
913,1955,estimates,11_18,99.8672323802532
913,1955,estimates,12_14,100.204096521462
913,1955,estimates,12_16,99.8942786274684
913,1955,estimates,12_17,99.7827043832426
913,1955,estimates,12_18,99.790745005883
913,1955,estimates,13_17,99.6417736896518
913,1955,estimates,13_18,99.6731532681806
913,1955,estimates,13_19,99.8441949755371
913,1955,estimates,15plus,99.5832778563423
913,1955,estimates,15_17,99.3227613933208
913,1955,estimates,15_24,101.600094281434
913,1955,estimates,15_49,102.922573753832
913,1955,estimates,15_59,102.060316621759
913,1955,estimates,15_64,101.522621728952
913,1955,estimates,16plus,99.5828260250296
913,1955,estimates,17plus,99.5967630546069
913,1955,estimates,18plus,99.6116963960731
913,1955,estimates,18_23,102.438183977868
913,1955,estimates,20plus,99.5541163724677
913,1955,estimates,20_64,101.894277553644
913,1955,estimates,20_69,100.860826990851
913,1955,estimates,21plus,99.4623898983649
913,1955,estimates,25plus,98.7261338951769
913,1955,estimates,25_49,103.741452352492
913,1955,estimates,25_64,101.485798969323
913,1955,estimates,25_69,100.255172260089
913,1955,estimates,50plus,87.7503762478671
913,1955,estimates,60plus,80.2129297810217
913,1955,estimates,65plus,75.4099920779448
913,1955,estimates,70plus,74.5709856926643
913,1955,estimates,75plus,76.4390230149705
913,1955,estimates,80plus,74.6973249748768
913,1955,estimates,85plus,66.4828976228585
913,1955,estimates,90plus,62.461091512762
913,1960,estimates,total,98.9588813963479
913,1960,estimates,0_1,100.612519201229
913,1960,estimates,0_4,99.8011720131591
913,1960,estimates,0_14,99.3584812741468
913,1960,estimates,0_17,99.4486821301205
913,1960,estimates,0_19,99.4607268279334
913,1960,estimates,0_24,99.3730779736287
913,1960,estimates,3_4,99.0322651044898
913,1960,estimates,3_5,98.9157060480681
913,1960,estimates,3_6,98.8349076008486
913,1960,estimates,4_5,98.7730841410301
913,1960,estimates,4_6,98.7092399477221
913,1960,estimates,5_10,98.7166973582802
913,1960,estimates,5_11,98.8026768689729
913,1960,estimates,5_14,99.0636230482734
913,1960,estimates,6_9,98.6515635929495
913,1960,estimates,6_10,98.7272421275342
913,1960,estimates,6_11,98.8285771611131
913,1960,estimates,6_12,98.9383118683425
913,1960,estimates,7_10,98.7705419500413
913,1960,estimates,7_12,99.010745803385
913,1960,estimates,11_16,99.843186476739
913,1960,estimates,11_17,99.8814178127737
913,1960,estimates,11_18,99.8767006564554
913,1960,estimates,12_14,99.8480906284846
913,1960,estimates,12_16,99.9348029423888
913,1960,estimates,12_17,99.9657093655982
913,1960,estimates,12_18,99.949008928862
913,1960,estimates,13_17,100.013891198456
913,1960,estimates,13_18,99.9865840976268
913,1960,estimates,13_19,99.9074363198223
913,1960,estimates,15plus,98.6750059727416
913,1960,estimates,15_17,100.091240246435
913,1960,estimates,15_24,99.4073941679754
913,1960,estimates,15_49,101.486278138889
913,1960,estimates,15_59,101.088696529916
913,1960,estimates,15_64,100.463629099689
913,1960,estimates,16plus,98.6286473428318
913,1960,estimates,17plus,98.5744142801959
913,1960,estimates,18plus,98.5181286270389
913,1960,estimates,18_23,98.9489595119311
913,1960,estimates,20plus,98.4364442437552
913,1960,estimates,20_64,100.581063156018
913,1960,estimates,20_69,99.9943501846472
913,1960,estimates,21plus,98.4183427890739
913,1960,estimates,25plus,98.3578648373122
913,1960,estimates,25_49,102.804867657932
913,1960,estimates,25_64,100.97450876042
913,1960,estimates,25_69,100.24428220877
913,1960,estimates,50plus,88.7895943770857
913,1960,estimates,60plus,79.7746016798554
913,1960,estimates,65plus,75.9902755191136
913,1960,estimates,70plus,69.931479721166
913,1960,estimates,75plus,67.9206341375171
913,1960,estimates,80plus,69.0099366512002
913,1960,estimates,85plus,66.1634644708753
913,1960,estimates,90plus,54.9549549549549
913,1965,estimates,total,98.5986385833601
