region,year,variant,agebroad,sexratio_maleper100female
910,1950,estimates,total,98.3302920504961
910,1950,estimates,0_1,100.741746530344
910,1950,estimates,0_4,100.460887908085
910,1950,estimates,0_14,99.9782907187667
910,1950,estimates,0_17,100.003450664219
910,1950,estimates,0_19,100.040621152559
910,1950,estimates,0_24,100.139860491068
910,1950,estimates,3_4,100.137982491555
910,1950,estimates,3_5,100.056308331564
910,1950,estimates,3_6,99.9831017911367
910,1950,estimates,4_5,99.9631189742551
910,1950,estimates,4_6,99.8921419947782
910,1950,estimates,5_10,99.639498702315
910,1950,estimates,5_11,99.620967113879
910,1950,estimates,5_14,99.6359856313941
910,1950,estimates,6_9,99.6078899248696
910,1950,estimates,6_10,99.5852209875013
910,1950,estimates,6_11,99.571470913513
910,1950,estimates,6_12,99.5689587468136
910,1950,estimates,7_10,99.542864570921
910,1950,estimates,7_12,99.5368273658668
910,1950,estimates,11_16,99.7754325791169
910,1950,estimates,11_17,99.8524828117951
910,1950,estimates,11_18,99.9230956077807
910,1950,estimates,12_14,99.6767826083108
910,1950,estimates,12_16,99.8355698032137
910,1950,estimates,12_17,99.9171239277808
910,1950,estimates,12_18,99.9902664470724
910,1950,estimates,13_17,99.9955209646674
910,1950,estimates,13_18,100.069640366635
910,1950,estimates,13_19,100.132255727278
910,1950,estimates,15plus,97.1051177225883
910,1950,estimates,15_17,100.174821607457
910,1950,estimates,15_24,100.50480999989
910,1950,estimates,15_49,100.218020880489
910,1950,estimates,15_59,98.9102380023499
910,1950,estimates,15_64,98.344849552907
910,1950,estimates,16plus,96.9936992217724
910,1950,estimates,17plus,96.868209719395
910,1950,estimates,18plus,96.7290169812109
910,1950,estimates,18_23,100.654304546223
910,1950,estimates,20plus,96.4167145123358
910,1950,estimates,20_64,97.8911524613375
910,1950,estimates,20_69,97.3072080000115
910,1950,estimates,21plus,96.2438630036108
910,1950,estimates,25plus,95.4372176190285
910,1950,estimates,25_49,100.019677673611
910,1950,estimates,25_64,97.1839930849667
910,1950,estimates,25_69,96.4908814859358
910,1950,estimates,50plus,84.2520831329852
910,1950,estimates,60plus,79.8188431599187
910,1950,estimates,65plus,77.1415030407186
910,1950,estimates,70plus,74.1681374096495
910,1950,estimates,75plus,69.7913240243052
910,1950,estimates,80plus,66.259874693544
910,1950,estimates,85plus,57.290999359385
910,1950,estimates,90plus,45.7036387549321
910,1955,estimates,total,98.2301992036172
910,1955,estimates,0_1,99.901685146936
910,1955,estimates,0_4,99.952781208928
910,1955,estimates,0_14,99.87904257532
910,1955,estimates,0_17,99.8426034767179
910,1955,estimates,0_19,99.8236960093371
910,1955,estimates,0_24,99.7951552520545
910,1955,estimates,3_4,100.004055345736
910,1955,estimates,3_5,100.004802811283
910,1955,estimates,3_6,100.00087541649
910,1955,estimates,4_5,100.008311042033
910,1955,estimates,4_6,100.00181516258
910,1955,estimates,5_10,99.9235236432316
910,1955,estimates,5_11,99.8972357706867
910,1955,estimates,5_14,99.826553354774
910,1955,estimates,6_9,99.9300143372037
910,1955,estimates,6_10,99.9046027706778
910,1955,estimates,6_11,99.8761020368634
910,1955,estimates,6_12,99.8478029191076
910,1955,estimates,7_10,99.8815152498111
910,1955,estimates,7_12,99.8210267640953
910,1955,estimates,11_16,99.6322931714643
910,1955,estimates,11_17,99.62487922879
910,1955,estimates,11_18,99.6193009101989
910,1955,estimates,12_14,99.6295807218104
910,1955,estimates,12_16,99.613698194151
910,1955,estimates,12_17,99.6077861466699
910,1955,estimates,12_18,99.6035491787804
910,1955,estimates,13_17,99.5972553434585
910,1955,estimates,13_18,99.5938693478527
910,1955,estimates,13_19,99.5922494295583
910,1955,estimates,15plus,96.9702841792702
910,1955,estimates,15_17,99.5839173968004
910,1955,estimates,15_24,99.6002469800755
910,1955,estimates,15_49,99.7213258491931
910,1955,estimates,15_59,98.725050241813
910,1955,estimates,15_64,98.1811875348721
910,1955,estimates,16plus,96.8697593864671
910,1955,estimates,17plus,96.7649192631708
910,1955,estimates,18plus,96.655031431423
910,1955,estimates,18_23,99.6045554779664
910,1955,estimates,20plus,96.416890636453
910,1955,estimates,20_64,97.8622968602344
910,1955,estimates,20_69,97.3203324013348
910,1955,estimates,21plus,96.2869515849209
910,1955,estimates,25plus,95.6815223508726
910,1955,estimates,25_49,99.8046036352333
