region,year,variant,agebroad,sexratio_maleper100female
924,1950,estimates,"Region, subregion, country or area *",Northern Europe
924,1950,estimates,total,92.9708797810436
924,1950,estimates,0_1,105.457538624732
924,1950,estimates,0_4,104.978540872491
924,1950,estimates,0_14,104.036757611139
924,1950,estimates,0_17,103.037798533933
924,1950,estimates,0_19,102.364525277833
924,1950,estimates,0_24,101.139396389622
924,1950,estimates,3_4,104.505729671621
924,1950,estimates,3_5,104.437075281425
924,1950,estimates,3_6,104.383913118228
924,1950,estimates,4_5,104.353923869377
924,1950,estimates,4_6,104.308776839046
924,1950,estimates,5_10,104.088267411309
924,1950,estimates,5_11,104.052870445549
924,1950,estimates,5_14,103.462424050142
924,1950,estimates,6_9,104.094792946375
924,1950,estimates,6_10,104.044169872125
924,1950,estimates,6_11,104.009383701351
924,1950,estimates,6_12,103.918824653583
924,1950,estimates,7_10,103.999103452588
924,1950,estimates,7_12,103.865817631674
924,1950,estimates,11_16,100.969618251992
924,1950,estimates,11_17,100.256531514133
924,1950,estimates,11_18,99.6698359711742
924,1950,estimates,12_14,101.971264133996
924,1950,estimates,12_16,100.382606697998
924,1950,estimates,12_17,99.6443505211137
924,1950,estimates,12_18,99.0589146507501
924,1950,estimates,13_17,98.8892664655596
924,1950,estimates,13_18,98.3305909299593
924,1950,estimates,13_19,97.9520673484365
924,1950,estimates,15plus,89.771005210337
924,1950,estimates,15_17,97.2820554531094
924,1950,estimates,15_24,96.3075127443366
924,1950,estimates,15_49,95.8354630984289
924,1950,estimates,15_59,93.7882791938866
924,1950,estimates,15_64,92.7688891325577
924,1950,estimates,16plus,89.61708077285
924,1950,estimates,17plus,89.4874951506462
924,1950,estimates,18plus,89.3741280996374
924,1950,estimates,18_23,95.8884470170602
924,1950,estimates,20plus,89.1421965371055
924,1950,estimates,20_64,92.3467759119805
924,1950,estimates,20_69,91.3543126023167
924,1950,estimates,21plus,89.0136916732219
924,1950,estimates,25plus,88.399869938111
924,1950,estimates,25_49,95.6585348266795
924,1950,estimates,25_64,91.8633764234819
924,1950,estimates,25_69,90.7858298199652
924,1950,estimates,50plus,79.1742727410123
924,1950,estimates,60plus,74.8926442485097
924,1950,estimates,65plus,72.64978319586
924,1950,estimates,70plus,69.9329947102507
924,1950,estimates,75plus,65.4464040440746
924,1950,estimates,80plus,58.0331399541637
924,1950,estimates,85plus,49.5617723689852
924,1950,estimates,90plus,41.0954593413916
924,1955,estimates,"Region, subregion, country or area *",Northern Europe
924,1955,estimates,total,93.2673836962161
924,1955,estimates,0_1,105.012294839803
924,1955,estimates,0_4,105.030763544727
924,1955,estimates,0_14,104.44533006632
924,1955,estimates,0_17,104.001381968367
924,1955,estimates,0_19,103.669323848601
924,1955,estimates,0_24,102.804725549918
924,1955,estimates,3_4,105.033809109998
924,1955,estimates,3_5,105.00955932544
924,1955,estimates,3_6,104.976629433534
924,1955,estimates,4_5,104.990097015677
924,1955,estimates,4_6,104.953133766791
924,1955,estimates,5_10,104.650416302009
924,1955,estimates,5_11,104.556260179957
924,1955,estimates,5_14,104.160604952952
924,1955,estimates,6_9,104.676243625896
924,1955,estimates,6_10,104.585574312132
924,1955,estimates,6_11,104.484773648903
924,1955,estimates,6_12,104.366975847267
924,1955,estimates,7_10,104.50838312605
924,1955,estimates,7_12,104.274036579888
924,1955,estimates,11_16,102.796436816806
924,1955,estimates,11_17,102.533315596276
924,1955,estimates,11_18,102.27978648467
924,1955,estimates,12_14,103.087264753345
924,1955,estimates,12_16,102.553214522427
924,1955,estimates,12_17,102.281680996682
924,1955,estimates,12_18,102.023145622922
924,1955,estimates,13_17,102.011435453839
924,1955,estimates,13_18,101.750887919109
924,1955,estimates,13_19,101.508160975841
924,1955,estimates,15plus,89.9687089918619
924,1955,estimates,15_17,101.439188544593
924,1955,estimates,15_24,99.8891686206193
924,1955,estimates,15_49,96.9238196582913
924,1955,estimates,15_59,95.2191208988007
924,1955,estimates,15_64,93.9817821218875
924,1955,estimates,16plus,89.7567572596352
924,1955,estimates,17plus,89.5510287990471
924,1955,estimates,18plus,89.350587564769
924,1955,estimates,18_23,99.3851056141599
924,1955,estimates,20plus,88.9590731964568
924,1955,estimates,20_64,93.2054185942788
924,1955,estimates,20_69,91.880052346175
924,1955,estimates,21plus,88.7663266354014
924,1955,estimates,25plus,87.9933055729769
924,1955,estimates,25_49,95.8245404177167
924,1955,estimates,25_64,92.5260398240886
924,1955,estimates,25_69,91.1049706146374
924,1955,estimates,50plus,78.9051161783478
924,1955,estimates,60plus,71.9585594116916
924,1955,estimates,65plus,68.9126644731668
924,1955,estimates,70plus,65.9880425938804
924,1955,estimates,75plus,62.5757949170042
924,1955,estimates,80plus,57.3574437011043
924,1955,estimates,85plus,49.0464783696818
924,1955,estimates,90plus,39.5886654478976
924,1960,estimates,"Region, subregion, country or area *",Northern Europe
924,1960,estimates,total,93.7968695963424
924,1960,estimates,0_1,105.50893492676
924,1960,estimates,0_4,105.304187559155
924,1960,estimates,0_14,104.988922637814
924,1960,estimates,0_17,104.677401583479
924,1960,estimates,0_19,104.384556580402
924,1960,estimates,0_24,103.546113498884
924,1960,estimates,3_4,105.095701665438
924,1960,estimates,3_5,105.071640789591
924,1960,estimates,3_6,105.056806181969
924,1960,estimates,4_5,105.040773082799
924,1960,estimates,4_6,105.031225843199
924,1960,estimates,5_10,105.003449349706
924,1960,estimates,5_11,104.997506482461
924,1960,estimates,5_14,104.831305041203
924,1960,estimates,6_9,105.006817846539
924,1960,estimates,6_10,104.999800774025
924,1960,estimates,6_11,104.993596163704
924,1960,estimates,6_12,104.969272811392
924,1960,estimates,7_10,104.996868249768
924,1960,estimates,7_12,104.962737023107
924,1960,estimates,11_16,104.192116468729
924,1960,estimates,11_17,103.967107122668
924,1960,estimates,11_18,103.721014398887
924,1960,estimates,12_14,104.472890447466
924,1960,estimates,12_16,104.030063035694
924,1960,estimates,12_17,103.789469796245
924,1960,estimates,12_18,103.528022456596
924,1960,estimates,13_17,103.558307416879
924,1960,estimates,13_18,103.283178557568
924,1960,estimates,13_19,102.992283050881
924,1960,estimates,15plus,90.4925134033374
924,1960,estimates,15_17,103.022795420716
924,1960,estimates,15_24,101.067012041335
924,1960,estimates,15_49,97.9939670415448
924,1960,estimates,15_59,96.7907948894889
924,1960,estimates,15_64,95.4065383936011
924,1960,estimates,16plus,90.235542018048
924,1960,estimates,17plus,89.9895734853433
924,1960,estimates,18plus,89.755002316619
924,1960,estimates,18_23,100.173734127762
924,1960,estimates,20plus,89.312996582733
924,1960,estimates,20_64,94.5552406767944
924,1960,estimates,20_69,93.0217799270337
924,1960,estimates,21plus,89.1053250049699
924,1960,estimates,25plus,88.2985445661422
924,1960,estimates,25_49,96.745590069464
924,1960,estimates,25_64,93.9303900476993
924,1960,estimates,25_69,92.2733930823103
924,1960,estimates,50plus,79.4808984374409
924,1960,estimates,60plus,70.4602513358058
924,1960,estimates,65plus,66.3776600632092
924,1960,estimates,70plus,62.5053473547309
924,1960,estimates,75plus,58.9392079673259
924,1960,estimates,80plus,54.6815173267989
924,1960,estimates,85plus,48.2837515040513
924,1960,estimates,90plus,39.1658305498051
924,1965,estimates,"Region, subregion, country or area *",Northern Europe
924,1965,estimates,total,94.4924768312984
924,1965,estimates,0_1,104.290037465643
924,1965,estimates,0_4,104.778389184563
924,1965,estimates,0_14,105.287243136215
924,1965,estimates,0_17,105.18428727875
924,1965,estimates,0_19,105.033468602093
924,1965,estimates,0_24,104.452008046957
924,1965,estimates,3_4,105.269442519484
