region,year,variant,agebroad,sexratio_maleper100female
5500,1950,estimates,total,92.8601301711004
5500,1950,estimates,0_1,100.786771133751
5500,1950,estimates,0_4,102.827769760695
5500,1950,estimates,0_14,103.506361143797
5500,1950,estimates,0_17,103.239242960986
5500,1950,estimates,0_19,103.145542094118
5500,1950,estimates,0_24,102.567363143761
5500,1950,estimates,3_4,106.002338294761
5500,1950,estimates,3_5,106.463746779536
5500,1950,estimates,3_6,106.677519296483
5500,1950,estimates,4_5,107.116728018874
5500,1950,estimates,4_6,107.191302994825
5500,1950,estimates,5_10,105.622609795131
5500,1950,estimates,5_11,105.011043729712
5500,1950,estimates,5_14,103.855044658849
5500,1950,estimates,6_9,105.917447526855
5500,1950,estimates,6_10,105.32826247064
5500,1950,estimates,6_11,104.705094537305
5500,1950,estimates,6_12,104.176485939485
5500,1950,estimates,7_10,104.933996616127
5500,1950,estimates,7_12,103.809802013476
5500,1950,estimates,11_16,101.98275554781
5500,1950,estimates,11_17,101.946868821249
5500,1950,estimates,11_18,101.953557205113
5500,1950,estimates,12_14,101.888687432817
5500,1950,estimates,12_16,101.874896971765
5500,1950,estimates,12_17,101.846275626529
5500,1950,estimates,12_18,101.865941827999
5500,1950,estimates,13_17,101.831544490258
5500,1950,estimates,13_18,101.857554251693
5500,1950,estimates,13_19,101.931929589412
5500,1950,estimates,15plus,88.1365730398752
5500,1950,estimates,15_17,101.78999988293
5500,1950,estimates,15_24,101.10861313575
5500,1950,estimates,15_49,85.5705441193661
5500,1950,estimates,15_59,86.79790998344
5500,1950,estimates,15_64,87.7857844685405
5500,1950,estimates,16plus,87.7048596342419
5500,1950,estimates,17plus,87.3075928650812
5500,1950,estimates,18plus,86.9205847526813
5500,1950,estimates,18_23,101.983341344913
5500,1950,estimates,20plus,85.9806464619561
5500,1950,estimates,20_64,85.3165640286383
5500,1950,estimates,20_69,86.048685933789
5500,1950,estimates,21plus,85.38997140815
5500,1950,estimates,25plus,82.9506809748288
5500,1950,estimates,25_49,75.7713907601176
5500,1950,estimates,25_64,81.6861772305759
5500,1950,estimates,25_69,82.7869381164385
5500,1950,estimates,50plus,95.3818089750199
5500,1950,estimates,60plus,96.3834773140409
5500,1950,estimates,65plus,91.6579774267638
5500,1950,estimates,70plus,84.9568601915023
5500,1950,estimates,75plus,78.7461800300379
5500,1950,estimates,80plus,74.1030501952351
5500,1950,estimates,85plus,64.6214334667965
5500,1950,estimates,90plus,54.0924410207029
5500,1955,estimates,total,92.5873012328286
5500,1955,estimates,0_1,105.280468507372
5500,1955,estimates,0_4,103.85520782875
5500,1955,estimates,0_14,103.755222644982
5500,1955,estimates,0_17,103.506962771111
5500,1955,estimates,0_19,103.321126039737
5500,1955,estimates,0_24,103.058962693944
5500,1955,estimates,3_4,102.261509792389
5500,1955,estimates,3_5,102.06736365396
5500,1955,estimates,3_6,101.967412236762
5500,1955,estimates,4_5,101.789796824299
5500,1955,estimates,4_6,101.734220696824
5500,1955,estimates,5_10,102.458928857484
5500,1955,estimates,5_11,102.891011360225
5500,1955,estimates,5_14,103.669281841554
5500,1955,estimates,6_9,102.284237586619
5500,1955,estimates,6_10,102.673117825293
5500,1955,estimates,6_11,103.171235327419
5500,1955,estimates,6_12,103.640333273652
5500,1955,estimates,7_10,102.99808099485
5500,1955,estimates,7_12,104.078635229078
5500,1955,estimates,11_16,104.547071679062
5500,1955,estimates,11_17,104.006695883588
5500,1955,estimates,11_18,103.637523396011
5500,1955,estimates,12_14,105.720520289587
5500,1955,estimates,12_16,104.275332871178
5500,1955,estimates,12_17,103.726927606085
5500,1955,estimates,12_18,103.368131345335
5500,1955,estimates,13_17,103.265205163562
5500,1955,estimates,13_18,102.953714741338
5500,1955,estimates,13_19,102.789716487187
5500,1955,estimates,15plus,87.6342273582723
5500,1955,estimates,15_17,102.335718696647
5500,1955,estimates,15_24,101.943432471335
5500,1955,estimates,15_49,89.5301163502249
5500,1955,estimates,15_59,87.2237109034394
5500,1955,estimates,15_64,87.6252638799974
5500,1955,estimates,16plus,87.182701823236
5500,1955,estimates,17plus,86.6708502163737
5500,1955,estimates,18plus,86.1087763158232
5500,1955,estimates,18_23,101.72574695318
5500,1955,estimates,20plus,84.9525604345993
