region,year,variant,agebroad,sexratio_maleper100female
5501,1950,estimates,"Region, subregion, country or area *",Southern Asia
5501,1950,estimates,total,106.849940149232
5501,1950,estimates,0_1,101.330906768397
5501,1950,estimates,0_4,102.382761840593
5501,1950,estimates,0_14,103.35982272081
5501,1950,estimates,0_17,103.55283078159
5501,1950,estimates,0_19,103.775055929527
5501,1950,estimates,0_24,104.585296780179
5501,1950,estimates,3_4,103.514015979506
5501,1950,estimates,3_5,103.705469603083
5501,1950,estimates,3_6,103.845826043144
5501,1950,estimates,4_5,103.939095467615
5501,1950,estimates,4_6,104.055093081689
5501,1950,estimates,5_10,104.184085628718
5501,1950,estimates,5_11,104.102525702205
5501,1950,estimates,5_14,103.980136969282
5501,1950,estimates,6_9,104.268739849524
5501,1950,estimates,6_10,104.199306103769
5501,1950,estimates,6_11,104.100590730211
5501,1950,estimates,6_12,104.009503849314
5501,1950,estimates,7_10,104.172987409033
5501,1950,estimates,7_12,103.958187091576
5501,1950,estimates,11_16,103.928636883615
5501,1950,estimates,11_17,104.097022056947
5501,1950,estimates,11_18,104.30373080876
5501,1950,estimates,12_14,103.673419050874
5501,1950,estimates,12_16,104.000209557339
5501,1950,estimates,12_17,104.187247732369
5501,1950,estimates,12_18,104.41379755033
5501,1950,estimates,13_17,104.346572247758
5501,1950,estimates,13_18,104.588914600109
5501,1950,estimates,13_19,104.872972395026
5501,1950,estimates,15plus,109.053618392774
5501,1950,estimates,15_17,104.737426800733
5501,1950,estimates,15_24,107.051548749071
5501,1950,estimates,15_49,109.570094635314
5501,1950,estimates,15_59,109.664216416538
5501,1950,estimates,15_64,109.461534549176
5501,1950,estimates,16plus,109.224628615579
5501,1950,estimates,17plus,109.391648124649
5501,1950,estimates,18plus,109.548568561356
5501,1950,estimates,18_23,107.918420123804
5501,1950,estimates,20plus,109.799526631498
5501,1950,estimates,20_64,110.352212314766
5501,1950,estimates,20_69,110.245951359493
5501,1950,estimates,21plus,109.883990326123
5501,1950,estimates,25plus,109.968927051568
5501,1950,estimates,25_49,111.183906501395
5501,1950,estimates,25_64,110.666404196814
5501,1950,estimates,25_69,110.525235168897
5501,1950,estimates,50plus,106.943350239538
5501,1950,estimates,60plus,103.281529160842
5501,1950,estimates,65plus,102.512973499071
5501,1950,estimates,70plus,99.9124542899775
5501,1950,estimates,75plus,94.4525176621943
5501,1950,estimates,80plus,85.5062932595038
5501,1950,estimates,85plus,72.1995748215088
5501,1950,estimates,90plus,56.912313527695
