region,year,variant,agebroad,sexratio_maleper100female
914,1950,estimates,"Region, subregion, country or area *",Western Africa
914,1950,estimates,total,99.4422016355614
914,1950,estimates,0_1,101.665744524451
914,1950,estimates,0_4,101.57302043918
914,1950,estimates,0_14,101.392270841823
914,1950,estimates,0_17,101.380065742204
914,1950,estimates,0_19,101.374967254288
914,1950,estimates,0_24,101.35222606745
914,1950,estimates,3_4,101.470201655507
914,1950,estimates,3_5,101.443526625274
914,1950,estimates,3_6,101.419284848996
914,1950,estimates,4_5,101.413803889036
914,1950,estimates,4_6,101.390230561588
914,1950,estimates,5_10,101.297579551756
914,1950,estimates,5_11,101.286792417977
914,1950,estimates,5_14,101.271267572938
914,1950,estimates,6_9,101.289540257225
914,1950,estimates,6_10,101.277792655933
914,1950,estimates,6_11,101.26803719293
914,1950,estimates,6_12,101.260954110522
914,1950,estimates,7_10,101.260855508545
914,1950,estimates,7_12,101.246214216617
914,1950,estimates,11_16,101.245042175517
914,1950,estimates,11_17,101.254958115345
914,1950,estimates,11_18,101.262341425853
914,1950,estimates,12_14,101.22934064675
914,1950,estimates,12_16,101.251612351578
914,1950,estimates,12_17,101.262322075612
914,1950,estimates,12_18,101.269911311544
914,1950,estimates,13_17,101.272823546499
914,1950,estimates,13_18,101.280170948912
914,1950,estimates,13_19,101.283238916169
914,1950,estimates,15plus,98.0802889323373
914,1950,estimates,15_17,101.298151357146
914,1950,estimates,15_24,101.263851670537
914,1950,estimates,15_49,100.244347270262
914,1950,estimates,15_59,99.3883156601852
914,1950,estimates,15_64,99.0014421068647
914,1950,estimates,16plus,97.9623952537724
914,1950,estimates,17plus,97.837826695394
914,1950,estimates,18plus,97.7065498213196
914,1950,estimates,18_23,101.266724011068
914,1950,estimates,20plus,97.4252112797628
914,1950,estimates,20_64,98.4991181761295
914,1950,estimates,20_69,98.1069157400992
914,1950,estimates,21plus,97.275005221544
914,1950,estimates,25plus,96.6063889099033
914,1950,estimates,25_49,99.577154482119
914,1950,estimates,25_64,97.8586832066164
914,1950,estimates,25_69,97.4037769711769
914,1950,estimates,50plus,89.4226177815273
914,1950,estimates,60plus,85.408639910102
914,1950,estimates,65plus,82.8464406290966
