region,year,variant,agebroad,sexratio_maleper100female
925,1950,estimates,total,94.0491212080443
925,1950,estimates,0_1,104.70614482517
925,1950,estimates,0_4,104.660370537766
925,1950,estimates,0_14,103.849560395987
925,1950,estimates,0_17,103.194188618557
925,1950,estimates,0_19,102.802548148121
925,1950,estimates,0_24,101.99231478031
925,1950,estimates,3_4,104.598985387815
925,1950,estimates,3_5,104.55817004661
925,1950,estimates,3_6,104.506860660301
925,1950,estimates,4_5,104.51991459099
925,1950,estimates,4_6,104.462929535102
925,1950,estimates,5_10,104.034595192661
925,1950,estimates,5_11,103.924003396775
925,1950,estimates,5_14,103.396272658141
925,1950,estimates,6_9,104.061695298279
925,1950,estimates,6_10,103.946428087298
925,1950,estimates,6_11,103.832694060782
925,1950,estimates,6_12,103.695112519392
925,1950,estimates,7_10,103.847620068013
925,1950,estimates,7_12,103.58971970165
925,1950,estimates,11_16,101.772652789222
925,1950,estimates,11_17,101.42299388546
925,1950,estimates,11_18,101.152298390338
925,1950,estimates,12_14,102.247069120344
925,1950,estimates,12_16,101.48130385465
925,1950,estimates,12_17,101.125448078399
925,1950,estimates,12_18,100.861052303135
925,1950,estimates,13_17,100.77768387128
925,1950,estimates,13_18,100.529225556053
925,1950,estimates,13_19,100.377936582556
925,1950,estimates,15plus,90.5328861666213
925,1950,estimates,15_17,100.033603880971
925,1950,estimates,15_24,99.2681987749056
925,1950,estimates,15_49,94.6318080944697
925,1950,estimates,15_59,93.1110456441523
925,1950,estimates,15_64,92.3312900190618
925,1950,estimates,16plus,90.2744516808425
925,1950,estimates,17plus,90.0219145525302
925,1950,estimates,18plus,89.7692542098723
925,1950,estimates,18_23,99.3302749071672
925,1950,estimates,20plus,89.2233983645334
925,1950,estimates,20_64,91.1217629608558
925,1950,estimates,20_69,90.5320763206087
925,1950,estimates,21plus,88.9242960869522
925,1950,estimates,25plus,87.7042054000229
925,1950,estimates,25_49,92.1733512009496
925,1950,estimates,25_64,89.6934118276095
925,1950,estimates,25_69,89.0888214184561
925,1950,estimates,50plus,80.6936055953761
925,1950,estimates,60plus,77.4910215128167
925,1950,estimates,65plus,76.2924063920404
925,1950,estimates,70plus,74.0462301351346
925,1950,estimates,75plus,69.7498745292034
925,1950,estimates,80plus,64.5170935047715
925,1950,estimates,85plus,57.8243633118164
925,1950,estimates,90plus,48.986616317733
925,1955,estimates,total,94.3726929119255
925,1955,estimates,0_1,105.428387667644
925,1955,estimates,0_4,105.011764764155
925,1955,estimates,0_14,104.203511092443
925,1955,estimates,0_17,103.845300192997
925,1955,estimates,0_19,103.521772705848
925,1955,estimates,0_24,102.504708330446
925,1955,estimates,3_4,104.655903876219
925,1955,estimates,3_5,104.581100061595
925,1955,estimates,3_6,104.513528643059
925,1955,estimates,4_5,104.501295247639
925,1955,estimates,4_6,104.437417431054
925,1955,estimates,5_10,104.126764768524
925,1955,estimates,5_11,104.058075180876
925,1955,estimates,5_14,103.770140453289
