country,year,variant,freq,agebroad,percentagetotaldeaths
90,1950,estimates,5yearly,0_4,48.9313968591333
90,1950,estimates,5yearly,0_14,55.1895147006731
90,1950,estimates,5yearly,0_19,58.2241114653442
90,1950,estimates,5yearly,0_24,61.6837879324596
90,1950,estimates,5yearly,5_14,6.25811784153973
90,1950,estimates,5yearly,15plus,44.810485299327
90,1950,estimates,5yearly,15_24,6.49427323178652
90,1950,estimates,5yearly,15_49,21.7144881331916
90,1950,estimates,5yearly,15_59,30.8537017357421
90,1950,estimates,5yearly,15_64,34.4550714370056
90,1950,estimates,5yearly,20plus,41.7758885346558
90,1950,estimates,5yearly,20_64,31.4204746723344
90,1950,estimates,5yearly,20_69,34.1953005077341
90,1950,estimates,5yearly,25plus,38.3162120675404
90,1950,estimates,5yearly,25_69,30.7356240406187
90,1950,estimates,5yearly,40plus,28.9998819223049
90,1950,estimates,5yearly,50plus,23.0959971661353
90,1950,estimates,5yearly,60plus,13.9567835635848
90,1950,estimates,5yearly,65plus,10.3554138623214
90,1950,estimates,5yearly,70plus,7.58058802692172
90,1950,estimates,5yearly,80plus,2.18443735978274
90,1950,estimates,5yearly,90plus,0.106269925611052
90,1955,estimates,5yearly,0_4,48.0987324883255
90,1955,estimates,5yearly,0_14,53.9248387814098
90,1955,estimates,5yearly,0_19,56.837891927952
90,1955,estimates,5yearly,0_24,60.1623304425172
90,1955,estimates,5yearly,5_14,5.82610629308428
90,1955,estimates,5yearly,15plus,46.0751612185902
90,1955,estimates,5yearly,15_24,6.2374916611074
90,1955,estimates,5yearly,15_49,21.1474316210807
90,1955,estimates,5yearly,15_59,28.7969757616189
90,1955,estimates,5yearly,15_64,34.21169668668
90,1955,estimates,5yearly,20plus,43.162108072048
90,1955,estimates,5yearly,20_64,31.2986435401379
90,1955,estimates,5yearly,20_69,35.1567711807872
90,1955,estimates,5yearly,25plus,39.8376695574828
90,1955,estimates,5yearly,25_69,31.8323326662219
90,1955,estimates,5yearly,40plus,30.6204136090727
90,1955,estimates,5yearly,50plus,24.9277295975095
90,1955,estimates,5yearly,60plus,17.2781854569713
90,1955,estimates,5yearly,65plus,11.8634645319102
90,1955,estimates,5yearly,70plus,8.00533689126084
90,1955,estimates,5yearly,80plus,2.79074938848121
90,1955,estimates,5yearly,90plus,0.133422281521014
90,1960,estimates,5yearly,0_4,46.9349261238604
90,1960,estimates,5yearly,0_14,52.4153830032485
90,1960,estimates,5yearly,0_19,55.2761186209787
90,1960,estimates,5yearly,0_24,58.4931363302945
90,1960,estimates,5yearly,5_14,5.48045687938803
90,1960,estimates,5yearly,15plus,47.5846169967515
90,1960,estimates,5yearly,15_24,6.077753327046
90,1960,estimates,5yearly,15_49,20.7377135072828
90,1960,estimates,5yearly,15_59,27.3184533165671
90,1960,estimates,5yearly,15_64,32.3797547940899
90,1960,estimates,5yearly,20plus,44.7238813790213
90,1960,estimates,5yearly,20_64,29.5190191763596
90,1960,estimates,5yearly,20_69,35.4395892277062
90,1960,estimates,5yearly,25plus,41.5068636697056
90,1960,estimates,5yearly,25_69,32.2225715183904
90,1960,estimates,5yearly,40plus,32.547416954836
90,1960,estimates,5yearly,50plus,26.8469034894687
90,1960,estimates,5yearly,60plus,20.2661636801844
90,1960,estimates,5yearly,65plus,15.2048622026616
90,1960,estimates,5yearly,70plus,9.2842921513151
90,1960,estimates,5yearly,80plus,2.75594676726396
90,1960,estimates,5yearly,90plus,0.272451011212407
90,1965,estimates,5yearly,0_4,45.3585053311161
90,1965,estimates,5yearly,0_14,50.5428934754964
90,1965,estimates,5yearly,0_19,53.2133424630735
90,1965,estimates,5yearly,0_24,56.3631028073951
90,1965,estimates,5yearly,5_14,5.18438814438032
90,1965,estimates,5yearly,15plus,49.4571065245036
90,1965,estimates,5yearly,15_24,5.82020933189866
90,1965,estimates,5yearly,15_49,20.1017313900029
90,1965,estimates,5yearly,15_59,26.724053604617
90,1965,estimates,5yearly,15_64,30.7248361537709
90,1965,estimates,5yearly,20plus,46.7866575369265
90,1965,estimates,5yearly,20_64,28.0543871661939
90,1965,estimates,5yearly,20_69,33.6789592096253
90,1965,estimates,5yearly,25plus,43.6368971926049
90,1965,estimates,5yearly,25_69,30.5291988653037
90,1965,estimates,5yearly,40plus,35.0386383644723
90,1965,estimates,5yearly,50plus,29.3553751345006
90,1965,estimates,5yearly,60plus,22.7330529198865
90,1965,estimates,5yearly,65plus,18.7322703707327
90,1965,estimates,5yearly,70plus,13.1076983273012
90,1965,estimates,5yearly,80plus,3.0128142423946
90,1965,estimates,5yearly,90plus,0.293455932700773
90,1970,estimates,5yearly,0_4,47.1834716581317
90,1970,estimates,5yearly,0_14,51.9424333392195
90,1970,estimates,5yearly,0_19,54.3351580434399
90,1970,estimates,5yearly,0_24,57.0633939607982
90,1970,estimates,5yearly,5_14,4.75896168108776
90,1970,estimates,5yearly,15plus,48.0575666607805
90,1970,estimates,5yearly,15_24,5.12096062157867
90,1970,estimates,5yearly,15_49,18.1440932368003
90,1970,estimates,5yearly,15_59,24.4746600741656
90,1970,estimates,5yearly,15_64,28.4301606922126
90,1970,estimates,5yearly,20plus,45.6648419565601
90,1970,estimates,5yearly,20_64,26.0374359879922
90,1970,estimates,5yearly,20_69,30.5138619106481
90,1970,estimates,5yearly,25plus,42.9366060392018
90,1970,estimates,5yearly,25_69,27.7856259932898
90,1970,estimates,5yearly,40plus,35.1138972276179
90,1970,estimates,5yearly,50plus,29.9134734239802
90,1970,estimates,5yearly,60plus,23.5829065866149
90,1970,estimates,5yearly,65plus,19.6274059685679
90,1970,estimates,5yearly,70plus,15.1509800459121
90,1970,estimates,5yearly,80plus,3.89369592088999
90,1970,estimates,5yearly,90plus,0.300194243333922
90,1975,estimates,5yearly,0_4,45.3430335842991
90,1975,estimates,5yearly,0_14,50.1734201844176
90,1975,estimates,5yearly,0_19,52.5590051603079
90,1975,estimates,5yearly,0_24,55.1645376871669
90,1975,estimates,5yearly,5_14,4.83038660011843
90,1975,estimates,5yearly,15plus,49.8265798155824
90,1975,estimates,5yearly,15_24,4.99111750274934
90,1975,estimates,5yearly,15_49,17.5958040774892
90,1975,estimates,5yearly,15_59,24.0588782674901
90,1975,estimates,5yearly,15_64,28.1025293968361
90,1975,estimates,5yearly,20plus,47.4409948396921
90,1975,estimates,5yearly,20_64,25.7169444209458
90,1975,estimates,5yearly,20_69,30.5050334151087
90,1975,estimates,5yearly,25plus,44.8354623128331
90,1975,estimates,5yearly,25_69,27.8995008882497
90,1975,estimates,5yearly,40plus,37.3910836646646
90,1975,estimates,5yearly,50plus,32.2307757380932
90,1975,estimates,5yearly,60plus,25.7677015480924
90,1975,estimates,5yearly,65plus,21.7240504187463
90,1975,estimates,5yearly,70plus,16.9359614245834
90,1975,estimates,5yearly,80plus,5.90474579138821
90,1975,estimates,5yearly,90plus,0.338380847644023
90,1980,estimates,5yearly,0_4,43.2411555692878
90,1980,estimates,5yearly,0_14,48.3933261238993
90,1980,estimates,5yearly,0_19,50.8342345125908
90,1980,estimates,5yearly,0_24,53.6150162212266
90,1980,estimates,5yearly,5_14,5.15217055461146
90,1980,estimates,5yearly,15plus,51.6066738761007
90,1980,estimates,5yearly,15_24,5.22169009732736
90,1980,estimates,5yearly,15_49,18.214120191565
90,1980,estimates,5yearly,15_59,24.8957206859262
90,1980,estimates,5yearly,15_64,29.1364127915959
90,1980,estimates,5yearly,20plus,49.1657654874092
90,1980,estimates,5yearly,20_64,26.6955044029044
90,1980,estimates,5yearly,20_69,31.4846284566662
90,1980,estimates,5yearly,25plus,46.3849837787734
90,1980,estimates,5yearly,25_69,28.7038467480303
90,1980,estimates,5yearly,40plus,38.8305268036459
90,1980,estimates,5yearly,50plus,33.3925536845358
90,1980,estimates,5yearly,60plus,26.7109531901746
90,1980,estimates,5yearly,65plus,22.4702610845049
90,1980,estimates,5yearly,70plus,17.6811370307431
90,1980,estimates,5yearly,80plus,7.22230804881817
90,1980,estimates,5yearly,90plus,0.525258767186776
90,1985,estimates,5yearly,0_4,44.845330336547
90,1985,estimates,5yearly,0_14,50.5293665345715
90,1985,estimates,5yearly,0_19,53.368427278642
90,1985,estimates,5yearly,0_24,56.4026734488673
90,1985,estimates,5yearly,5_14,5.68403619802449
90,1985,estimates,5yearly,15plus,49.4706334654285
90,1985,estimates,5yearly,15_24,5.87330691429585
90,1985,estimates,5yearly,15_49,19.59543384397
90,1985,estimates,5yearly,15_59,26.2199089134678
90,1985,estimates,5yearly,15_64,30.1177027266813
90,1985,estimates,5yearly,20plus,46.631572721358
90,1985,estimates,5yearly,20_64,27.2786419826108
90,1985,estimates,5yearly,20_69,31.6969302655705
90,1985,estimates,5yearly,25plus,43.5973265511327
90,1985,estimates,5yearly,25_69,28.6626840953451
90,1985,estimates,5yearly,40plus,35.5888093689004
90,1985,estimates,5yearly,50plus,29.8751996214586
90,1985,estimates,5yearly,60plus,23.2507245519607
90,1985,estimates,5yearly,65plus,19.3529307387473
90,1985,estimates,5yearly,70plus,14.9346424557875
90,1985,estimates,5yearly,80plus,5.97385698231502
90,1985,estimates,5yearly,90plus,0.709765186017626
90,1990,estimates,5yearly,0_4,42.0889101338432
90,1990,estimates,5yearly,0_14,47.3828871892925
90,1990,estimates,5yearly,0_19,50.4302103250478
90,1990,estimates,5yearly,0_24,53.7464149139579
90,1990,estimates,5yearly,5_14,5.29397705544933
90,1990,estimates,5yearly,15plus,52.6171128107075
90,1990,estimates,5yearly,15_24,6.36352772466539
90,1990,estimates,5yearly,15_49,20.4648661567878
90,1990,estimates,5yearly,15_59,27.8202676864245
90,1990,estimates,5yearly,15_64,32.17017208413
90,1990,estimates,5yearly,20plus,49.5697896749522
90,1990,estimates,5yearly,20_64,29.1228489483748
90,1990,estimates,5yearly,20_69,33.8372370936902
90,1990,estimates,5yearly,25plus,46.2535850860421
90,1990,estimates,5yearly,25_69,30.5210325047801
90,1990,estimates,5yearly,40plus,37.9720363288719
90,1990,estimates,5yearly,50plus,32.1522466539197
90,1990,estimates,5yearly,60plus,24.796845124283
90,1990,estimates,5yearly,65plus,20.4469407265774
90,1990,estimates,5yearly,70plus,15.732552581262
90,1990,estimates,5yearly,80plus,6.11854684512428
90,1990,estimates,5yearly,90plus,0.78274378585086
90,1995,estimates,5yearly,0_4,37.882677017467
90,1995,estimates,5yearly,0_14,42.6344456269956
90,1995,estimates,5yearly,0_19,45.4892631315345
90,1995,estimates,5yearly,0_24,48.970137106367
90,1995,estimates,5yearly,5_14,4.75176860952858
90,1995,estimates,5yearly,15plus,57.3655543730045
90,1995,estimates,5yearly,15_24,6.33569147937144
90,1995,estimates,5yearly,15_49,20.7975959431541
90,1995,estimates,5yearly,15_59,29.1116258686534
90,1995,estimates,5yearly,15_64,34.0887748074876
90,1995,estimates,5yearly,20plus,54.5107368684655
90,1995,estimates,5yearly,20_64,31.2339573029487
90,1995,estimates,5yearly,20_69,36.7307331121267
90,1995,estimates,5yearly,25plus,51.029862893633
90,1995,estimates,5yearly,25_69,33.2498591372942
90,1995,estimates,5yearly,40plus,42.4215864270957
90,1995,estimates,5yearly,50plus,36.5679584298504
90,1995,estimates,5yearly,60plus,28.2539285043511
90,1995,estimates,5yearly,65plus,23.2767795655168
90,1995,estimates,5yearly,70plus,17.7800037563388
90,1995,estimates,5yearly,80plus,6.80523383209165
90,1995,estimates,5yearly,90plus,0.826394540787579
90,2000,estimates,5yearly,0_4,32.811986593941
90,2000,estimates,5yearly,0_14,36.8075179076033
90,2000,estimates,5yearly,0_19,39.2652953933101
90,2000,estimates,5yearly,0_24,42.3408030492213
90,2000,estimates,5yearly,5_14,3.99553131366235
90,2000,estimates,5yearly,15plus,63.1924820923967
90,2000,estimates,5yearly,15_24,5.53328514161793
